gene	discovery_effect_adenoma_minus_normal	bootstrap_effect_median	bootstrap_ci_low	bootstrap_ci_high	direction_stability	bootstrap_sign_p	mean_expression_discovery	bootstrap_sign_q	excluded_gene	ci_excludes_zero	eligible	selection_magnitude	selected	logFC	AveExpr	t	P.Value	adj.P.Val	B	limma_direction_match	limma_fdr_pass	bootstrap_stability_pass	stable_core	arm
RNF5	-0.26420927	-0.26685494	-0.406209572404623	-0.106361948698759	1	0.000999000999000999	0.04313019	0.0126510092688221	FALSE	TRUE	TRUE	0.26420927	FALSE	-0.265079835064269	0.0431301989864865	-3.42021186113826	0.00149470641827022	0.0370771911932859	-1.26911149409247	TRUE	TRUE	TRUE	TRUE	down
SLC19A3	-0.16423464	-0.16475178	-0.245089218392968	-0.0955787748098373	1	0.000999000999000999	0.013513777	0.0126510092688221	FALSE	TRUE	TRUE	0.16423464	FALSE	-0.16323644600336	0.0135137774432432	-3.40788848019055	0.00154736648880597	0.038228687406912	-1.30088155228439	TRUE	TRUE	TRUE	TRUE	down
ITM2B	-0.2984365	-0.3011315	-0.491153772175312	-0.0661668054759505	0.994	0.012	0.07900261	0.0678597080046988	FALSE	TRUE	TRUE	0.2984365	FALSE	-0.300755447262009	0.0790026050594595	-3.40222453671624	0.00157216063808663	0.0385559095695704	-1.31546348293042	TRUE	TRUE	TRUE	TRUE	down
ABCA4	0.067125306	0.06478847	0.0215437348932028	0.122735626623034	1	0.000999000999000999	0.0015878573	0.0126510092688221	FALSE	TRUE	TRUE	0.067125306	FALSE	0.0678556657963588	0.00158785763783784	3.401989679349	0.00157319689773014	0.0385559095695704	-1.31606785628908	TRUE	TRUE	TRUE	TRUE	up
PPIF	-0.14115295	-0.14503573	-0.21482259966433	-0.0526125790551305	0.998	0.004	0.0087496545	0.0286121842496285	FALSE	TRUE	TRUE	0.14115295	FALSE	-0.147317667410338	0.00874965032162162	-3.40202227239709	0.00158136294907148	0.0386016366094063	-1.31962224925197	TRUE	TRUE	TRUE	TRUE	down
CLDN2	0.57838947	0.5639404	0.222162199392915	1.11513502597809	1	0.000999000999000999	0.017433241	0.0126510092688221	FALSE	TRUE	TRUE	0.57838947	TRUE	0.567114448240026	0.0174332365945946	3.40285871786809	0.00158918634148151	0.0386386695010206	-1.32249827740855	TRUE	TRUE	TRUE	TRUE	up
F2RL1	-0.17632757	-0.17605731	-0.283792696893215	-0.0586922373622656	0.998	0.004	0.013358883	0.0286121842496285	FALSE	TRUE	TRUE	0.17632757	FALSE	-0.177101115797761	0.0133588829324324	-3.3950225349894	0.00160803830745095	0.0386832288683262	-1.33561916182261	TRUE	TRUE	TRUE	TRUE	down
ODAM	0.163097	0.15698713	0.0420918180607259	0.294610745459795	1	0.000999000999000999	0.022077154	0.0126510092688221	FALSE	TRUE	TRUE	0.163097	FALSE	0.164842958785476	0.022077154527027	3.3937520698221	0.00160995974562154	0.0386832288683262	-1.33725250924373	TRUE	TRUE	TRUE	TRUE	up
SOCS2	-0.07216317	-0.07307031	-0.10913447290659	-0.0299208900891245	1	0.000999000999000999	0.005373462	0.0126510092688221	FALSE	TRUE	TRUE	0.07216317	FALSE	-0.0703554906090083	0.0053734629	-3.39648457781362	0.00159767497758457	0.0386832288683262	-1.33022827910664	TRUE	TRUE	TRUE	TRUE	down
SSTR1	-0.10879417	-0.1089685	-0.16819425560534	-0.0442107188515365	1	0.000999000999000999	0.01973523	0.0126510092688221	FALSE	TRUE	TRUE	0.10879417	FALSE	-0.108413625807726	0.0197352278635135	-3.39172156819575	0.00161914688403191	0.038752003743998	-1.34247024467275	TRUE	TRUE	TRUE	TRUE	down
VDAC2	-0.2721355	-0.2689737	-0.437157509475946	-0.094318624958396	0.999	0.002	0.008201974	0.015846696449565	FALSE	TRUE	TRUE	0.2721355	FALSE	-0.27259133869952	0.00820197494594595	-3.3893558774145	0.00165024652304912	0.0393426476526147	-1.35708487245882	TRUE	TRUE	TRUE	TRUE	down
EMP1	-0.2683361	-0.26869726	-0.402222498506308	-0.118863036483526	1	0.000999000999000999	0.0037183722	0.0126510092688221	FALSE	TRUE	TRUE	0.2683361	FALSE	-0.257980633290021	0.00371837508108108	-3.38135886266333	0.00168746061291275	0.0400739192841722	-1.37753529006886	TRUE	TRUE	TRUE	TRUE	down
MYZAP	-0.12432515	-0.12383719	-0.178748960420489	-0.0694487560540438	1	0.000999000999000999	0.015139105	0.0126510092688221	FALSE	TRUE	TRUE	0.12432515	FALSE	-0.120169054309049	0.0151390992891892	-3.36675372027642	0.00173629221633378	0.0409163938826042	-1.40649601390529	TRUE	TRUE	TRUE	TRUE	down
IGFL4	0.11274052	0.110991344	0.0410615864209831	0.216924841701984	1	0.000999000999000999	0.010031077	0.0126510092688221	FALSE	TRUE	TRUE	0.11274052	FALSE	0.113904633904278	0.0100310761586486	3.36726432316064	0.00173381743503152	0.0409163938826042	-1.40518914685607	TRUE	TRUE	TRUE	TRUE	up
CMAS	-0.27234405	-0.27388963	-0.435310982167721	-0.108099731616676	0.999	0.002	0.031772584	0.015846696449565	FALSE	TRUE	TRUE	0.27234405	FALSE	-0.278281811125359	0.0317725857567568	-3.36225275093063	0.00175825388533768	0.041162955448961	-1.41801154330549	TRUE	TRUE	TRUE	TRUE	down
HS3ST4	-0.2400293	-0.24371386	-0.350291838496923	-0.123150205984712	1	0.000999000999000999	0.07151774	0.0126510092688221	FALSE	TRUE	TRUE	0.2400293	FALSE	-0.248515072061769	0.0715177476675676	-3.36185819147429	0.00176019166437535	0.041162955448961	-1.41902061896406	TRUE	TRUE	TRUE	TRUE	down
SSTR2	-0.14066346	-0.13737606	-0.210335355997086	-0.074226350709796	1	0.000999000999000999	0.008932423	0.0126510092688221	FALSE	TRUE	TRUE	0.14066346	FALSE	-0.13847221135323	0.00893242236486486	-3.35784861971601	0.00178542761995953	0.0415943537166998	-1.43135491031643	TRUE	TRUE	TRUE	TRUE	down
LINC02026	0.060810365	0.059587248	0.0209733088035136	0.100174886547029	1	0.000999000999000999	0.0029165582	0.0126510092688221	FALSE	TRUE	TRUE	0.060810365	FALSE	0.0589146217254934	0.00291655869864865	3.35502045875616	0.0017940991518419	0.0416380511489975	-1.43649801177448	TRUE	TRUE	TRUE	TRUE	up
NEURL3	-0.08788012	-0.08746648	-0.124247951433063	-0.0548831292428076	1	0.000999000999000999	0.014621015	0.0126510092688221	FALSE	TRUE	TRUE	0.08788012	FALSE	-0.086663003428514	0.0146210155567568	-3.34384478366924	0.0018508643454338	0.0427933805451807	-1.465022706758	TRUE	TRUE	TRUE	TRUE	down
CNR1	-0.074652806	-0.07577729	-0.114255154319108	-0.0408998733386397	1	0.000999000999000999	0.005960856	0.0126510092688221	FALSE	TRUE	TRUE	0.074652806	FALSE	-0.0764295442459055	0.00596085627297297	-3.33502407327904	0.0018968741409804	0.0436922851946876	-1.48750088571711	TRUE	TRUE	TRUE	TRUE	down
PHYH	-0.13032909	-0.12930042	-0.201074939593673	-0.0601899972185493	1	0.000999000999000999	0.014936553	0.0126510092688221	FALSE	TRUE	TRUE	0.13032909	FALSE	-0.129999123972651	0.0149365541243243	-3.33067386912268	0.00191996513451403	0.0438941282804755	-1.49857503280337	TRUE	TRUE	TRUE	TRUE	down
ZNF671	-0.05232134	-0.05245424	-0.080370232090354	-0.0275652517564595	1	0.000999000999000999	0.006581915	0.0126510092688221	FALSE	TRUE	TRUE	0.05232134	FALSE	-0.054762078591834	0.00658191477297297	-3.33088808949196	0.00191882179750742	0.0438941282804755	-1.49802988095493	TRUE	TRUE	TRUE	TRUE	down
CIAO2A	-0.18064551	-0.18140863	-0.279248523712158	-0.0746140519157052	0.999	0.002	0.045393713	0.015846696449565	FALSE	TRUE	TRUE	0.18064551	FALSE	-0.189388258107682	0.0453937069394595	-3.31726607983395	0.00199283266132812	0.0449138945805342	-1.53265804732184	TRUE	TRUE	TRUE	TRUE	down
CNPPD1	-0.16180584	-0.15995112	-0.248809075728059	-0.083705204539001	1	0.000999000999000999	0.006926827	0.0126510092688221	FALSE	TRUE	TRUE	0.16180584	FALSE	-0.160915436333155	0.00692682685135135	-3.32290717723501	0.00198487063376029	0.0449138945805342	-1.52624549013658	TRUE	TRUE	TRUE	TRUE	down
NDUFB1	-0.13772097	-0.13547084	-0.229533780738711	-0.0415448045358062	0.999	0.002	0.014717784	0.015846696449565	FALSE	TRUE	TRUE	0.13772097	FALSE	-0.139147960370239	0.0147177817945946	-3.31707453835807	0.00199389249647549	0.0449138945805342	-1.53314441736504	TRUE	TRUE	TRUE	TRUE	down
MIR513A1	0.037256047	0.036037304	0.0156804283848032	0.0570852311328053	0.999	0.002	0.0019547963	0.015846696449565	FALSE	TRUE	TRUE	0.037256047	FALSE	0.0369029123734687	0.00195479623513513	3.31726599957211	0.00199283310531953	0.0449138945805342	-1.53265825112918	TRUE	TRUE	TRUE	TRUE	up
TMEM74B	-0.062298305	-0.06294828	-0.0921120829880238	-0.0356192043982446	1	0.000999000999000999	0.0066738264	0.0126510092688221	FALSE	TRUE	TRUE	0.062298305	FALSE	-0.061632707192223	0.00667382700837838	-3.31484528030592	0.00200626699248592	0.0450270983991254	-1.53880393152186	TRUE	TRUE	TRUE	TRUE	down
USP2	-0.19375613	-0.19204634	-0.274659501761198	-0.115902348048985	1	0.000999000999000999	0.021196324	0.0126510092688221	FALSE	TRUE	TRUE	0.19375613	FALSE	-0.186530992725386	0.0211963219605405	-3.30798717240006	0.00204479672285596	0.0457243413172937	-1.55620206540157	TRUE	TRUE	TRUE	TRUE	down
TMEM177	-0.069823086	-0.06954816	-0.105937778949738	-0.0315348678268492	1	0.000999000999000999	0.0159734	0.0126510092688221	FALSE	TRUE	TRUE	0.069823086	FALSE	-0.0725505060112488	0.0159734008513514	-3.29973496824064	0.00209209378395793	0.0466118495065826	-1.57711106547413	TRUE	TRUE	TRUE	TRUE	down
C1orf115	-0.19530132	-0.19468041	-0.2882120475173	-0.096297874301672	0.999	0.002	0.024622753	0.015846696449565	FALSE	TRUE	TRUE	0.19530132	FALSE	-0.190068181048401	0.0246227559472973	-3.29631632534807	0.00211199136349402	0.0468846778410429	-1.58576476730348	TRUE	TRUE	TRUE	TRUE	down
NDUFB5	-0.17887682	-0.18011642	-0.288226175308228	-0.0691804120317102	0.999	0.002	0.049154498	0.015846696449565	FALSE	TRUE	TRUE	0.17887682	FALSE	-0.180629851464373	0.0491544965243243	-3.29354431639525	0.00212825756211741	0.0470089532893038	-1.5927780587908	TRUE	TRUE	TRUE	TRUE	down
RUBCNL	0.1798706	0.18195918	0.0458919463679194	0.335066878050566	0.996	0.008	0.0064904788	0.0497112299465241	FALSE	TRUE	TRUE	0.1798706	FALSE	0.177854127363288	0.00649047917297297	3.2967451134433	0.00213362661875433	0.0470089532893038	-1.59236173981815	TRUE	TRUE	TRUE	TRUE	up
FHL1	-0.14585508	-0.14723915	-0.210449610650539	-0.0875154793262482	1	0.000999000999000999	0.028028952	0.0126510092688221	FALSE	TRUE	TRUE	0.14585508	FALSE	-0.139033459088795	0.0280289534837838	-3.29015989298238	0.0021482792428603	0.0470089532893038	-1.60133644244224	TRUE	TRUE	TRUE	TRUE	down
PXDC1	0.08152676	0.08106063	0.0256257600616664	0.134503256157041	0.997	0.006	0.017495353	0.0397382075471698	FALSE	TRUE	TRUE	0.08152676	FALSE	0.0800676103068132	0.0174953562810811	3.29038327379931	0.00214695224859343	0.0470089532893038	-1.60077171394006	TRUE	TRUE	TRUE	TRUE	up
ARMC3	0.10028706	0.098924175	0.0225562777370214	0.17424997203052	0.997	0.006	0.0045341817	0.0397382075471698	FALSE	TRUE	TRUE	0.10028706	FALSE	0.0997678338204044	0.0045341824	3.2883749917454	0.00216508011231336	0.0472079923421493	-1.60777138174071	TRUE	TRUE	TRUE	TRUE	up
TARBP2	0.09321785	0.09242736	0.0289116782601923	0.169412530586123	0.998	0.004	0.0016951386	0.0286121842496285	FALSE	TRUE	TRUE	0.09321785	FALSE	0.0898302276394809	0.00169513901351351	3.27988610383355	0.00222369817021995	0.0483141797480058	-1.63139403841672	TRUE	TRUE	TRUE	TRUE	up
SHISA9	0.4518485	0.44157156	0.0967411205172539	0.84317183047533	0.998	0.004	0.07626136	0.0286121842496285	FALSE	TRUE	TRUE	0.4518485	TRUE	0.446817275552405	0.0762613535810811	3.26834753254686	0.0022816855086218	0.0491706355428804	-1.65637952621942	TRUE	TRUE	TRUE	TRUE	up
CEACAM1	-0.32935274	-0.32475024	-0.48871745839715	-0.165266302227974	1	0.000999000999000999	0.007820211	0.0126510092688221	FALSE	TRUE	TRUE	0.32935274	FALSE	-0.313553090338801	0.00782021277027027	-3.27150120363403	0.00228719293777067	0.0491706355428804	-1.65589192614668	TRUE	TRUE	TRUE	TRUE	down
LINC01029	-0.056191746	-0.057148967	-0.0813827306032181	-0.0344163562171161	1	0.000999000999000999	0.012366301	0.0126510092688221	FALSE	TRUE	TRUE	0.056191746	FALSE	-0.0547492016347592	0.0123663009432432	-3.26786533205043	0.0022847219440427	0.0491706355428804	-1.6575940889002	TRUE	TRUE	TRUE	TRUE	down
UBQLN2	-0.110588096	-0.110796645	-0.173215460777283	-0.0542476510629058	1	0.000999000999000999	0.022310773	0.0126510092688221	FALSE	TRUE	TRUE	0.110588096	FALSE	-0.111348151898779	0.0223107736864865	-3.26381503937886	0.00231037903158766	0.0494954277151665	-1.66779205336889	TRUE	TRUE	TRUE	TRUE	down
LAMTOR3	-0.16016921	-0.16018799	-0.261034463346004	-0.0512342311441898	0.996	0.008	0.021022981	0.0497112299465241	FALSE	TRUE	TRUE	0.16016921	FALSE	-0.161458730202204	0.0210229815540541	-3.2616732284781	0.00232405718277799	0.0496149768602117	-1.67318197144179	TRUE	TRUE	TRUE	TRUE	down
