gene	shared_direction	common_effect	common_se	common_q_value	posterior_mean_ABS	lfsr_ABS	posterior_mean_GOB	lfsr_GOB	posterior_mean_TAC	lfsr_TAC	absolute_rank	signed_rank
DPY19L3	up	0.508108268154004	0.088854654255354	2.23775326211088e-07	0.340150340478086	0.0001854882320056	0.955740656415617	2.4268289082778103e-10	0.534471685484742	0.0011230562281184	395	170
CD82	up	0.660797695384253	0.115574631229221	2.24425201230404e-07	0.579320499649938	8.56619858912126e-07	0.508539547980337	0.0003612508553409	0.509717574884409	0.0015274264999113	396	171
ACSF2	down	-0.595516790709343	0.104227187972996	2.28994845910873e-07	-0.434037982036284	4.80062947072479e-05	-0.594650483110246	5.29436940566175e-06	-0.5949742470521	1.52822267756036e-05	397	7996
CCNJL	down	-0.739287618378036	0.129414688114677	2.29791605998028e-07	-0.646893933392738	5.825083089539e-05	-0.606972939178722	2.75460777465764e-06	-0.539811760379556	0.0063246200487286	398	7995
ITGB4	up	0.434664445688713	0.0760941073114639	2.29791605998028e-07	0.355579636058656	9.87042921693993e-05	0.236272349564068	0.0097541803029613	0.697345758461531	3.21472826563452e-10	399	172
PRELID3B	down	-1.01830623076419	0.178490196205598	2.38959546608861e-07	-0.668168822687812	8.7033569217243e-05	-0.849694002942377	5.78683864785878e-05	-0.938130672211084	9.21885871874029e-06	400	7994
PADI2	down	-0.523223023030062	0.0917208480139574	2.39196861174644e-07	-0.279126561229034	0.0052809965810889	-0.808840655032466	3.85971365979287e-10	-0.38691700358441	0.0033869450233959	401	7993
SKP1	down	-0.638945082387102	0.112022248168722	2.39699584052085e-07	-0.423293393047186	0.000434933320246	-0.527718731083939	0.0004197193337898	-0.731684856565547	6.47650187923787e-08	402	7992
CHRM3	up	1.08704034353396	0.190822681744969	2.49324290673731e-07	0.466843926886533	0.0320267545035988	1.53166205908459	5.60111075655081e-09	0.729543876606682	0.0115794009462787	403	173
LMBRD1	down	-0.465859170307716	0.0819265585358063	2.63517731905075e-07	-0.308416889686175	0.0011281016124412	-0.364040631187279	0.0003114853256961	-0.653298572333152	5.5158286826895206e-09	405	7990
GTF2IRD2	up	0.496812306109123	0.0873886619503751	2.64741878483437e-07	0.416158519387338	2.8718211747841e-05	0.440975173926229	5.08490604834778e-06	0.440557034839267	0.000133457632318	406	174
TMCO4	up	0.427566619145449	0.075234161057852	2.67112483438898e-07	0.353419749871785	0.0002817079670014	0.353767855597337	1.55835800367771e-05	0.521095018568701	1.26018152643763e-06	407	175
GTF2I	up	0.543100274005131	0.095726644901572	2.81993336344872e-07	0.366212201785333	0.0009776191308362	0.519733131058478	9.06978360205689e-07	0.537406966003484	3.24559284720128e-05	408	176
ARF6	down	-0.71938575259728	0.126882358583172	2.86887019041056e-07	-0.479814230945881	0.0002255869981417	-0.616443299837051	0.0002127259725828	-0.715899776763874	6.99727415454099e-07	409	7989
CCDC149	up	0.513459008612951	0.0905624968279538	2.86887019041056e-07	0.636169606943013	8.18917082160613e-07	0.409731289549138	7.52991332900896e-05	0.433652787626619	0.0002605096705017	410	177
ACAA2	down	-0.713014478369503	0.125776694935886	2.87483098084772e-07	-0.49113837588938	0.0001773495247271	-0.603295877506139	0.0001039512119455	-0.645520749916044	2.87633326423453e-06	411	7988
ATG3	down	-0.646361553161503	0.11415445351726	2.97036559012009e-07	-0.492352794336293	4.86418125500432e-05	-0.511750807390844	0.0002506366188801	-0.584608502229778	3.60475326000032e-06	413	7986
TPM3	down	-0.393653160463626	0.0695249728906737	2.97036559012009e-07	-0.314822819054658	0.0001226992155128	-0.376210566301974	8.28714603384739e-06	-0.391160888178573	8.31346872920413e-06	414	7985
TSPAN13	down	-0.904188918443076	0.159731282680401	2.98665007213544e-07	-0.510775713110802	0.0033923806260124	-0.918371661416189	4.15929629071776e-07	-0.720973070409633	0.0009055295767211	415	7984
MPLKIP	down	-0.561036546939209	0.0993081832477613	3.18094684003471e-07	-0.457703368913973	3.46213784641058e-06	-0.407986288611856	0.0044710312587528	-0.572942525194815	2.76339254445812e-06	416	7983
SCUBE2	down	-0.902140628560898	0.159868901654952	3.29450792265796e-07	-0.641967743237937	8.25451662379573e-05	-0.902641247879007	2.19525564107981e-05	-1.08028837207546	5.05072110246196e-07	417	7982
CATSPERB	up	0.682500288439954	0.121009826000363	3.34367394383791e-07	0.557997344060659	5.43399876862067e-06	0.474127681020303	0.0045326252046193	0.592061037795782	9.53729737435444e-06	418	178
DLEU1	up	0.716425695742917	0.127074220841539	3.37029743939146e-07	0.396984215980322	0.0045808164715082	0.778374009745114	3.14190326960288e-07	0.622862755400287	0.0001123546275585	420	179
UQCRC2	down	-0.486660368552099	0.0863554815795803	3.40758729494434e-07	-0.348668265176217	0.0003584908337583	-0.374321551904488	0.0004819893235304	-0.611158938965716	4.98200167786678e-08	421	7980
NDUFA5	down	-0.699991212828832	0.124345550323451	3.51451529527703e-07	-0.480683358609559	0.0004712350779016	-0.608972800909891	1.33627950198445e-05	-0.794179431243459	1.98746834056962e-06	423	7978
AP1S3	up	0.53341084848456	0.0948463927769219	3.61890055892133e-07	0.452334479456987	2.25780856197962e-05	0.300054111805247	0.0100391625702709	0.789083831596981	1.0276042767897e-08	424	180
CAT	down	-0.554345512054008	0.0986188275242599	3.6656081460037e-07	-0.446641246169425	9.85513247309111e-06	-0.426426972634936	0.0009799416643516	-0.577825318484193	2.14101257756116e-06	425	7977
GMDS	up	0.584498229119166	0.103986273878463	3.6656081460037e-07	0.425695284077807	0.0001228405660423	0.497626700608782	8.25008053946794e-05	0.609453166787748	1.61311552787609e-06	426	181
EIF3B	up	0.314765900403919	0.0560812349795003	3.83555630445854e-07	0.126371020890262	0.0387958774515055	0.438410816597465	3.54802674334199e-08	0.356267852858082	1.17045676884598e-06	427	182
LDLRAD4	up	0.446260691287321	0.0795633379865183	3.9025394009505e-07	0.329806075934298	4.90275992890057e-05	0.610670360070488	3.92149860380632e-07	0.724923568499435	2.61030052680656e-07	429	183
SRSF2	down	-0.617040363305932	0.110084116769618	3.96837312264925e-07	-0.495167259964383	1.93731815998355e-05	-0.391693043115549	0.008626978715302	-0.610978151287694	1.00339023756391e-06	431	7975
DMPK	up	0.727953865486625	0.129918486693369	4.00546640943287e-07	0.401779855432562	0.0074168170293049	0.68792428455726	9.82154497572035e-05	0.892042155213374	2.97212443016101e-08	432	185
RAI1	up	0.677343902587533	0.121002432923545	4.12237327174182e-07	0.516829767201965	8.08746789598021e-06	0.55381107478488	0.0005024078125384	0.663615398386285	1.06939918788193e-05	433	186
CDC25B	up	0.766135830765299	0.137011569894235	4.25624823653425e-07	0.385662903239138	0.0204388979318252	1.20557646473162	3.1541586415587205e-09	0.500358710324803	0.0064208335759497	434	187
APBB2	up	0.561738764578067	0.100464308131728	4.25624823653425e-07	0.289642856243714	0.0147553557601277	0.58143844041412	4.67259731414156e-07	0.524971916398917	3.4531874323173e-05	435	188
CREBBP	up	0.307693563618085	0.0550881477784557	4.39446558733704e-07	0.257072595178286	2.41724606185444e-05	0.301167641292419	2.07628110208282e-05	0.391496637617925	5.52916624436376e-06	436	189
RPS13	down	-0.520249035677245	0.0932406097136918	4.53409574393901e-07	-0.433618228791976	4.92869691299802e-05	-0.29596557505098	0.0094345128398468	-0.632221422057999	7.34462257678814e-08	437	7974
CLTC	down	-0.463480598395684	0.0831379063904331	4.65023741510956e-07	-0.295547980911019	0.0036703986227641	-0.372567547817725	0.0003717135918879	-0.512323351983304	1.24901147424694e-07	438	7973
NOL4L	down	-0.586263648542091	0.105235244781427	4.74360281269194e-07	-0.455300078344508	4.82399639178954e-05	-0.501105870358971	5.11468276721549e-05	-0.520116597646416	2.1347844558206e-05	439	7972
SEPTIN8	down	-0.439623594452466	0.0789441453119393	4.79265943127227e-07	-0.343010080762924	0.0001232785031933	-0.428042848226917	4.43191249468455e-05	-0.416663596661191	4.5102173810152e-06	440	7971
TMEM14C	down	-0.561901226493769	0.10097701657725	4.89693804305162e-07	-0.4737455872013	8.02000965726135e-05	-0.360822090896965	0.0014996035416715	-0.80353389369583	3.39461162512933e-08	441	7970
BBLN	up	0.570088490017725	0.102486977456439	4.94501446700176e-07	0.403501124107635	0.0001840681865527	0.581370753583498	1.94213640456261e-06	0.610344988181257	3.23219785003168e-05	442	190
ATP5MK	down	-0.532242325349085	0.095733826096579	5.01768277509037e-07	-0.330986479233413	0.0022050185441961	-0.474595312209055	0.0001065312353811	-0.601950995807862	1.71407806948132e-07	443	7969
BCL10	down	-0.644875813911751	0.116127123913953	5.19376928347712e-07	-0.454703494701913	0.0002011807288777	-0.568971539624746	2.5930742563296e-05	-0.58848968407246	1.43892005968205e-05	444	7968
UAP1	down	-0.670182755687808	0.120714232600603	5.22307197021225e-07	-0.355704899433086	0.009286854073368	-0.697014389093418	4.60931241064166e-07	-0.639697508104687	5.07747899921585e-05	445	7967
TMC5	up	0.480044934126831	0.0864926224483746	5.26188479888812e-07	0.397352449070982	1.52011461426135e-05	0.375932935414564	0.0007596185910039	0.513934294042049	2.10774961638671e-06	446	191
PGAP4	down	-0.550600188339975	0.0993280490888888	5.45185553261219e-07	-0.330989397621709	0.0018105836012646	-0.668989803763106	4.41731539124746e-08	-0.597512135280746	0.0001395755474188	447	7966
MARK4	up	0.683615924072775	0.123326495786193	5.45185553261219e-07	0.500956171419415	0.0001030805985542	0.576299020841206	1.2739974476845e-05	0.64379019216997	7.21276021027519e-05	448	192
CDKL5	up	0.513622045300483	0.0926871423052487	5.49215816306918e-07	0.455624503402544	1.24650401188378e-06	0.346530868737774	0.0055318694582575	0.721413315987248	1.24340146002809e-06	449	193
VDAC2	down	-0.609438439452636	0.110068622647003	5.6180315902447e-07	-0.480060963525672	4.78163367385598e-05	-0.496589668350668	9.82881231912369e-05	-0.534594465333991	2.03804016232212e-05	450	7965
CHMP5	down	-0.579941417147608	0.104760164748165	5.62775355748175e-07	-0.43620078725272	0.0004808524163975	-0.59872573868972	1.69129450899863e-06	-0.430680961126828	0.0003508822153514	452	7963
FAM120A	down	-0.485156672598666	0.0876424796974976	5.62775355748175e-07	-0.220349553963918	0.0304005792072287	-0.277022061576054	0.02563697894873	-0.61252991179173	1.2896869128198302e-09	453	7962
EIF4EBP2	down	-0.472081842771314	0.0853495692938823	5.76060237106123e-07	-0.317699219344247	0.0028300892773057	-0.42390807449752	4.40773627570223e-05	-0.461639757275275	1.71539518967201e-06	454	7961
CD164	down	-0.733259369071138	0.132592949431345	5.78090988362993e-07	-0.4492116490871	0.0024540116485679	-0.656336284183312	2.60622595779081e-05	-0.790495822756626	1.26391900723277e-06	455	7960
STAT3	up	0.385420999643365	0.0697202859759912	5.83600741169829e-07	0.333816791263108	5.78305667772838e-05	0.351034321397587	7.89193999954684e-06	0.369925265228803	7.60025431798316e-05	456	194
GGCT	down	-0.700101869190499	0.126942509008897	6.27030909869291e-07	-0.58244576010352	1.20654566331257e-05	-0.421402197382082	0.007405363694816	-0.728715935616488	2.49973609200982e-06	457	7959
RCAN3	up	0.487583632072643	0.0884275337322621	6.29856343415073e-07	0.33090188929981	0.0005355913283424	0.543977556719438	3.60125416350573e-07	0.434806237515959	0.0005056512484901	458	195
UNK	up	0.398195856404042	0.0723750830394528	6.71719921841105e-07	0.310304903904565	0.0006498246280998	0.363962509675577	8.06312501248479e-06	0.401798379217228	1.41718782165179e-05	460	197
SATB2-AS1	down	-0.580034113859842	0.105590322572054	7.03692618633693e-07	-0.382373613238713	0.0008725422561793	-0.563519580155379	0.0001191175832643	-1.14599642315705	8.878030532954991e-10	461	7958
CS	down	-0.512753779703692	0.0933645405844981	7.05817270480657e-07	-0.375977471414177	0.0003623657537226	-0.430323215967113	0.0002697383339704	-0.503185885452694	1.47686987650442e-06	463	7956
ABRACL	down	-0.744651203112759	0.135731803348076	7.27633758230781e-07	-0.687843370665639	2.3160275981593e-05	-0.855820109104892	3.14067218876168e-06	-0.397614934117049	0.0126104972066757	464	7955
MFN2	down	-0.381658973978574	0.0696114295000049	7.40543731455656e-07	-0.292368732515138	0.000150947870649	-0.396358556425738	8.42215605034724e-06	-0.394831072264542	1.75591252976615e-05	465	7954
DSTN	down	-0.447666125328769	0.0816808691404911	7.47495711889807e-07	-0.34596032566809	0.0003728247204274	-0.406472433378588	1.65849724537148e-05	-0.429064467730377	1.41918096820959e-05	466	7953
SPINT2	down	-0.397974983428039	0.0727638159937259	7.94887461117583e-07	-0.365113741713041	3.89102474002145e-05	-0.383494618417229	8.37239279949387e-06	-0.327886108688484	0.0002847247371071	467	7952
BEX3	down	-0.602216193541354	0.110246714225059	8.24965268838043e-07	-0.422988489645769	0.0012191706995272	-0.489500666897235	9.80136138704069e-05	-0.9111189570143	9.58882759860558e-08	468	7951
LARP1	up	0.24584835971418	0.045028691619741	8.35472641577888e-07	0.174035393064899	0.0027197362392829	0.277751360519082	3.98315427963131e-07	0.244104524803238	0.0001232585621621	469	198
HINT3	down	-0.722927290894359	0.132443282807934	8.40408845249688e-07	-0.530967285173961	3.77950628525081e-05	-0.6336559168516	2.82833000694316e-05	-0.599122606678243	0.0005093731997489	470	7950
GNG10	down	-0.86858251185055	0.159149763958185	8.42168933349817e-07	-0.567694410285707	0.0003565313730063	-0.778766251842948	3.12690956920658e-05	-0.887088891426702	8.13750174044614e-06	471	7949
RNF103	down	-0.925382364863788	0.169653442491326	8.55164346919934e-07	-0.556202401358318	0.0013391027294006	-0.91026345782491	5.45683644104233e-06	-0.807484716680826	0.0001087537792339	472	7948
C17orf58	down	-0.854185011076519	0.156878271339826	9.00960085151575e-07	-0.506380041478975	0.0026168539374226	-0.869725611799773	9.50500602447946e-07	-0.821130633376602	0.0002504725833979	473	7947
CMC2	down	-0.383202779075393	0.0704610438376844	9.31875182652627e-07	-0.349404838110002	1.53777613087769e-06	-0.402002339059262	0.000125882925379	-0.308254566154313	0.0010710266869979	474	7946
YWHAE	down	-0.471461366730378	0.086704582425833	9.34860485922735e-07	-0.362309889808494	0.0002266134223194	-0.339832181906862	0.0025824198243091	-0.508724596058677	4.68153502519719e-07	475	7945
TMTC2	up	0.406393283236379	0.0748847391480087	9.90245201603471e-07	0.408980264920962	0.0002757426709827	0.27011263344906	0.0004461306818994	0.717773873237863	7.3916874148732e-09	476	199
SETD5	up	0.26170053521233	0.048275934347598	1.02183864633669e-06	0.248769903165517	2.12836866139064e-05	0.23408242094846	4.2826585602783e-05	0.290742627570879	3.05976169537988e-05	477	200
BSPRY	up	0.350461926754214	0.0646997767233607	1.04388118839045e-06	0.313439981809899	4.78565875838294e-05	0.331181480932371	9.63138268019275e-06	0.314280325297301	0.0002173161833318	478	201
MRPS33	down	-0.491117474209198	0.0906919135927379	1.05054320606757e-06	-0.392672420765402	0.0001416245729471	-0.271097605009166	0.0140015091660421	-0.632857338954671	5.96766085436684e-08	479	7944
CRTC3	up	0.405964236770705	0.0749996331586479	1.06218792391264e-06	0.374062288552324	7.00911809139043e-07	0.293991602414303	0.0079739371200659	0.406725176380212	0.0001579294229863	480	202
TNFRSF10A	up	0.57704294780156	0.106620775903993	1.06459001315421e-06	0.454356145822463	1.88118830368331e-05	0.516187912825448	5.1388556034733e-05	0.49515557441198	0.0002940260890505	481	203
UNG	down	-0.58180843459381	0.107549750789921	1.0769463748231e-06	-0.416749682882023	0.0001459254231015	-0.525947808729664	9.96698266654272e-05	-0.615352394419388	4.20091799480105e-06	482	7943
CTNND1	down	-0.382164420501201	0.0706565801359146	1.08018367458668e-06	-0.277084647551176	0.0018760598080496	-0.419269576019141	1.0004861167312e-05	-0.344542761211777	1.24863011494725e-05	483	7942
PTPN14	up	0.498404165036336	0.0921670895156268	1.08485640662624e-06	0.499123010745845	4.46746406013577e-07	0.30077579490896	0.0128241267924918	0.42380847669625	0.0009986693662959	484	204
PPIF	down	-0.515644055645023	0.0953912952818322	1.09506479698789e-06	-0.398280514994324	7.62432242421562e-05	-0.444763255553929	0.0001275924762393	-0.510743572840828	1.01981032016862e-05	485	7941
BANF1	down	-0.54981430234817	0.101719869367527	1.09516898271847e-06	-0.48547881040822	5.46175509474889e-06	-0.439420803518052	0.0002396968412992	-0.457488027201007	0.0004524312646627	486	7940
RANGAP1	up	0.576265256696589	0.106641645791969	1.09953491297723e-06	0.33979889801228	0.0029325198091026	0.508460439032464	0.0014834837274124	0.68057344140225	5.21403292292758e-08	487	205
PATJ	up	0.315457517079061	0.0583815412865002	1.09953491297723e-06	0.269165692221135	0.0002338914957575	0.307966197231953	2.02766437279626e-06	0.295271981039105	0.0004168392223175	488	206
YWHAB	down	-0.463364711112712	0.0857548483436836	1.09953491297723e-06	-0.328725061446021	0.0006114307020949	-0.448723356342008	5.05345291218484e-05	-0.458739690043618	4.13755824912876e-06	489	7939
PML	up	0.499808982238499	0.092528784322169	1.10777490355574e-06	0.312129653294763	0.0037529971696673	0.490074342922713	1.92364089452722e-06	0.531485322312684	2.92593327614062e-05	490	207
KLHL18	up	0.434832076291128	0.0806266106564748	1.1591426163484e-06	0.353450876110864	1.16522898767361e-05	0.449245299050749	5.47625401143723e-05	0.56037978605694	1.388060587444e-05	491	208
MDH1	down	-0.593727014025998	0.110164866623772	1.1809717556301e-06	-0.476442162911258	2.19571779385141e-05	-0.444980043687754	0.000853239200361	-0.60277882967327	1.00227518037288e-05	492	7938
TMEM30B	down	-1.09697300634616	0.203840686810014	1.23163161616125e-06	-0.728048881912982	0.0004588506512532	-1.05339140039561	9.69168313547097e-06	-1.22121243985874	1.47851800739174e-05	493	7937
NFAT5	up	0.439670099436076	0.0817130184611525	1.2350237064348e-06	0.340743975370544	7.04791420841401e-05	0.381870821246327	0.0004019997143675	0.515895310171125	1.52301268326177e-06	494	209
STARD3	up	0.53283506244551	0.099090109037109	1.25439855162803e-06	0.344631378826183	0.0009036142626717	0.421033607930467	0.0040607804136846	0.674267784468671	4.60692143170822e-08	495	210
FUCA1	down	-0.637125462994898	0.118487987511767	1.25439855162803e-06	-0.380649005323088	0.0043751284350149	-0.659535277900782	7.17958563378751e-07	-0.443574906516482	0.0032565378282917	496	7936
HDAC4	up	0.442328598700633	0.0823512004872863	1.29343006109864e-06	0.339371109618538	0.0002714123951772	0.368225862833597	0.0003107273674821	0.472399907977438	1.89271315861369e-06	497	211
ADIPOR1	down	-0.554376194664541	0.103249579287289	1.30496585864896e-06	-0.405450883714456	0.0001633584824655	-0.454415135816724	0.0009369152720634	-0.542117105416441	2.67630138339747e-06	498	7935
PCSK6	up	0.437733464960692	0.0815681701581469	1.32278633369975e-06	0.374760128620321	2.44233126645042e-06	0.41988973581589	0.0002203093552927	0.403278190539233	0.0011102033908993	499	212
CA7	down	-2.30170980041837	0.429161231372985	1.34374437700881e-06	-1.32863340281935	0.0010353013125066	-1.91173561078662	0.0001528106050803	-2.08939573339653	0.0003435883979505	500	7934
PUS7	up	0.497612777368178	0.0927927434541086	1.34589294094344e-06	0.273757530802764	0.019556765220955	0.79542720047023	4.34553456950797e-07	0.412176358184111	6.10367297548851e-05	501	213
PTPRG	up	0.303405207265777	0.056583944607339	1.34759970578639e-06	0.148082963615393	0.0149454179325206	0.375189779870344	5.23785998668098e-06	0.42617905737742	3.29620243107253e-08	502	214
LRP5L	up	0.632101963094172	0.118241174261356	1.47068797493515e-06	0.391108814252067	0.0027743377627553	0.533328620768426	0.0002217752595928	0.772588795777282	2.86391151170911e-07	503	215
ACTB	down	-0.467988963781049	0.0876087822877091	1.49811055743922e-06	-0.452718333696835	1.12088407011601e-05	-0.582056766499397	3.56023205572154e-06	-0.279847703226148	0.0059567936401671	505	7932
TTC22	down	-0.5277080150251	0.0990427952335093	1.61261533148043e-06	-0.348800390528436	0.0009337009680279	-0.553352273895481	2.9808755328542e-06	-0.540079807591454	5.18677632349585e-05	506	7931
RTRAF	down	-0.556765693814004	0.104514636125513	1.61765415319124e-06	-0.460706715830354	8.84056519723231e-06	-0.422687391722603	0.0013015861483591	-0.553223623015159	3.60657988364155e-05	507	7930
CHCHD2	down	-0.44334629966679	0.0832448076463316	1.62643662668467e-06	-0.395789966688716	1.03498595548368e-05	-0.391307862949124	0.0001635412967265	-0.376204407497006	0.0002091014315166	508	7929
ACADM	down	-0.477209180121831	0.0896453861941349	1.64584956013561e-06	-0.294000129778721	0.0034226286342464	-0.439524941030416	6.71251409348761e-05	-0.598868607698182	3.5162905764885e-07	509	7928
CDC42	down	-0.565196949088521	0.106238497700632	1.67198299105161e-06	-0.438113731769555	6.88260557970555e-05	-0.519580794912837	3.50364985846063e-05	-0.466809594547329	0.0002442954688202	510	7927
S100A11	up	0.543729646124501	0.102233034094065	1.6829387745033e-06	0.313743235986664	0.0073130842684154	0.500199115759439	3.7819882361764e-05	0.696627119321015	4.41640087547809e-07	511	216
ALS2CL	up	0.657434405966271	0.123637387272951	1.68975732618152e-06	0.426788946761454	0.0006926305813062	0.656784560058451	3.21743386105589e-05	0.665458935379742	7.74836097480955e-06	512	217
NDE1	up	0.50839472972128	0.0956715820761598	1.71903183671612e-06	0.300540325331989	0.0081590736407882	0.491419351397338	1.08679961218877e-05	0.479973436079364	1.74823450124104e-05	513	218
ERN1	up	0.383819519969749	0.0722379037770758	1.72217227603274e-06	0.329554444446555	6.99521307256944e-06	0.381790676072349	3.36545114571915e-05	0.35351570529179	0.0038043091531467	514	219
SDHC	down	-0.367154905831376	0.0691067182661559	1.72262544672701e-06	-0.317085028384789	8.0725896345335e-06	-0.317400468447707	0.0011949567608126	-0.396615117336406	1.45341069583971e-05	515	7926
CREB3L2	up	0.446979483956678	0.0841463689537723	1.72818238251266e-06	0.356252695747371	0.0001402102771938	0.297137554065501	0.0038758854045014	0.586901986656972	1.97858547949225e-07	516	220
NDUFC1	down	-0.442654231686858	0.0833484384684953	1.73471511132551e-06	-0.3411617790352	6.90755061041326e-05	-0.47522080760747	9.45480704450663e-06	-0.423035969019084	0.0002297927598436	517	7925
WTAP	down	-0.511327215075336	0.0962963057109311	1.74043601720391e-06	-0.42385241517719	8.54957856240013e-05	-0.254891347798136	0.0293082919826081	-0.620775491623565	2.15504511680287e-07	518	7924
CYP2J2	down	-0.582027695970141	0.109639457233833	1.75023961158024e-06	-0.37141636627861	0.0020891082513407	-0.493164474491297	0.0002258785799645	-0.585443021618401	2.24834401452156e-06	519	7923
PDE3A	down	-0.456045458296179	0.0860359204229619	1.82438709429549e-06	-0.212429391853158	0.0186871467470116	-0.43709717801183	0.007589511553057	-0.949572465724121	4.31654711974261e-13	520	7922
SLC12A2	up	0.623121093830342	0.117578672569996	1.83119040882353e-06	0.540467545441478	5.69964737888584e-05	0.476773360947777	0.0001889464960329	0.536908940379121	9.23959750171925e-05	521	221
MAT2B	down	-0.892837689231757	0.168647084776596	1.87626631218143e-06	-0.577104437635313	0.0013153883970772	-0.698539625002273	0.0006507709425034	-1.03398716547604	1.25394579686411e-06	524	7919
CDK2AP2	down	-0.552920291819919	0.104451458940662	1.87840350925056e-06	-0.452633433667608	1.21041904325159e-05	-0.473749027525027	0.0001806364117482	-0.458807702739444	0.000605363422655	525	7918
H1-0	down	-0.537597167053025	0.101729430160442	1.96920242250199e-06	-0.385792285222073	0.0002892443958368	-0.551162409075293	5.91214048095701e-06	-0.458228390924592	0.0004122330883515	526	7917
PFN2	down	-0.589431015643913	0.111547725598112	1.97044818551689e-06	-0.471324046564803	1.3896635797872e-05	-0.42247446690329	0.0041590614736898	-0.612128774594615	1.32031925191844e-05	527	7916
LAMB1	up	0.450472652666622	0.085448760905162	2.102876732118e-06	0.34619269280724	0.0002876977151042	0.379630169126908	0.0006418702112362	0.445149678690325	3.5604760761017e-06	528	222
TMEM126B	down	-0.572871910252067	0.108797534455238	2.17287502477332e-06	-0.472272425697662	3.85648770311331e-05	-0.451502515171142	0.0001891442277528	-0.516729684551278	0.000112174393051	529	7915
HSD17B2	down	-0.864315204241918	0.164479009412567	2.29772358481205e-06	-0.53889462748418	0.0014095622321906	-0.744767460670865	0.0005268230228531	-0.942034049478482	1.42949983861218e-06	530	7914
DYNLT1	down	-0.457671280986845	0.087363633052063	2.50372823150318e-06	-0.345484275162124	0.0013314779432921	-0.442414783229369	4.91021339299458e-06	-0.373105678643992	0.000451889139164	531	7913
GABRB1	up	0.718680176245511	0.137233615206811	2.52327094289066e-06	0.481407986400172	0.0007514671346978	0.824702716271617	0.0001639253972925	1.05437871477649	4.82553574769495e-08	532	223
C5orf15	down	-0.602195149947594	0.115055268472473	2.55903919758162e-06	-0.364967973326976	0.002520976791024	-0.475605693662729	0.0035280999648365	-0.685648660889475	2.69939210761905e-07	533	7912
TSPYL1	down	-0.648706991908128	0.123965876153096	2.56562846606825e-06	-0.482172162130556	0.0001281055616854	-0.467737476041336	0.0015689386742259	-0.639456975019575	8.19323655631976e-06	534	7911
ALDH9A1	down	-0.715726334635681	0.136846028664077	2.59283510686013e-06	-0.426561420753511	0.0042429334992525	-0.547132455351951	0.0011144361932798	-0.808500020521677	6.59157792348708e-07	537	7909
HIGD1A	down	-1.06184137181998	0.203119192444207	2.62298445420479e-06	-0.611610229447069	0.002390159865701	-0.934731799155499	2.27287876114479e-05	-0.835982273474043	0.0007938754977288	538	7908
USP40	up	0.289953929885663	0.0554699241985969	2.62326389995099e-06	0.269152390358649	1.87861770415853e-06	0.273037578777236	0.0006390248212734	0.277770777681331	0.0022913407398186	539	225
MAPKBP1	up	0.599783980930219	0.114747923941613	2.62326389995099e-06	0.475176917220304	2.53725738987695e-05	0.468059630174364	0.0006056124125718	0.556559261372958	8.11145369429384e-05	540	226
API5	down	-0.477338838204566	0.0913297715599491	2.62449117914136e-06	-0.226918542511779	0.0236921193521007	-0.438097916945445	0.0002399389009818	-0.672461828953271	2.19818933056004e-08	541	7907
ALDH3B1	up	0.553274105848304	0.105952586527402	2.68614265730363e-06	0.486014501569926	3.32763277137846e-06	0.427538161818295	0.0046754011222086	0.401291997660446	0.0039602035303007	542	227
C6orf132	up	0.373601884797106	0.0716387978444839	2.77405651305879e-06	0.26486620695285	0.0004787118215628	0.253926628829221	0.0146732885732115	0.634618933492057	3.1687186887397e-09	544	228
SBDS	down	-0.588390980783337	0.11282850568198	2.77405651305879e-06	-0.429665225260919	0.0007507571167748	-0.504104086283735	1.51736296696292e-05	-0.486555349924779	0.0004362328527711	545	7905
FBXO16	up	0.59796180826658	0.114716233822972	2.80481320775203e-06	0.447466661117455	0.0004559677539933	0.493288367945072	2.46944103588638e-05	0.579491589407679	0.0001504495458968	546	229
RALGDS	up	0.516795700204299	0.0991529589972013	2.80609836478479e-06	0.33428770323712	0.0013708500538053	0.533983288605456	4.81606683122188e-05	0.536868902746258	5.30513714340371e-06	547	230
FGGY	up	0.456479288342798	0.0876331409596027	2.84856845390431e-06	0.219849554103006	0.0253324372225281	0.768418164231679	9.30735905012339e-10	0.280843135291494	0.0214253490986924	548	231
ACSS2	down	-0.32103746901606	0.0616546676305617	2.87347189880426e-06	-0.14611477739423	0.0151926657026836	-0.650000602899295	7.11671526154589e-08	-0.533990557041028	2.5143965798335402e-09	549	7904
NPAS2	up	0.489385184853529	0.0940269282314619	2.90387091410845e-06	0.206327504584294	0.03402589713021	0.618582339549754	6.529908355482e-07	0.696775227619683	4.40572265036832e-07	550	232
ACTG1	down	-0.514894675544123	0.0989804883778709	2.94187651983698e-06	-0.407703051239712	9.31563201594932e-05	-0.384801973214268	0.0021810523409563	-0.508413149552327	6.99916223678709e-06	551	7903
SOWAHC	down	-0.56074601726972	0.107814413008735	2.95162047914675e-06	-0.37436056938894	0.0004461598106119	-0.753680883768586	6.06039024741989e-07	-0.567343408166521	0.000522472482146	552	7902
NORAD	down	-0.716149279661524	0.137789959548146	3.00441442694014e-06	-0.46998917756166	0.0007643993557432	-0.594175296621241	0.0001617867106964	-0.722354968712865	1.15201303221291e-05	553	7901
