specimen_id	donor_id	route	cell_type	n_cells	epithelial_positive_fraction	immune_positive_fraction	stromal_positive_fraction	endothelial_positive_fraction	any_nonepithelial_positive_fraction	INPP5D_positive_fraction	INPP5D_mean_raw_count	TIMP1_positive_fraction	TIMP1_mean_raw_count	S100P_positive_fraction	S100P_mean_raw_count	LCN2_positive_fraction	LCN2_mean_raw_count
HTA11_5363_2000002021	HTA11_5363	normal	ABS	287	0.996515679442509	0.0139372822299652	0	0.0662020905923345	0.0801393728222996	0.0139372822299652	0.0174216027874564	0.0104529616724739	0.0104529616724739	0.101045296167247	0.198606271777003	0.0592334494773519	0.0627177700348432
HTA11_5363_2000002021	HTA11_5363	normal	GOB	21	1	0.0476190476190476	0	0.0476190476190476	0.0952380952380952	0.0476190476190476	0.0476190476190476	0	0	0.19047619047619	0.428571428571429	0	0
HTA11_5363_2000002021	HTA11_5363	normal	TAC	12	1	0	0	0.25	0.25	0.0833333333333333	0.0833333333333333	0	0	0	0	0.0833333333333333	0.25
HTA11_546_2000001011	HTA11_546	conventional_adenoma	ABS	523	0.986615678776291	0.0420650095602294	0.0152963671128107	0.0554493307839388	0.110898661567878	0.0879541108986616	0.11472275334608	0.0650095602294455	0.0745697896749522	0.292543021032505	0.586998087954111	0.493307839388145	1.24282982791587
HTA11_546_2000001011	HTA11_546	conventional_adenoma	GOB	181	0.977900552486188	0.0607734806629834	0.0220994475138122	0.0441988950276243	0.121546961325967	0.265193370165746	0.447513812154696	0.149171270718232	0.193370165745856	0.602209944751381	1.86740331491713	0.220994475138122	0.685082872928177
HTA11_546_2000001011	HTA11_546	conventional_adenoma	TAC	97	0.979381443298969	0.0309278350515464	0.0515463917525773	0.0618556701030928	0.134020618556701	0.216494845360825	0.402061855670103	0.123711340206186	0.237113402061856	0.515463917525773	1.72164948453608	0.628865979381443	2.37113402061856
HTA11_546_2000002011	HTA11_546	normal	ABS	488	1	0.125	0.0225409836065574	0.0942622950819672	0.211065573770492	0.202868852459016	0.266393442622951	0.0430327868852459	0.0450819672131148	0.0717213114754098	0.0901639344262295	0.299180327868852	0.510245901639344
HTA11_546_2000002011	HTA11_546	normal	GOB	110	1	0.172727272727273	0.0454545454545455	0.0272727272727273	0.227272727272727	0.145454545454545	0.2	0.0363636363636364	0.0363636363636364	0.290909090909091	0.672727272727273	0.0818181818181818	0.1
HTA11_546_2000002011	HTA11_546	normal	TAC	59	1	0.11864406779661	0.0338983050847458	0.0508474576271186	0.169491525423729	0.406779661016949	0.457627118644068	0.0338983050847458	0.0338983050847458	0.0338983050847458	0.0338983050847458	0.406779661016949	0.694915254237288
HTA11_546_2000002021	HTA11_546	normal	ABS	313	1	0.0383386581469649	0.0319488817891374	0.143769968051118	0.210862619808307	0.0479233226837061	0.0479233226837061	0.0223642172523962	0.0223642172523962	0.153354632587859	0.236421725239617	0.198083067092652	0.255591054313099
HTA11_546_2000002021	HTA11_546	normal	GOB	269	1	0.0446096654275093	0.033457249070632	0.118959107806691	0.193308550185874	0.0483271375464684	0.0631970260223048	0.0594795539033457	0.0743494423791822	0.282527881040892	0.881040892193309	0.0594795539033457	0.0669144981412639
HTA11_546_2000002021	HTA11_546	normal	TAC	113	1	0.0619469026548673	0.0265486725663717	0.212389380530973	0.274336283185841	0.0353982300884956	0.0442477876106195	0.0265486725663717	0.0265486725663717	0.0619469026548673	0.0707964601769911	0.194690265486726	0.274336283185841
