gene	arm	logFC	adj.P.Val	direction_stability	bootstrap_ci_low	bootstrap_ci_high	GeneID	type_of_gene	Nomenclature_status	ncbi_current_symbol	annotation_method	GSE117606	GSE40362	GSE41657	GSE50114	GSE72820	GSE8671	n_platforms_present	all_six_platforms_present	protein_coding	objective_selection_eligible	eligibility_rule
SIPA1	up	0.105811695617372	0.0100066674040205	1.0	0.0533182147890329	0.16091716401279	6494	protein-coding	O	SIPA1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NKD1	up	0.472105951057251	0.0100306109355299	1.0	0.187322849780321	0.790768727660179	85407	protein-coding	O	NKD1	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
TPT1	down	-0.465405881648522	0.0100306109355299	1.0	-0.663452741503715	-0.237246730178595	7178	protein-coding	O	TPT1	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
FABP5	down	-0.205009072524875	0.0100996165506086	1.0	-0.292522779852152	-0.130998445674777	2171	protein-coding	O	FABP5	current_ncbi_symbol	False	True	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PHGR1	down	-0.610829939150631	0.0101882399251614	1.0	-0.922657307982445	-0.328820613771677	644844	protein-coding	O	PHGR1	current_ncbi_symbol	False	False	False	False	True	True	2	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
FCGRT	down	-0.471304662035467	0.0101882399251614	1.0	-0.697387646138668	-0.286174912750721	2217	protein-coding	O	FCGRT	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
PDZD11	down	-0.162731922562656	0.0101882399251614	1.0	-0.220285879448056	-0.0922352578490973	51248	protein-coding	O	PDZD11	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SNX7-DT	down	-0.0775618854370735	0.010523475244873	1.0	-0.102025857008994	-0.0488141075707972	132192373	ncRNA	O	SNX7-DT	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MPC1	down	-0.307580579945986	0.010680232184054	0.999	-0.453175227344036	-0.130130655318499	51660	protein-coding	O	MPC1	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
DYNLL1	down	-0.30170869037461	0.010680232184054	0.997	-0.43804347962141	-0.120216562226415	8655	protein-coding	O	DYNLL1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFA6	down	-0.197266386609434	0.0107249561911673	0.997	-0.302202720940113	-0.0652003575116396	4700	protein-coding	O	NDUFA6	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
GRIN2B	up	0.679323450594681	0.0107457570136224	1.0	0.290636593848467	1.20218397080898	2904	protein-coding	O	GRIN2B	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
CHASERR	down	-0.183547417609835	0.0108909225107554	1.0	-0.260817835479975	-0.0956585453823209	100507217	ncRNA	O	CHASERR	current_ncbi_symbol	True	False	False	False	False	False	1	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC01411	up	0.383889894620134	0.0109528853386963	0.999	0.172009876742959	0.685003116726875	101928176	ncRNA	O	LINC01411	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MYL6	down	-0.487713996488689	0.0112179098930314	1.0	-0.732366454601288	-0.255606960505247	4637	protein-coding	O	MYL6	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
LGALS9B	down	-0.231336555616316	0.0112179098930314	1.0	-0.342561456561089	-0.129746513813734	284194	protein-coding	O	LGALS9B	current_ncbi_symbol	False	True	False	False	True	False	2	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
FOXD2	down	-0.200297345674407	0.0112179098930314	1.0	-0.288452432304621	-0.110984368436038	2306	protein-coding	O	FOXD2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MAD2L1BP	down	-0.121639764760689	0.0112179098930314	1.0	-0.182878176867962	-0.054315841011703	9587	protein-coding	O	MAD2L1BP	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
COL9A3	up	0.0813924575796317	0.0112179098930314	0.999	0.0339952669106424	0.12653236053884	1299	protein-coding	O	COL9A3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
HSBP1	down	-0.196168958830563	0.0112382939490476	0.998	-0.274692691117525	-0.0914406582713127	3281	protein-coding	O	HSBP1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MEX3A	up	0.141824650704077	0.0112382939490476	0.999	0.0531878459267318	0.231682413443923	92312	protein-coding	O	MEX3A	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC23A1	down	-0.105312108960282	0.0112382939490476	1.0	-0.146221502497792	-0.0615317796356976	9963	protein-coding	O	SLC23A1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC01315	up	0.102927428864062	0.0112382939490476	1.0	0.0461529949679971	0.1637949898839	102723775	ncRNA	O	LINC01315	current_ncbi_symbol	True	False	False	False	False	False	1	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC02563	up	0.056945388445576	0.0112382939490476	0.999	0.0205344774760306	0.0904537007212639	105827617	ncRNA	O	LINC02563	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NOL4L	down	-0.190946992906896	0.0113285019660617	1.0	-0.28252173140645	-0.104110624454916	140688	protein-coding	O	NOL4L	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LRRC2	up	0.140835459813669	0.0113285019660617	0.999	0.0657871278002858	0.227997003868222	79442	protein-coding	O	LRRC2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PATZ1	up	0.121805329934169	0.0119516366640505	0.999	0.0519470023922622	0.20021695420146	23598	protein-coding	O	PATZ1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC9A3-OT1	down	-0.500704657145185	0.0120594600505722	1.0	-0.711894431710243	-0.332821907103062	25845	ncRNA	O	SLC9A3-OT1	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ATP5F1B	down	-0.317157746234761	0.0120594600505722	0.998	-0.468800230324268	-0.129246579483152	506	protein-coding	O	ATP5F1B	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
WDR1	down	-0.242395200012402	0.0120594600505722	0.997	-0.37165512740612	-0.0946008017286659	9948	protein-coding	O	WDR1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MRPL34	down	-0.177355180985922	0.0120594600505722	1.0	-0.24492624476552	-0.102225844189525	64981	protein-coding	O	MRPL34	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
EPCAM	down	-0.368589331960588	0.0127082073841096	1.0	-0.571092580258846	-0.155084647238255	4072	protein-coding	O	EPCAM	current_ncbi_symbol	True	False	True	True	True	True	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
UGDH	down	-0.308449220274854	0.0127082073841096	1.0	-0.458667778968811	-0.145139953866601	7358	protein-coding	O	UGDH	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CITED2	down	-0.184989161633629	0.0129533012100081	1.0	-0.273015803098679	-0.0836847404018045	10370	protein-coding	O	CITED2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC02441	down	-0.0946893772538293	0.0130755833326575	1.0	-0.132504810392857	-0.0609707143157721	105370070	ncRNA	O	LINC02441	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
COX6A1	down	-0.409398227727456	0.0131396020549204	1.0	-0.630893069505692	-0.180965862050653	1337	protein-coding	O	COX6A1	current_ncbi_symbol	False	True	True	True	True	True	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFC1	down	-0.214212915359339	0.0131887561411282	0.999	-0.323447927832603	-0.0740275898948312	4717	protein-coding	O	NDUFC1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
FH	down	-0.213688625303189	0.0134087417238757	1.0	-0.304373771697283	-0.112223070673645	2271	protein-coding	O	FH	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SF3B6	down	-0.166731679902778	0.0134087417238757	1.0	-0.25135375186801	-0.0681504299864173	51639	protein-coding	O	SF3B6	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ZNF579	up	0.0997494673855451	0.0134087417238757	1.0	0.0453227432444692	0.162157540395856	163033	protein-coding	O	ZNF579	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SPOCD1	up	0.0714053225573244	0.0134267366618294	1.0	0.0265318648424	0.123906984180212	90853	protein-coding	O	SPOCD1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
GNA11	down	-0.324672589047709	0.0139454340255868	1.0	-0.473273614048958	-0.205886247009039	2767	protein-coding	O	GNA11	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
COX7C	down	-0.323546050047565	0.0139454340255868	1.0	-0.475978926569223	-0.169786041975021	1350	protein-coding	O	COX7C	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
DBI	down	-0.306514483811857	0.0142643273080471	0.998	-0.462213817238808	-0.115630631521344	1622	protein-coding	O	DBI	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ISCA2	down	-0.100762593909225	0.0145195543343236	0.997	-0.148846800252795	-0.0395089766010642	122961	protein-coding	O	ISCA2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TTC39C	up	0.180984849949768	0.0152761768284806	0.999	0.0782729186117649	0.294276659190655	125488	protein-coding	O	TTC39C	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
BMP3	down	-0.215616030782931	0.0153813716673381	0.999	-0.327490418404341	-0.0916700638830662	651	protein-coding	O	BMP3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PROX1	up	0.149139324666518	0.0154667083513862	1.0	0.0753263624384999	0.246049549430609	5629	protein-coding	O	PROX1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFB6	down	-0.177369097286067	0.0155656870260642	0.999	-0.252594736218452	-0.0776167234405875	4712	protein-coding	O	NDUFB6	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
KLF4	down	-0.325043069269173	0.0156341493062258	0.999	-0.503188039362431	-0.127436310425401	9314	protein-coding	O	KLF4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CDKN2B	down	-0.204101860731833	0.015660903115852	0.999	-0.314708139747381	-0.084482585079968	1030	protein-coding	O	CDKN2B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LCN15	up	0.195635916170669	0.0164156675663938	0.999	0.0588444786146283	0.336434181034565	389812	protein-coding	O	LCN15	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CDKN2C	down	-0.0984032119077521	0.01659941516299	1.0	-0.133802018687129	-0.0561943399719894	1031	protein-coding	O	CDKN2C	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
HINT1	down	-0.295459933313306	0.0168395549553562	1.0	-0.42904237806797	-0.145221213623881	3094	protein-coding	O	HINT1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
KLF10	down	-0.169524354225053	0.0169339022686532	1.0	-0.243812470883131	-0.0961913609877229	7071	protein-coding	O	KLF10	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
UGT2A3	down	-0.356569441969631	0.0171598890633625	1.0	-0.513337080180645	-0.176314887776971	79799	protein-coding	O	UGT2A3	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
DGUOK	down	-0.100668080644337	0.0176866690363917	0.999	-0.148377235978842	-0.0342522170394659	1716	protein-coding	O	DGUOK	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ARF6	down	-0.218583496919862	0.0178786249300043	0.996	-0.336696629226208	-0.071779358945787	382	protein-coding	O	ARF6	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ABRACL	down	-0.207397041855375	0.0178786249300043	0.999	-0.311096497625113	-0.0910885764285923	58527	protein-coding	O	ABRACL	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PRDX6	down	-0.390636821901307	0.0181857024502811	0.994	-0.62816174775362	-0.129642568528652	9588	protein-coding	O	PRDX6	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
SPMIP2	down	-0.132828173403578	0.0182018200935018	1.0	-0.190052128210664	-0.0797205965965986	152940	protein-coding	O	SPMIP2	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CA7	down	-0.204047579957021	0.0183123161495886	0.999	-0.311820344626904	-0.090293781273067	766	protein-coding	O	CA7	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC25A51	down	-0.0780303662287217	0.0183123161495886	1.0	-0.116184543445706	-0.0407913717441261	92014	protein-coding	O	SLC25A51	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TP53INP2	down	-0.269600562239076	0.018478545701612	1.0	-0.388853829354048	-0.164466109871864	58476	protein-coding	O	TP53INP2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
HUNK	up	0.176244296023615	0.0185281863262587	1.0	0.0756154365837574	0.291641309857368	30811	protein-coding	O	HUNK	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
COL4A5	up	0.155177400631915	0.0185561459000948	1.0	0.0556012632325292	0.272587664425373	1287	protein-coding	O	COL4A5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
BEX4	down	-0.153985486221829	0.0186890852726748	1.0	-0.210222001373768	-0.0927990598604083	56271	protein-coding	O	BEX4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NXPE4	down	-0.290711591757953	0.0191374324181907	1.0	-0.421705928444862	-0.141744783520699	54827	protein-coding	O	NXPE4	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PLEKHG4	up	0.119696362762672	0.0191971996550416	1.0	0.0424906739033759	0.208403654769063	25894	protein-coding	O	PLEKHG4	current_ncbi_symbol	True	True	False	False	True	False	3	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
KCNG1	down	-0.116405594766411	0.0191971996550416	1.0	-0.164285860583186	-0.0750266378745437	3755	protein-coding	O	KCNG1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
FKBP1A	down	-0.338480792416692	0.0193056343181208	0.995	-0.508745853602886	-0.116003157943487	2280	protein-coding	O	FKBP1A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MGAT4B	down	-0.243213302492226	0.0193056343181208	1.0	-0.394750141352415	-0.11647389922291	11282	protein-coding	O	MGAT4B	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SPINT2	down	-0.239673799248013	0.0193056343181208	0.998	-0.371051868796349	-0.084871324338019	10653	protein-coding	O	SPINT2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
DEFB1	down	-0.211322782679587	0.0193056343181208	1.0	-0.308190298825502	-0.134825913235545	1672	protein-coding	O	DEFB1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
DNAI3	down	-0.160812597413708	0.0193056343181208	1.0	-0.246626606583595	-0.0884954608976841	126820	protein-coding	O	DNAI3	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LRRC32	up	0.084802952467244	0.0193056343181208	0.999	0.0426510473713279	0.133949091657996	2615	protein-coding	O	LRRC32	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LINC00507	down	-0.0635039272399443	0.0193056343181208	1.0	-0.0868857845664024	-0.0417372274212539	100862680	ncRNA	O	LINC00507	current_ncbi_symbol	True	False	False	False	True	False	2	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
LNC-LBCS	up	0.165960223900838	0.0202592642446415	1.0	0.0779124202206731	0.261255936324596	100506885	ncRNA	O	LNC-LBCS	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
WSCD1	down	-0.119198655352863	0.0203859695048141	1.0	-0.184245555475354	-0.0605521567165852	23302	protein-coding	O	WSCD1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TRIM22	up	0.140152580771482	0.0208139197258429	1.0	0.0448406477458775	0.252589897066355	10346	protein-coding	O	TRIM22	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PCK2	down	-0.200211793133018	0.0214694003606944	1.0	-0.322620668262243	-0.0865793341770768	5106	protein-coding	O	PCK2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CIB2	down	-0.105093348883989	0.0216953138795063	1.0	-0.154904310777783	-0.056498218793422	10518	protein-coding	O	CIB2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PTP4A3	up	0.215475352310872	0.0223405963692991	1.0	0.0880817208439112	0.400522731244564	11156	protein-coding	O	PTP4A3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MIER3	down	-0.136774950706721	0.0223405963692991	1.0	-0.207484895735979	-0.0706148380413651	166968	protein-coding	O	MIER3	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC22A11	up	0.125400301035809	0.0223405963692991	0.999	0.0425962421111763	0.221741625294089	55867	protein-coding	O	SLC22A11	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC40A1	up	0.260540510169177	0.0223500701024892	1.0	0.0948762785643339	0.479203753173351	30061	protein-coding	O	SLC40A1	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
LEF1	up	0.0997400787349886	0.0223500701024892	0.997	0.0312022972851992	0.16984281167388	51176	protein-coding	O	LEF1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
GSTM4	down	-0.147733156795555	0.0224780578066899	1.0	-0.21082168482244	-0.0807932026684284	2948	protein-coding	O	GSTM4	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
GTF2A2	down	-0.137602105741458	0.0236235448202085	0.998	-0.221429175883532	-0.047632504068315	2958	protein-coding	O	GTF2A2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
MAP2K5-DT	down	-0.057128471060136	0.0238611393668829	1.0	-0.0817925151437521	-0.0306282470934093	118732298	ncRNA	O	MAP2K5-DT	current_ncbi_symbol	False	False	False	False	False	False	0	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NDUFB9	down	-0.277993631281895	0.0239988461103093	1.0	-0.435490930825472	-0.138452477380633	4715	protein-coding	O	NDUFB9	current_ncbi_symbol	True	False	True	True	True	False	4	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
FZD5	down	-0.251364837436867	0.0239988461103093	0.998	-0.394643060863018	-0.090770173817873	7855	protein-coding	O	FZD5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
GON7	down	-0.100613795793908	0.0239988461103093	1.0	-0.151763733848929	-0.0497210736386478	84520	protein-coding	O	GON7	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ATP5PO	down	-0.311495236587565	0.024692813657016	1.0	-0.470641699433327	-0.139176933467388	539	protein-coding	O	ATP5PO	current_ncbi_symbol	True	False	False	False	False	False	1	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
PPIC	down	-0.190100451419017	0.024961392117492	0.999	-0.293891544640064	-0.0856983851641417	5480	protein-coding	O	PPIC	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
DHRS2	up	0.112096399589519	0.0249618884714871	1.0	0.029724041884765	0.193100410699844	10202	protein-coding	O	DHRS2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
ACAA2	down	-0.338926259695005	0.0255796087977059	0.999	-0.512091557681561	-0.18734832778573	10449	protein-coding	O	ACAA2	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
ACOX1	down	-0.255126980335353	0.0257798690926623	1.0	-0.375295768678188	-0.167036019638181	51	protein-coding	O	ACOX1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
OLFM4	up	0.712487753636707	0.0270863468083567	0.999	0.263501511514187	1.29643965363502	10562	protein-coding	O	OLFM4	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
PGGHG	up	0.161713793831301	0.0270863468083567	1.0	0.0574495653621852	0.299648504704237	80162	protein-coding	O	PGGHG	current_ncbi_symbol	True	False	True	True	False	False	3	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
TMEM183A	down	-0.145783186092128	0.0270863468083567	0.999	-0.212298034876585	-0.0608182315714657	92703	protein-coding	O	TMEM183A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SPINK2	down	-0.0676623401626535	0.0270863468083567	1.0	-0.0965903172269464	-0.0410363704897463	6691	protein-coding	O	SPINK2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
SLC2A5	down	-0.0871088884475198	0.0274604982293309	0.999	-0.133645464107394	-0.0376832456327975	6518	protein-coding	O	SLC2A5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
URAD	down	-0.266604432066284	0.027513134710314	1.0	-0.396752818673849	-0.136975858733058	646625	protein-coding	O	URAD	current_ncbi_symbol	False	False	False	False	False	False	0	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
CALM2	down	-0.381164479585127	0.0279423409174807	0.997	-0.594087380170822	-0.115304603986442	805	protein-coding	O	CALM2	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
AQP8	down	-0.467817703549813	0.0282081905038916	1.0	-0.694364228844643	-0.28683115914464	343	protein-coding	O	AQP8	current_ncbi_symbol	True	True	True	True	True	True	6	True	True	True	287-core member; protein-coding; feature present on all five external platforms and FFPE
GNG5	down	-0.261904381316351	0.0282081905038916	0.997	-0.40014333575964	-0.100134477391839	2787	protein-coding	O	GNG5	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
RETSAT	down	-0.239716306122	0.0282081905038916	1.0	-0.384760297089815	-0.124455051496625	54884	protein-coding	O	RETSAT	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
NOB1	up	0.183363623653523	0.0282081905038916	1.0	0.0860528375953436	0.311042249202728	28987	protein-coding	O	NOB1	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
KAT2A	up	0.128292964419357	0.0282081905038916	0.996	0.0417326535098255	0.219283977523446	2648	protein-coding	O	KAT2A	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
COL4A2	down	-0.100579374497414	0.0282081905038916	1.0	-0.159768411889672	-0.0463255752809346	1284	protein-coding	O	COL4A2	current_ncbi_symbol	True	True	True	True	True	False	5	False	True	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
AATBC	up	0.0901180270075473	0.0282081905038916	1.0	0.0374278457835317	0.148415828123689	284837	ncRNA	O	AATBC	current_ncbi_symbol	True	False	True	True	False	False	3	False	False	False	287-core member; protein-coding; feature present on all five external platforms and FFPE
