gene	platform	feature_present	eligibility_information
LINC01411	GSE117606	False	feature availability only; labels not accessed
MYL6	GSE117606	True	feature availability only; labels not accessed
LGALS9B	GSE117606	False	feature availability only; labels not accessed
FOXD2	GSE117606	True	feature availability only; labels not accessed
MAD2L1BP	GSE117606	True	feature availability only; labels not accessed
COL9A3	GSE117606	True	feature availability only; labels not accessed
HSBP1	GSE117606	True	feature availability only; labels not accessed
MEX3A	GSE117606	True	feature availability only; labels not accessed
SLC23A1	GSE117606	True	feature availability only; labels not accessed
LINC01315	GSE117606	True	feature availability only; labels not accessed
LINC02563	GSE117606	False	feature availability only; labels not accessed
NOL4L	GSE117606	True	feature availability only; labels not accessed
LRRC2	GSE117606	True	feature availability only; labels not accessed
PATZ1	GSE117606	True	feature availability only; labels not accessed
SLC9A3-OT1	GSE117606	False	feature availability only; labels not accessed
ATP5F1B	GSE117606	True	feature availability only; labels not accessed
WDR1	GSE117606	True	feature availability only; labels not accessed
MRPL34	GSE117606	True	feature availability only; labels not accessed
EPCAM	GSE117606	True	feature availability only; labels not accessed
UGDH	GSE117606	True	feature availability only; labels not accessed
CITED2	GSE117606	True	feature availability only; labels not accessed
LINC02441	GSE117606	False	feature availability only; labels not accessed
COX6A1	GSE117606	False	feature availability only; labels not accessed
NDUFC1	GSE117606	True	feature availability only; labels not accessed
FH	GSE117606	True	feature availability only; labels not accessed
SF3B6	GSE117606	True	feature availability only; labels not accessed
ZNF579	GSE117606	True	feature availability only; labels not accessed
SPOCD1	GSE117606	True	feature availability only; labels not accessed
GNA11	GSE117606	True	feature availability only; labels not accessed
COX7C	GSE117606	True	feature availability only; labels not accessed
DBI	GSE117606	True	feature availability only; labels not accessed
ISCA2	GSE117606	True	feature availability only; labels not accessed
TTC39C	GSE117606	True	feature availability only; labels not accessed
BMP3	GSE117606	True	feature availability only; labels not accessed
PROX1	GSE117606	True	feature availability only; labels not accessed
NDUFB6	GSE117606	True	feature availability only; labels not accessed
KLF4	GSE117606	True	feature availability only; labels not accessed
CDKN2B	GSE117606	True	feature availability only; labels not accessed
LCN15	GSE117606	True	feature availability only; labels not accessed
CDKN2C	GSE117606	True	feature availability only; labels not accessed
HINT1	GSE117606	True	feature availability only; labels not accessed
KLF10	GSE117606	True	feature availability only; labels not accessed
UGT2A3	GSE117606	True	feature availability only; labels not accessed
DGUOK	GSE117606	True	feature availability only; labels not accessed
ARF6	GSE117606	True	feature availability only; labels not accessed
ABRACL	GSE117606	True	feature availability only; labels not accessed
PRDX6	GSE117606	True	feature availability only; labels not accessed
SPMIP2	GSE117606	True	feature availability only; labels not accessed
CA7	GSE117606	True	feature availability only; labels not accessed
SLC25A51	GSE117606	True	feature availability only; labels not accessed
TP53INP2	GSE117606	True	feature availability only; labels not accessed
HUNK	GSE117606	True	feature availability only; labels not accessed
COL4A5	GSE117606	True	feature availability only; labels not accessed
BEX4	GSE117606	True	feature availability only; labels not accessed
NXPE4	GSE117606	True	feature availability only; labels not accessed
PLEKHG4	GSE117606	True	feature availability only; labels not accessed
KCNG1	GSE117606	True	feature availability only; labels not accessed
FKBP1A	GSE117606	True	feature availability only; labels not accessed
MGAT4B	GSE117606	True	feature availability only; labels not accessed
SPINT2	GSE117606	True	feature availability only; labels not accessed
DEFB1	GSE117606	True	feature availability only; labels not accessed
DNAI3	GSE117606	True	feature availability only; labels not accessed
LRRC32	GSE117606	True	feature availability only; labels not accessed
LINC00507	GSE117606	True	feature availability only; labels not accessed
LNC-LBCS	GSE117606	False	feature availability only; labels not accessed
WSCD1	GSE117606	True	feature availability only; labels not accessed
TRIM22	GSE117606	True	feature availability only; labels not accessed
PCK2	GSE117606	True	feature availability only; labels not accessed
CIB2	GSE117606	True	feature availability only; labels not accessed
PTP4A3	GSE117606	True	feature availability only; labels not accessed
MIER3	GSE117606	True	feature availability only; labels not accessed
SLC22A11	GSE117606	True	feature availability only; labels not accessed
SLC40A1	GSE117606	True	feature availability only; labels not accessed
LEF1	GSE117606	True	feature availability only; labels not accessed
GSTM4	GSE117606	True	feature availability only; labels not accessed
GTF2A2	GSE117606	True	feature availability only; labels not accessed
MAP2K5-DT	GSE117606	False	feature availability only; labels not accessed
NDUFB9	GSE117606	True	feature availability only; labels not accessed
FZD5	GSE117606	True	feature availability only; labels not accessed
GON7	GSE117606	True	feature availability only; labels not accessed
ATP5PO	GSE117606	True	feature availability only; labels not accessed
PPIC	GSE117606	True	feature availability only; labels not accessed
DHRS2	GSE117606	True	feature availability only; labels not accessed
ACAA2	GSE117606	True	feature availability only; labels not accessed
ACOX1	GSE117606	True	feature availability only; labels not accessed
OLFM4	GSE117606	True	feature availability only; labels not accessed
PGGHG	GSE117606	True	feature availability only; labels not accessed
TMEM183A	GSE117606	True	feature availability only; labels not accessed
SPINK2	GSE117606	True	feature availability only; labels not accessed
SLC2A5	GSE117606	True	feature availability only; labels not accessed
URAD	GSE117606	False	feature availability only; labels not accessed
CALM2	GSE117606	True	feature availability only; labels not accessed
AQP8	GSE117606	True	feature availability only; labels not accessed
GNG5	GSE117606	True	feature availability only; labels not accessed
RETSAT	GSE117606	True	feature availability only; labels not accessed
NOB1	GSE117606	True	feature availability only; labels not accessed
KAT2A	GSE117606	True	feature availability only; labels not accessed
COL4A2	GSE117606	True	feature availability only; labels not accessed
AATBC	GSE117606	True	feature availability only; labels not accessed
MDS2	GSE117606	True	feature availability only; labels not accessed
B4GALT1-AS1	GSE117606	False	feature availability only; labels not accessed
LINC02100	GSE117606	False	feature availability only; labels not accessed
LRRC8D-DT	GSE117606	False	feature availability only; labels not accessed
RCAN2	GSE117606	True	feature availability only; labels not accessed
B2M	GSE117606	True	feature availability only; labels not accessed
EDA	GSE117606	True	feature availability only; labels not accessed
C16orf74	GSE117606	True	feature availability only; labels not accessed
APCDD1	GSE117606	True	feature availability only; labels not accessed
SMDT1	GSE117606	True	feature availability only; labels not accessed
ITM2C	GSE117606	True	feature availability only; labels not accessed
CDC42	GSE117606	True	feature availability only; labels not accessed
ABCG2	GSE117606	True	feature availability only; labels not accessed
EIF1B	GSE117606	True	feature availability only; labels not accessed
MT3	GSE117606	True	feature availability only; labels not accessed
POFUT1	GSE117606	True	feature availability only; labels not accessed
NDUFS2	GSE117606	True	feature availability only; labels not accessed
CPT1A	GSE117606	True	feature availability only; labels not accessed
VENTX	GSE117606	True	feature availability only; labels not accessed
LINC00524	GSE117606	False	feature availability only; labels not accessed
SLC51B	GSE117606	True	feature availability only; labels not accessed
CBS	GSE117606	False	feature availability only; labels not accessed
LINC01996	GSE117606	False	feature availability only; labels not accessed
COX8A	GSE117606	True	feature availability only; labels not accessed
NEURL1B	GSE117606	True	feature availability only; labels not accessed
BPGM	GSE117606	True	feature availability only; labels not accessed
RAB6B	GSE117606	True	feature availability only; labels not accessed
GFI1B	GSE117606	True	feature availability only; labels not accessed
MRPS6	GSE117606	True	feature availability only; labels not accessed
CRTAP	GSE117606	True	feature availability only; labels not accessed
ALDH18A1	GSE117606	True	feature availability only; labels not accessed
RNF5	GSE117606	False	feature availability only; labels not accessed
SLC19A3	GSE117606	True	feature availability only; labels not accessed
ITM2B	GSE117606	True	feature availability only; labels not accessed
ABCA4	GSE117606	True	feature availability only; labels not accessed
PPIF	GSE117606	True	feature availability only; labels not accessed
CLDN2	GSE117606	True	feature availability only; labels not accessed
F2RL1	GSE117606	True	feature availability only; labels not accessed
ODAM	GSE117606	True	feature availability only; labels not accessed
SOCS2	GSE117606	True	feature availability only; labels not accessed
SSTR1	GSE117606	True	feature availability only; labels not accessed
VDAC2	GSE117606	False	feature availability only; labels not accessed
EMP1	GSE117606	True	feature availability only; labels not accessed
MYZAP	GSE117606	True	feature availability only; labels not accessed
IGFL4	GSE117606	False	feature availability only; labels not accessed
CMAS	GSE117606	True	feature availability only; labels not accessed
HS3ST4	GSE117606	True	feature availability only; labels not accessed
SSTR2	GSE117606	True	feature availability only; labels not accessed
LINC02026	GSE117606	True	feature availability only; labels not accessed
NEURL3	GSE117606	True	feature availability only; labels not accessed
CNR1	GSE117606	True	feature availability only; labels not accessed
PHYH	GSE117606	True	feature availability only; labels not accessed
ZNF671	GSE117606	True	feature availability only; labels not accessed
CIAO2A	GSE117606	True	feature availability only; labels not accessed
CNPPD1	GSE117606	True	feature availability only; labels not accessed
NDUFB1	GSE117606	True	feature availability only; labels not accessed
MIR513A1	GSE117606	False	feature availability only; labels not accessed
TMEM74B	GSE117606	True	feature availability only; labels not accessed
USP2	GSE117606	True	feature availability only; labels not accessed
TMEM177	GSE117606	True	feature availability only; labels not accessed
C1orf115	GSE117606	True	feature availability only; labels not accessed
NDUFB5	GSE117606	True	feature availability only; labels not accessed
RUBCNL	GSE117606	True	feature availability only; labels not accessed
FHL1	GSE117606	True	feature availability only; labels not accessed
PXDC1	GSE117606	True	feature availability only; labels not accessed
ARMC3	GSE117606	True	feature availability only; labels not accessed
TARBP2	GSE117606	True	feature availability only; labels not accessed
SHISA9	GSE117606	True	feature availability only; labels not accessed
CEACAM1	GSE117606	True	feature availability only; labels not accessed
LINC01029	GSE117606	True	feature availability only; labels not accessed
UBQLN2	GSE117606	True	feature availability only; labels not accessed
LAMTOR3	GSE117606	True	feature availability only; labels not accessed
