patient_id	compact_8_adenoma	compact_8_normal	state_shared_1843_adenoma	state_shared_1843_normal	full_delta	compact_delta
5543	1.18744005946987	-0.784628838629349	0.6305423767527	-0.835455897346543	1.46599827409924	1.97206889809922
5960	0.212043170719776	-1.10758801404056	0.278058112065518	-0.506766247575397	0.784824359640915	1.31963118476034
6513	0.0597370943312835	-0.960430407962236	-0.202235107554708	-0.740945013874881	0.538709906320174	1.02016750229352
6758	0.879857473589839	-1.71618069947436	0.139269599890557	-0.657580342743062	0.796849942633619	2.5960381730642
7030	0.774966209671813	-0.661555296984513	0.142295469092994	-0.561812138072382	0.704107607165376	1.43652150665633
7479	-0.538022812286164	-0.31875533181243	-0.183980705051258	-0.0457442105783929	-0.138236494472865	-0.219267480473734
9060	0.318243661120456	-0.418031892528321	0.108559251961556	0.532990184732709	-0.424430932771153	0.736275553648777
9684	0.795902543754787	-0.40996642733923	0.0235343349434274	-0.319017260517465	0.342551595460892	1.20586897109402
9872	0.824729315949321	-0.554205137470681	0.738270690825304	0.200534899609313	0.537735791215991	1.37893445342
10743	0.264570592834201	0.811308367628367	0.083416613020123	0.294741987434629	-0.211325374414506	-0.546737774794166
