outcome	omitted_study	state	term	estimable	n_observations	n_donors	n_target_observations	n_target_donors	n_reference_observations	n_reference_donors	coef	se_cluster	ci_low	ci_high	p_value
score__wnt_stem	Uhlitz_2021_EMBO_Mol_Med	tumor_epithelial	carrier_group_tumor_epithelial	True	649	386	32	32	184	184	0.1346034616148076	0.0331199688109263	0.0694848066694578	0.1997221165601575	5.846747790349805e-05
score__wnt_stem	Uhlitz_2021_EMBO_Mol_Med	tumor_cancer	carrier_group_tumor_cancer	True	649	386	207	207	184	184	0.2587414381090088	0.0324750938264336	0.1948907007706409	0.3225921754473768	1.852373292308664e-14
score__wnt_stem	Uhlitz_2021_EMBO_Mol_Med	metastasis_epithelial	carrier_group_metastasis_epithelial	True	649	386	5	5	184	184	0.2454802191900852	0.1088867091431283	0.0313931806030542	0.4595672577771161	0.0247289708734357
score__wnt_stem	Uhlitz_2021_EMBO_Mol_Med	metastasis_cancer	carrier_group_metastasis_cancer	True	649	386	50	50	184	184	0.3099751741949916	0.0641531728947251	0.1838407459523299	0.4361096024376532	1.957286875833624e-06
score__wnt_stem	Wang_2020_J_Exp_Med	polyp_epithelial	carrier_group_polyp_epithelial	True	666	394	89	89	190	190	0.0888006151624001	0.029445826163829	0.0309095727929362	0.1466916575318641	0.0027301454153255
score__wnt_stem	Wang_2020_J_Exp_Med	polyp_cancer	carrier_group_polyp_cancer	True	666	394	82	82	190	190	0.46940305711207	0.0575955729897107	0.3561690884779457	0.5826370257461944	4.915976444975528e-15
score__wnt_stem	Wang_2020_J_Exp_Med	tumor_epithelial	carrier_group_tumor_epithelial	True	666	394	33	33	190	190	0.1434245598136863	0.0326094904753266	0.0793136945164947	0.2075354251108778	1.406993178879936e-05
score__wnt_stem	Wang_2020_J_Exp_Med	tumor_cancer	carrier_group_tumor_cancer	True	666	394	217	217	190	190	0.2658257173315058	0.0305582198317272	0.205747688303847	0.3259037463591645	9.272353613715511e-17
score__wnt_stem	Wang_2020_J_Exp_Med	metastasis_epithelial	carrier_group_metastasis_epithelial	True	666	394	5	5	190	190	0.2512240223362214	0.1078997890232274	0.039091028571797	0.4633570161006458	0.0204023489084881
score__wnt_stem	Wang_2020_J_Exp_Med	metastasis_cancer	carrier_group_metastasis_cancer	True	666	394	50	50	190	190	0.3173534875588152	0.0630842849234176	0.1933286090911499	0.4413783660264806	7.451337611911204e-07
score__wnt_stem	Wang_2021_Adv_Sci	polyp_epithelial	carrier_group_polyp_epithelial	True	669	397	89	89	194	194	0.0890352893772231	0.0294288219849504	0.031179031455284	0.1468915472991622	0.0026446271191034
score__wnt_stem	Wang_2021_Adv_Sci	polyp_cancer	carrier_group_polyp_cancer	True	669	397	82	82	194	194	0.4696227010721977	0.0575956756667104	0.3563911803451487	0.5828542217992467	4.701055610267116e-15
score__wnt_stem	Wang_2021_Adv_Sci	tumor_epithelial	carrier_group_tumor_epithelial	True	669	397	32	32	194	194	0.1433016074299301	0.0326094385390337	0.0791923444846185	0.2074108703752418	1.427763459102964e-05
score__wnt_stem	Wang_2021_Adv_Sci	tumor_cancer	carrier_group_tumor_cancer	True	669	397	217	217	194	194	0.2659050471757485	0.0305534106913843	0.2058378786611661	0.3259722156903308	8.804733274019203e-17
score__wnt_stem	Wang_2021_Adv_Sci	metastasis_epithelial	carrier_group_metastasis_epithelial	True	669	397	5	5	194	194	0.2513526197261601	0.1077742249319813	0.0394714456108487	0.4632337938414714	0.0201899024574207
score__wnt_stem	Wang_2021_Adv_Sci	metastasis_cancer	carrier_group_metastasis_cancer	True	669	397	50	50	194	194	0.3177575695607268	0.0630672940847769	0.1937689968997616	0.4417461422216919	7.150997403139643e-07
score__wnt_stem	Wang_2023_Sci_Adv	polyp_epithelial	carrier_group_polyp_epithelial	True	663	394	89	89	194	194	0.091315298483241	0.0293949986016472	0.0335241840471771	0.149106412919305	0.0020306632480599
score__wnt_stem	Wang_2023_Sci_Adv	polyp_cancer	carrier_group_polyp_cancer	True	663	394	82	82	194	194	0.4717595474794224	0.0575789915117072	0.3585581783397157	0.5849609166191291	3.617762644613755e-15
score__wnt_stem	Wang_2023_Sci_Adv	tumor_epithelial	carrier_group_tumor_epithelial	True	663	394	33	33	194	194	0.1423367778690389	0.032737646340363	0.0779739557555759	0.2066995999825019	1.7539035939328657e-05
score__wnt_stem	Wang_2023_Sci_Adv	tumor_cancer	carrier_group_tumor_cancer	True	663	394	214	214	194	194	0.2664844396152631	0.0307053225454498	0.206117203914122	0.3268516753164041	1.0765255842483447e-16
score__wnt_stem	Wang_2023_Sci_Adv	metastasis_epithelial	carrier_group_metastasis_epithelial	True	663	394	4	4	194	194	0.3029697268784128	0.1215453716928605	0.0640092635742093	0.5419301901826163	0.0130903538303069
score__wnt_stem	Wang_2023_Sci_Adv	metastasis_cancer	carrier_group_metastasis_cancer	True	663	394	47	47	194	194	0.31970888506815	0.0682971745764908	0.1854353685050759	0.4539824016312241	3.933476517049227e-06
score__wnt_stem	Yang_2023_Front_Oncol	polyp_epithelial	carrier_group_polyp_epithelial	True	668	397	89	89	194	194	0.08892292795903	0.0294253260116027	0.0310735430249325	0.1467723128931276	0.0026743367751606
score__wnt_stem	Yang_2023_Front_Oncol	polyp_cancer	carrier_group_polyp_cancer	True	668	397	82	82	194	194	0.4695192811293185	0.0575900421670932	0.3562988357082068	0.5827397265504302	4.734410253885272e-15
score__wnt_stem	Yang_2023_Front_Oncol	tumor_epithelial	carrier_group_tumor_epithelial	True	668	397	32	32	194	194	0.1406150636219725	0.0329202066332609	0.0758948391158239	0.205335288128121	2.4351499848476586e-05
score__wnt_stem	Yang_2023_Front_Oncol	tumor_cancer	carrier_group_tumor_cancer	True	668	397	216	216	194	194	0.2664742683193932	0.0306433374240373	0.206230306311646	0.3267182303271405	9.270210540958533e-17
score__wnt_stem	Yang_2023_Front_Oncol	metastasis_epithelial	carrier_group_metastasis_epithelial	True	668	397	5	5	194	194	0.2513736246645483	0.1078968764121151	0.0392513210989055	0.4634959282301911	0.0203208717546155
score__wnt_stem	Yang_2023_Front_Oncol	metastasis_cancer	carrier_group_metastasis_cancer	True	668	397	50	50	194	194	0.317920395077633	0.0630749520715448	0.1939167670244461	0.4419240231308199	7.082184334689109e-07
score__wnt_stem	Zheng_2022_Signal_Transduct_Target_Ther	polyp_epithelial	carrier_group_polyp_epithelial	True	656	394	86	86	192	192	0.0675699447388122	0.0293911093748018	0.0097864765951238	0.1253534128825005	0.0220292414506625
score__wnt_stem	Zheng_2022_Signal_Transduct_Target_Ther	polyp_cancer	carrier_group_polyp_cancer	True	656	394	79	79	192	192	0.4459367306463943	0.0603869169468871	0.3272149278318473	0.5646585334609412	9.224328092894105e-13
score__wnt_stem	Zheng_2022_Signal_Transduct_Target_Ther	tumor_epithelial	carrier_group_tumor_epithelial	True	656	394	30	30	192	192	0.1551665115979108	0.0343800422714571	0.087574708510866	0.2227583146849557	8.445982306981107e-06
score__wnt_stem	Zheng_2022_Signal_Transduct_Target_Ther	tumor_cancer	carrier_group_tumor_cancer	True	656	394	214	214	192	192	0.2707084621452388	0.0315182796229372	0.2087429376966355	0.332673986593842	2.083776146824669e-16
score__wnt_stem	Zheng_2022_Signal_Transduct_Target_Ther	metastasis_epithelial	carrier_group_metastasis_epithelial	True	656	394	5	5	192	192	0.2542688013384931	0.1074448353893888	0.0430302548871159	0.4655073477898703	0.0184410471637357
score__wnt_stem	Zheng_2022_Signal_Transduct_Target_Ther	metastasis_cancer	carrier_group_metastasis_cancer	True	656	394	50	50	192	192	0.3230390539285138	0.0636984463442444	0.1978067226749439	0.4482713851820837	6.098553052527149e-07
