donor_id	carrier_group	sample_type	cell_type_coarse_crc_atlas	study_id	microsatellite_status	CMS_type	n_cells_sampled	score__ca_route_up	score__ca_route_down	score__ca_route_signature	score__ca_route_n_up_present	score__ca_route_n_down_present	score__wnt_stem	score__wnt_core_ihc	score__proliferation_control
Kong_2023_Immunity.H197396	normal_epithelial	normal	Epithelial cell	Kong_2023_Immunity	missing	missing	463	-0.1826535854890824	0.2539780806523327	-0.4155739835321658	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC001	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSI-H	missing	21	-0.2115362509666286	0.1780708622419226	-0.339008407340214	49.0	49.0	-0.3673707300859834	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC001	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSI-H	CMS1	121	-0.1792202343708918	-0.0207732265835368	-0.1570387081290781	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC019	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	30	-0.1673974128024891	0.2371006233778715	-0.4336199123797702	49.0	49.0	-0.0728926734738093	-0.0429427207081967	-0.2884547048206696
Lee_2020_Nat_Genet.SC019	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	79	-0.2102745805736193	-0.2239057804137075	0.0427280865907357	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC021	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	34	-0.2594048264888339	0.433942525185807	-0.617271489117067	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC021	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	67	0.00110515582822	-0.2944098184709326	0.2464372484568569	49.0	49.0	-0.257914934972652	-0.3454664869926043	-0.2884547048206696
Lee_2020_Nat_Genet.SC021	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS4	2	0.0506319160992981	0.1393569141666505	-0.0887249980673523	49.0	49.0	-0.1191343705573756	-0.2683641042899232	-0.2884547048206696
Lee_2020_Nat_Genet.SC024	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	29	0.0136040989327665	-0.0657764441288071	0.1277641896879845	49.0	49.0	0.0109853430632727	-0.1329440028898844	-0.0556818446623858
Lee_2020_Nat_Genet.SC024	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS3	52	-0.1684040217364294	0.0001721331130236	-0.1808310185207849	49.0	49.0	-0.3165367705599291	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC024	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS4	23	-0.2273733331958172	-0.5435920674963883	0.3613314554480893	49.0	49.0	-0.1304170593144317	0.1405794614675365	-0.2884547048206696
Lee_2020_Nat_Genet.SC027	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	23	-0.2073173427094687	-0.1440941882585097	0.0396990297030009	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC027	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	70	-0.0101808678295883	-0.1757306837386228	0.1021054378393725	49.0	49.0	0.0644865065587465	0.2609469174854704	-0.2884547048206696
Lee_2020_Nat_Genet.SC028	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	5	-0.2884805149759035	0.2381773842664741	-0.5266578992423776	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC028	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	13	-0.1953875699077665	-0.1379725990420562	-0.0475463158233425	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC029	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	5	-0.2417642972444276	0.2758537027109075	-0.608572480183442	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC029	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	22	0.3320687208988262	-0.2440421087736862	0.5538255613100622	49.0	49.0	0.5113030457622535	-0.0211752577671891	-0.2884547048206696
Lee_2020_Nat_Genet.SC030	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	25	-0.1358423614278738	0.218197260204034	-0.2958822915367214	49.0	49.0	-0.173538662456035	0.0399623874704621	-0.0801267478626362
Lee_2020_Nat_Genet.SC030	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	29	-0.0238878091110455	-0.0984214276120845	0.1651638370703126	49.0	49.0	-0.2827479044047321	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC031	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	33	-0.2042903145846435	0.2236480862831052	-0.4047563757084226	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SC031	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	31	-0.0890432599438881	-0.1505640134984474	0.1624767242033102	49.0	49.0	-0.1036187793027912	-0.1633361177904987	-0.2884547048206696
Lee_2020_Nat_Genet.SMC01	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	6	-0.1104522010969195	0.3671024368532605	-0.467139690114701	49.0	49.0	-0.2906714820446285	-0.2333475249029227	-0.1171413631736637
Lee_2020_Nat_Genet.SMC01	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	58	0.1096014791270042	0.0573471878262704	0.0126406981578838	49.0	49.0	-0.1056750797602963	-0.2908284396010123	0.187178272328692
Lee_2020_Nat_Genet.SMC01	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	1	0.1981913056277046	0.3282948724506583	-0.1301035668229537	49.0	49.0	-0.2299650076225065	-0.0916990845846378	-0.2118363322375747
Lee_2020_Nat_Genet.SMC02	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	9	-0.1943894317764305	0.0465906123207554	-0.238287719195855	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC02	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	11	-0.0308268138283155	-0.0018011523146602	-0.0631483749812337	49.0	49.0	0.013828384296169	-0.0543008211911985	-0.0766535410013346
Lee_2020_Nat_Genet.SMC03	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSI-H	missing	2	-0.0068044728689506	-0.1468360352807897	0.140031562411839	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC03	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSI-H	CMS1	43	-0.0704050084870385	0.0475250491430037	-0.1306667487146604	49.0	49.0	-0.3321944183925297	-0.457009556134156	-0.1618175477050276
Lee_2020_Nat_Genet.SMC04	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	9	-0.2246780666292494	0.1002532940545956	-0.1800854616404609	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.1966870607375184
Lee_2020_Nat_Genet.SMC04	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	19	0.0605126387521002	-0.0106863040096698	0.0581848145627935	49.0	49.0	-0.0772325601142768	-0.3532749375024188	-0.2884547048206696
Lee_2020_Nat_Genet.SMC05	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	2	-0.0769748440226523	0.1628547548223315	-0.2398295988449839	49.0	49.0	-0.3666938195200971	-0.4107329790123495	0.3072197293078402
Lee_2020_Nat_Genet.SMC05	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	2	0.2478080243871183	0.2311103065838516	0.0166977178032667	49.0	49.0	0.0379101627379999	-0.2289451194503632	-0.2420023812836633
Lee_2020_Nat_Genet.SMC06	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSI-H	missing	1	0.1735706154359497	0.5571741234634989	-0.3836035080275492	49.0	49.0	0.062404112233918	0.2669218377298145	-0.0472774184551531
Lee_2020_Nat_Genet.SMC06	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSI-H	CMS4	12	0.0490436434547513	-0.108242923841649	0.1134079028069547	49.0	49.0	0.3140986982125752	0.0521637070398121	-0.1616902019835524
Lee_2020_Nat_Genet.SMC06	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSI-H	CMS4	1	-0.1388776603886147	-0.2407545294149949	0.1018768690263801	49.0	49.0	-0.0631762777335707	-0.1238514015510023	-0.2884547048206696
Lee_2020_Nat_Genet.SMC07	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	11	-0.1265389126575072	0.3257718584231169	-0.6330030957538662	49.0	49.0	-0.3131695103502316	-0.2858429242826633	-0.2884547048206696
Lee_2020_Nat_Genet.SMC07	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	38	0.0603929836840671	-0.0095205873812463	0.0484129284052471	49.0	49.0	-0.1057414367079967	-0.3283207180140291	0.0686988942454865
Lee_2020_Nat_Genet.SMC07	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	1	-0.1197714598854192	-0.4585139669827622	0.338742507097343	49.0	49.0	-0.1503246220359301	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC08	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	18	0.0797297574312247	0.0619081487155038	0.0442879600263861	49.0	49.0	0.1584196937446533	0.0199946131474162	0.1378435057105869
Lee_2020_Nat_Genet.SMC09	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSS	missing	8	-0.3207775461815272	0.5300016353593753	-0.8627204128319099	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC09	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	114	0.0594294680040699	0.0432626508170752	0.0234985622644533	49.0	49.0	0.0244701805501731	0.0172302532557712	-0.0973575143861694
Lee_2020_Nat_Genet.SMC09	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	10	-0.1401142501526659	0.0132925849706376	-0.1838130779684241	49.0	49.0	0.1276322344227994	-0.0856567668362495	-0.2884547048206696
Lee_2020_Nat_Genet.SMC10	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	MSI-H	missing	7	-0.2218991130134548	0.3435075911518259	-0.4350181060685615	49.0	49.0	-0.1824066036938688	0.0192705245821832	-0.2884547048206696
Lee_2020_Nat_Genet.SMC10	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSI-H	CMS1	41	-0.059591098943738	0.0075138452622095	-0.0631521816984051	49.0	49.0	-0.2295647546512375	-0.1531014042238578	-0.2884547048206696
Lee_2020_Nat_Genet.SMC10	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSI-H	CMS1	4	-0.1246919371827331	-0.0862810608795539	-0.0212226342115142	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.1668906277873586
Lee_2020_Nat_Genet.SMC11	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	18	0.0089131674114458	-0.1738744358625659	0.170744502333336	49.0	49.0	-0.1234010305717595	-0.2357021323016988	-0.2363144162290294
Lee_2020_Nat_Genet.SMC11	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	1	0.0722243231236509	-0.0858345299335648	0.1580588530572158	49.0	49.0	-0.01357798493	-0.1429838316056723	-0.2214385341745069
Lee_2020_Nat_Genet.SMC13	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	missing	missing	7	-0.251528251188001	-0.2255727895734492	0.0116158880031685	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC13	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	missing	CMS2	98	0.0115353146859031	-0.1208405422537298	0.1689024807939458	49.0	49.0	-0.1853850232754601	-0.437503286267399	-0.2523754472319032
Lee_2020_Nat_Genet.SMC13	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	missing	CMS2	2	-0.0136252359966058	-0.1561404363822914	0.1425152003856856	49.0	49.0	-0.3096464390376444	-0.2776224245532929	-0.2884547048206696
Lee_2020_Nat_Genet.SMC14	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	9	0.0803522416912399	-0.0654074185477327	0.1672064921755196	49.0	49.0	-0.3208325668196282	-0.4586745893725434	-0.1895110473595218
Lee_2020_Nat_Genet.SMC15	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	20	0.287058647091246	0.0543045869200637	0.2136691587701553	49.0	49.0	0.1347838425317948	-0.1016763826464868	-0.1962989853435165
Lee_2020_Nat_Genet.SMC16	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS3	157	-0.0680272750875385	-0.1840539341490389	0.1274408364495703	49.0	49.0	-0.2213818818112167	-0.2048690891879631	-0.1386002466673888
Lee_2020_Nat_Genet.SMC16	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS3	27	-0.1282840710679254	-0.0824670178674516	-0.061562562833917	49.0	49.0	-0.0626723395555525	-0.0750012942652711	-0.2884547048206696
Lee_2020_Nat_Genet.SMC17	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS1	32	-0.0170368966404674	0.0700750546365296	-0.0759802827436127	49.0	49.0	-0.1314105855063564	0.0567693241747249	-0.2884547048206696
Lee_2020_Nat_Genet.SMC171	normal_epithelial	normal	Epithelial cell	Lee_2020_Nat_Genet	missing	missing	41	-0.2448440941747245	0.4089575049803796	-0.6594935417970793	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC171	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	missing	CMS1	74	0.0419074963706444	-0.0868315039066374	0.1572165445833593	49.0	49.0	-0.2355857572163019	-0.2078195452631542	-0.0443991228416108
Lee_2020_Nat_Genet.SMC171	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	missing	CMS1	7	0.0492119862703544	-0.074301657906169	0.1662867501643669	49.0	49.0	-0.18629164778492	-0.3154413461352303	-0.16163946585268
Lee_2020_Nat_Genet.SMC18	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	85	0.120483912627323	0.000138067343092	0.0910640770335282	49.0	49.0	0.0649776432233634	-0.1379794441623943	-0.1016762516097154
Lee_2020_Nat_Genet.SMC18	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	4	0.1888730764254879	-0.074176087342924	0.2369756285206109	49.0	49.0	0.1568993165417615	-0.1494589925925309	-0.2398266843548281
Lee_2020_Nat_Genet.SMC19	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS3	21	0.0454386891469978	0.008925623185755	0.0182656378890467	49.0	49.0	-0.1209163913574156	-0.0042268854319358	-0.2884547048206696
Lee_2020_Nat_Genet.SMC19	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS3	4	-0.1721684205889058	0.0115357933090112	-0.1594225832336029	49.0	49.0	-0.0375839425676236	0.06734165255865	-0.2138900089162799
Lee_2020_Nat_Genet.SMC20	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS4	25	-0.1313375073383616	-0.0085479065320009	-0.0829131858766673	49.0	49.0	-0.3000361873980313	-0.3032923010494113	-0.2164968447210509
Lee_2020_Nat_Genet.SMC20	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS4	2	-0.1194121794878564	-0.2612554765724999	0.1418432970846435	49.0	49.0	-0.3758116334549964	-0.432007878193781	-0.2257397613166761
Lee_2020_Nat_Genet.SMC21	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	88	0.1118436001709038	0.005459889563944	0.1002490594435999	49.0	49.0	0.0845005077195619	0.0322082507214436	-0.1778266982002079
Lee_2020_Nat_Genet.SMC21	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	2	-0.1465211951745463	-0.1095334250355492	-0.036987770138997	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Lee_2020_Nat_Genet.SMC22	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	104	0.1564811661136882	0.1034868089576206	0.0592417387252021	49.0	49.0	0.2043089986974917	0.2787775993949781	-0.1139239959666158
Lee_2020_Nat_Genet.SMC22	tumor_epithelial	tumor	Epithelial cell	Lee_2020_Nat_Genet	MSS	CMS2	1	-0.0296866344237262	0.1762645805390125	-0.2059512149627387	49.0	49.0	0.4962164646977128	0.8850422640128256	-0.1599376512329961
Lee_2020_Nat_Genet.SMC23	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	40	0.0682531795912206	-0.3636061470180343	0.345264899688292	49.0	49.0	-0.1622886055314995	-0.3871421666833757	-0.2397579383909567
Lee_2020_Nat_Genet.SMC24	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSI-H	CMS1	13	0.1534467022876346	-0.1660353618753945	0.2976277796828812	49.0	49.0	0.0722901171093493	0.3276826785869178	0.0250147568237574
Lee_2020_Nat_Genet.SMC25	tumor_cancer	tumor	Cancer cell	Lee_2020_Nat_Genet	MSS	CMS2	20	0.0495618911435847	0.0431471629121238	-0.0452346016046756	49.0	49.0	0.1393326331692274	0.2792874160867621	-0.2464911608274636
Li_2017_Nat_Genet.CRC01	tumor_cancer	tumor	Cancer cell	Li_2017_Nat_Genet	missing	missing	1	-0.1296316870359675	-0.4686924630729244	0.3390607760369569	49.0	49.0	0.4517878924153342	1.3338335157986083	-0.2884547048206696
Li_2017_Nat_Genet.CRC05	normal_epithelial	normal	Epithelial cell	Li_2017_Nat_Genet	missing	missing	1	-0.186333796236607	-0.101143802524832	-0.0851899937117749	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Li_2017_Nat_Genet.CRC09	tumor_cancer	tumor	Cancer cell	Li_2017_Nat_Genet	missing	missing	1	-0.1315768456051861	-0.5342894977540252	0.402712652148839	49.0	49.0	-0.4197420961996513	-0.5345122912646426	0.7990420838656188
Li_2017_Nat_Genet.CRC10	tumor_cancer	tumor	Cancer cell	Li_2017_Nat_Genet	missing	missing	1	0.0489943455364697	-0.774792687108667	0.8237870326451368	49.0	49.0	-0.0516835988599014	0.3242908691947739	0.4004377369600581
Li_2023_Cancer_Cell.P11	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	missing	3	-0.1341182415329917	0.3899264161227168	-0.5240446576557085	49.0	49.0	-0.2153810463158085	-0.0576698415356759	-0.1559987940558946
Li_2023_Cancer_Cell.P11	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	missing	7	-0.2416108664289395	0.371090781634368	-0.6217367241394425	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Li_2023_Cancer_Cell.P11	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	missing	2	-0.1347585975639294	-0.0474714044930257	-0.0872871930709036	49.0	49.0	0.0691328101234238	0.6061958234891994	-0.182874160709133
Li_2023_Cancer_Cell.P12	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	missing	25	-0.1442530913241635	0.2700742712439086	-0.3434554768898734	49.0	49.0	-0.1756793571730877	-0.0980865387197047	-0.0277087120698001
Li_2023_Cancer_Cell.P12	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	CMS1	77	0.0930048071758281	-0.0592974026265012	0.1559231269559119	49.0	49.0	0.0719782785246783	0.0736339741870679	0.0556367988963556
Li_2023_Cancer_Cell.P12	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	CMS1	2	-0.1915037096366894	-0.2041661274572015	0.0126624178205121	49.0	49.0	-0.1206485269924251	0.1633727035522185	-0.2884547048206696
Li_2023_Cancer_Cell.P14	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	CMS3	98	-0.1244958718681535	0.2341648563717861	-0.3258253350738399	49.0	49.0	-0.1418982663069954	-0.136376492825652	-0.1616793905099851
Li_2023_Cancer_Cell.P14	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	CMS3	9	-0.188601464961573	0.0258162466944382	-0.099786443485569	49.0	49.0	0.0607204148269424	0.0614824956068829	-0.2884547048206696
Li_2023_Cancer_Cell.P15	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	missing	missing	52	-0.1379385852440127	0.2784342366469781	-0.4167612810733674	49.0	49.0	-0.1072393439594978	0.0440905568820086	-0.1372927983034275
Li_2023_Cancer_Cell.P15	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	missing	CMS4	33	-0.1723142528141251	0.220606005299239	-0.3840920474816494	49.0	49.0	-0.2900259245485207	-0.4249895277314947	-0.2884547048206696
Li_2023_Cancer_Cell.P15	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	missing	CMS4	3	-0.0166775280310041	0.0296743566251425	0.2316627630434825	49.0	49.0	0.2911355087106334	0.9928495386364444	-0.2884547048206696
Li_2023_Cancer_Cell.P17	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	missing	15	-0.2218647068859236	0.2723170251481717	-0.4719888799806973	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Li_2023_Cancer_Cell.P17	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	CMS4	2	-0.1657843183081198	0.4567490183468546	-0.6225333366549745	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Li_2023_Cancer_Cell.P17	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	CMS4	5	-0.0279295221131791	-0.3395994689204351	0.4127421286792395	49.0	49.0	0.0354603461004795	0.4862430733268635	-0.2884547048206696
Li_2023_Cancer_Cell.P18	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	missing	missing	53	-0.255091533468931	0.2622625419076758	-0.4381783648647235	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Li_2023_Cancer_Cell.P18	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	missing	CMS3	234	0.0336339496262191	-0.0658716218507042	0.1467801891981762	49.0	49.0	0.0099664895686654	0.2446782568372111	0.3375188619495606
Li_2023_Cancer_Cell.P18	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	missing	CMS3	14	-0.0598714604929129	-0.280234145925008	0.2171255271219056	49.0	49.0	-0.1441004008581936	-0.2881851015890838	-0.2884547048206696
Li_2023_Cancer_Cell.P19	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	missing	missing	12	-0.2585858752527974	0.2957068521341351	-0.5192038802678105	49.0	49.0	-0.4197420961996513	-0.5345122912646426	-0.2884547048206696
Li_2023_Cancer_Cell.P19	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	missing	CMS4	53	-0.0496243862634991	-0.1639992521633633	0.0905454435040513	49.0	49.0	-0.0300566213342535	0.1993678242535689	-0.2884547048206696
Li_2023_Cancer_Cell.P19	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	missing	CMS4	13	-0.1856036419020722	-0.4605561440645075	0.2749525021624353	49.0	49.0	-0.0082097241130283	0.3245130308947118	-0.2884547048206696
Li_2023_Cancer_Cell.P21	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	missing	CMS3	68	-0.1443958713482693	0.032588242699594	-0.1739640162229805	49.0	49.0	-0.0384378506407907	0.1780857447571114	-0.2884547048206696
Li_2023_Cancer_Cell.P21	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	missing	CMS3	6	-0.1429994465419327	-0.3047868626593452	0.1507520512650561	49.0	49.0	0.0437534334626347	0.283743797964021	-0.1937888363794774
Li_2023_Cancer_Cell.P23	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	CMS1	198	-0.0088259051521111	-0.129310621641116	0.1336719981096605	49.0	49.0	-0.0834390116844425	-0.1433936623454947	0.0687877229727998
Li_2023_Cancer_Cell.P24	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	CMS3	142	0.0582365541331968	0.1534105058840374	-0.0411994485734942	49.0	49.0	0.217694428988107	0.916076814352028	-0.1162594825668775
Li_2023_Cancer_Cell.P24	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	CMS3	93	-0.0780302323668908	-0.200630434771263	0.1410196230544772	49.0	49.0	0.0321635334748757	0.4902996963167374	-0.2884547048206696
Li_2023_Cancer_Cell.P25	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	missing	25	-0.1366759872897861	0.3540809616221474	-0.3823987996016869	49.0	49.0	-0.0823877319438204	0.2526478919989628	-0.1710361121291267
Li_2023_Cancer_Cell.P25	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	MSI-H	CMS3	148	0.0709799331559487	0.0009286738274912	0.0506866225969856	49.0	49.0	0.3656434846428571	1.1421668060149628	-0.0847409808697995
Li_2023_Cancer_Cell.P25	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	MSI-H	CMS3	58	-0.1015562981415151	-0.1036663537428837	-0.0040296752723511	49.0	49.0	0.0411661018819237	0.263076817752458	-0.2884547048206696
Li_2023_Cancer_Cell.P26	tumor_cancer	tumor	Cancer cell	Li_2023_Cancer_Cell	missing	CMS3	76	0.0680868794066621	-0.1891879300867598	0.2506605055293027	49.0	49.0	-0.0205806229074735	0.1303941035345814	0.5880139829606799
Li_2023_Cancer_Cell.P26	tumor_epithelial	tumor	Epithelial cell	Li_2023_Cancer_Cell	missing	CMS3	3	0.0608499432487534	-0.5582832166119525	0.3575334709139374	49.0	49.0	0.4766561204838215	1.557083547663461	-0.1560820091489599
Li_2023_Cancer_Cell.P27	normal_epithelial	normal	Epithelial cell	Li_2023_Cancer_Cell	missing	missing	50	-0.1427331316199513	0.2456986970728974	-0.3450949166211458	49.0	49.0	-0.2784496931936135	-0.3197936904469437	-0.2484193440044776
