gene	discovery_effect_adenoma_minus_normal	bootstrap_effect_median	bootstrap_ci_low	bootstrap_ci_high	direction_stability	bootstrap_sign_p	mean_expression_discovery	bootstrap_sign_q	excluded_gene	ci_excludes_zero	eligible	selection_magnitude	selected
ENSG00000261476	-0.021032438	-0.018566731	-0.0567095941863954	0.0074372896924614	0.909	0.182	0.0075207045	0.4298154040227065	True	False	False	0.021032438	False
ENSG00000281469	-0.021028312	-0.021012641	-0.0497089440003037	0.0071547933388501	0.931	0.138	0.00517597	0.3629096300920868	True	False	False	0.021028312	False
RNU6-1209P	0.021026382	0.019524489	-6.489421942035279e-08	0.054390827845782	0.874	0.252	0.001844384	0.5170733727090057	False	False	False	0.021026382	False
ENSG00000234426	0.021025995	0.020299729	-0.0031385275011416	0.0459745185449719	0.953	0.094	0.008711967	0.2839125212870843	True	False	False	0.021025995	False
RNU1-3	0.021022279	0.021683466	-0.0058117209002375	0.0506102225743234	0.925	0.15	-0.0026876654	0.3819768759918385	False	False	False	0.021022279	False
CDK2	-0.02102014	-0.023468977	-0.0742686470970511	0.0425440645776688	0.766	0.468	0.006469937	0.7333828125	False	False	False	0.02102014	False
MASP2	0.021012386	0.022501845	-0.0132391278399154	0.0560340197756886	0.875	0.25	-0.012987892	0.514913513843897	False	False	False	0.021012386	False
NPTX1	-0.021007849	-0.01938638	-0.0531855401583015	0.0046500318334437	0.948	0.104	0.008183771	0.3031916255731464	False	False	False	0.021007849	False
HP1BP3	0.021004893	0.02114279	-0.1074511602520942	0.1607923064380883	0.636	0.728	-0.017362004	0.8753039568987049	False	False	False	0.021004893	False
LINC01241	-0.021004029	-0.020033943	-0.051473659928888	0.0048863942269235	0.935	0.13	0.0053321463	0.3492299107142857	False	False	False	0.021004029	False
ENSG00000261398	-0.02100354	-0.01993427	-0.0625231320038437	2.823646605421003e-08	0.968	0.064	0.0060775783	0.2221540997115781	True	False	False	0.02100354	False
BCAP31	-0.021001596	-0.017746286	-0.1526033263653516	0.1050428684800862	0.607	0.786	-0.04279645	0.8993761629881155	False	False	False	0.021001596	False
ZNF330	-0.021001041	-0.022540681	-0.0971993966028094	0.0533386951312422	0.713	0.574	0.017315846	0.8091128586965615	False	False	False	0.021001041	False
TRAF6	0.020997977	0.020539481	-0.0329572197049856	0.0787777554243802	0.769	0.462	-0.006593853	0.7278049647047824	False	False	False	0.020997977	False
HNF1B	0.020995103	0.02285639	-0.1000697607174515	0.1463977079838514	0.653	0.694	-0.025543828	0.8714045071039848	False	False	False	0.020995103	False
RORA-AS1	0.020994848	0.02176797	-0.0180190699640661	0.0624271146021783	0.85	0.3	-0.012451926	0.5728354487760653	False	False	False	0.020994848	False
EBF2	-0.020990975	-0.02034381	-0.065529646538198	0.0136099873110651	0.845	0.31	-0.0027405047	0.5830103806228373	False	False	False	0.020990975	False
H2BC10	0.020986145	0.02071374	-0.0164397414308041	0.0571423818357288	0.856	0.288	0.0025390673	0.5593673775216138	False	False	False	0.020986145	False
ENSG00000283025	0.020985315	0.018405288	-0.0031403881555888	0.0707254661247134	0.726	0.548	0.0031096477	0.7905519928079113	True	False	False	0.020985315	False
ASTN2	-0.020982746	-0.027454488	-0.238051575422287	0.1709453161805867	0.596	0.808	0.018234266	0.9103913334224956	False	False	False	0.020982746	False
UBXN6	-0.020979755	-0.01796475	-0.1069867111742496	0.0546085437759756	0.637	0.726	-0.008940523	0.8744905633400057	False	False	False	0.020979755	False
JAK3	0.020979082	0.02020012	-0.0157584706787019	0.0630382254719734	0.859	0.282	-0.0144021865	0.552169436374201	False	False	False	0.020979082	False
CERCAM	0.020974468	0.020569328	0.001909298528335	0.0423270308412611	0.986	0.028	-0.007901176	0.1252048832271762	False	True	False	0.020974468	False
LDOC1	-0.020974077	-0.0209831	-0.0518979025073349	0.0201323151588439	0.862	0.276	0.0037283532	0.5449172720881181	False	False	False	0.020974077	False
GMPR2	-0.020971404	-0.020608433	-0.1005622804164886	0.0610314386896789	0.718	0.564	0.021213016	0.8016564872616838	False	False	False	0.020971404	False
ZNF804B	-0.020965075	-0.021464732	-0.0823824567720294	0.026481926580891	0.773	0.454	0.012244748	0.7206600405106223	False	False	False	0.020965075	False
LINC01537	-0.020961808	-0.021554522	-0.0449080308899283	-0.0008822846473776	0.984	0.032	0.0035088079	0.137332654100866	False	True	True	0.020961808	False
PNMA6A	-0.020961706	-0.021449685	-0.0429215626791119	0.0012580487033119	0.968	0.064	0.005045501	0.2221540997115781	False	False	False	0.020961706	False
OR14J1	0.020951068	0.02067613	-0.0023837435117457	0.047107690013945	0.958	0.084	-0.004908497	0.263953002610966	False	False	False	0.020951068	False
PXDN	0.020950645	0.020372033	-0.041044857725501	0.0853528959676623	0.743	0.514	0.004086976	0.7661007563359724	False	False	False	0.020950645	False
ZCCHC8	0.020949556	0.020886479	-0.0432249999605119	0.0919786069542169	0.74	0.52	-0.015798444	0.7699354101674063	False	False	False	0.020949556	False
BAALC-AS2	0.020949025	0.007150935	-0.133563607558608	0.2090209726244211	0.542	0.916	0.0031111515	0.962709914855129	False	False	False	0.020949025	False
SMARCA5-AS1	0.020948712	0.01916669	-1.0937120471510299e-07	0.0583335981704294	0.955	0.09	0.003483254	0.2759617834394904	False	False	False	0.020948712	False
LINC01633	0.020947304	0.021100082	0.0069762622704729	0.0353385936468839	0.998	0.004	-0.003547623	0.0286121842496285	False	True	False	0.020947304	False
CABP5	0.02094647	0.021102544	-0.0015460426511708	0.0449657132849097	0.964	0.072	-0.0059800716	0.2391578117299162	False	False	False	0.02094647	False
LINC02933	-0.020937705	-0.020310257	-0.0454867443069815	-0.005054872285109	1.0	0.0009990009990009	-0.0033024852	0.0126510092688221	False	True	False	0.020937705	False
WASIR1	0.020937433	0.019911714	-0.0009504259054665	0.0463545660488307	0.968	0.064	-0.000801202	0.2221540997115781	False	False	False	0.020937433	False
ZNF143-AS1	0.020936303	0.020504503	-0.0061480560805648	0.0458909476175904	0.951	0.098	0.0035746836	0.2917575757575757	False	False	False	0.020936303	False
RWDD2A	0.020936187	0.020368654	-0.0236071300692856	0.0695113295689225	0.808	0.384	-0.005029121	0.6564878494241795	False	False	False	0.020936187	False
ENSG00000280152	0.020936083	0.021329504	-0.0347975665703415	0.0804135646671056	0.759	0.482	-0.030704185	0.7434629926305671	True	False	False	0.020936083	False
ZNF746	0.020936027	0.02188969	-0.026300990069285	0.0703383384272456	0.815	0.37	-0.0022954107	0.6424951046068227	False	False	False	0.020936027	False
CEACAM4	0.020935718	0.019623585	-0.0084896929562091	0.0525170059874653	0.905	0.19	-0.0009984043	0.4408607037113544	False	False	False	0.020935718	False
ZNF436-AS1	0.020935249	0.020852078	-0.0085483191069215	0.0526847008615732	0.924	0.152	0.007989073	0.3850910457860311	False	False	False	0.020935249	False
MC1R	-0.020934857	-0.020256609	-0.0421583797782659	-0.0005983080380246	0.978	0.044	0.003655819	0.1723081929110982	False	True	True	0.020934857	False
DERL2	-0.02093314	-0.021871835	-0.0953429874032735	0.0656950561329722	0.721	0.558	0.004475595	0.7970279755849441	False	False	False	0.02093314	False
PYCR1	0.020930728	0.021774974	-0.0022325711499433	0.047504389937967	0.963	0.074	-0.01711828	0.2429986357435198	False	False	False	0.020930728	False
ENSG00000225450	0.02092856	0.021145433	0.0035645744705107	0.0375222311355173	0.993	0.014	-0.0051333075	0.0762767987065481	True	True	False	0.02092856	False
LINC00364	0.020928444	0.019274186	-0.0126907579135149	0.0582472406327724	0.874	0.252	0.00226742	0.5170733727090057	False	False	False	0.020928444	False
ENSG00000272345	-0.02092714	-0.020990577	-0.0438575141131877	0.0054255256894975	0.947	0.106	-0.004350182	0.3070036957455951	True	False	False	0.02092714	False
PCAT19	0.020927139	0.018778313	-0.0259730092715472	0.0831331301480531	0.731	0.538	-0.00092159474	0.7828284468241289	False	False	False	0.020927139	False
PLVAP	0.020925675	0.021608897	-0.0035906191624235	0.0462092457339167	0.951	0.098	-0.00917013	0.2917575757575757	False	False	False	0.020925675	False
ZNRD2	0.020920655	0.0195125	-0.0301755837164819	0.0707123648375272	0.764	0.472	-0.014624547	0.7361592150328612	False	False	False	0.020920655	False
LINC01255	-0.020919831	-0.020557828	-0.0422254542820155	-0.006515339622274	1.0	0.0009990009990009	0.00425043	0.0126510092688221	False	True	True	0.020919831	False
MSRA-DT	0.020918721	0.020873703	0.0048434456693939	0.0382890161126852	0.995	0.01	-0.008544403	0.0590881991934069	False	True	False	0.020918721	False
ADCY1	-0.020918185	-0.02060454	-0.0537288971245288	0.0126058958936482	0.904	0.192	-0.0077881827	0.4434859140448283	False	False	False	0.020918185	False
PVRIG	0.020917146	0.019878522	0.0041051189415156	0.0470430332235991	0.993	0.014	-0.0024429488	0.0762767987065481	False	True	False	0.020917146	False
SNRPA1	0.020916916	0.017588591	-0.051376521307975	0.1074800545349717	0.664	0.672	-0.024487184	0.8642161584551388	False	False	False	0.020916916	False
RPP21	0.020914987	0.019885797	-0.0413549553602933	0.0977820226922631	0.723	0.554	-0.01034278	0.7945476676881172	False	False	False	0.020914987	False
WBP1	0.020912541	0.021844923	-0.033222487103194	0.077476755529642	0.769	0.462	-0.013283285	0.7278049647047824	False	False	False	0.020912541	False
ENSG00000257058	0.020909434	0.015572571	-0.0037704602757003	0.0825363304466008	0.636	0.728	0.010435442	0.8753039568987049	True	False	False	0.020909434	False
LINC01950	-0.020908747	-0.019468833	-0.0730081630870699	0.0189989550504833	0.824	0.352	-0.0007571359	0.6244312486839334	False	False	False	0.020908747	False
PLS3-AS1	0.02090371	0.019601919	-0.0085960262920707	0.0506260110996663	0.896	0.208	-0.004021542	0.4647075515481004	False	False	False	0.02090371	False
SERTAD3	-0.02090357	-0.01958345	-0.0522723869420588	0.0042794408276677	0.938	0.124	-0.0058952263	0.338783200908059	False	False	False	0.02090357	False
UBE2B	-0.020903481	-0.01682556	-0.1285058550536632	0.0933666229248045	0.628	0.744	-0.027338535	0.8826372821686322	False	False	False	0.020903481	False
TRIM39	0.020895563	0.019984543	-0.0218770562671124	0.0726827666163444	0.828	0.344	-0.009930742	0.6162083776312991	False	False	False	0.020895563	False
HOPX	0.020894177	0.020899996	-0.0062192029668949	0.0499268968589603	0.924	0.152	-0.005088025	0.3850910457860311	False	False	False	0.020894177	False
ATP2B1-AS1	-0.020893326	-0.018649977	-0.0586850902065634	0.0181035512592643	0.831	0.338	-0.011321707	0.6102616802400344	False	False	False	0.020893326	False
GLIS2	-0.020889437	-0.021201627	-0.0485898322425782	0.0072812511003576	0.923	0.154	-0.0016681459	0.3879994018691589	False	False	False	0.020889437	False
ENSG00000272800	-0.020888822	-0.0206726	-0.0403025364503264	-5.242372644716339e-05	0.975	0.05	0.0041699368	0.1882569832402234	True	True	False	0.020888822	False
MAGEA3	-0.020888448	-0.01966955	-0.0407917791046202	-0.0074643428088165	1.0	0.0009990009990009	0.006237589	0.0126510092688221	False	True	True	0.020888448	False
KCTD6	-0.020886704	-0.022224516	-0.0609595131129026	0.0208411342464387	0.848	0.304	-0.0026427351	0.5767801362535893	False	False	False	0.020886704	False
ENSG00000269967	0.020883553	0.020933785	-0.0165872861165553	0.0561589105054735	0.855	0.29	-0.00057972764	0.5613752297794118	True	False	False	0.020883553	False
ENSG00000275389	0.020882607	0.02179177	-0.0058028906118124	0.0464765741489827	0.936	0.128	-0.0019491736	0.3461197239608409	True	False	False	0.020882607	False
LINC01641	0.020882279	0.021643834	-0.0097829548874869	0.0485753928311169	0.912	0.176	-0.011156389	0.4217641871710994	False	False	False	0.020882279	False
PET100	0.020881115	0.02043831	-0.0047442662180401	0.0440356357023119	0.946	0.108	-0.006885399	0.3105806451612903	False	False	False	0.020881115	False
ASAP1-IT2	0.020878451	0.020948347	0.0019744722900213	0.0411515712738037	0.986	0.028	-0.010451139	0.1252048832271762	False	True	False	0.020878451	False
OLFML2B	0.020877628	0.02090719	-0.0123574705328792	0.0533456039614975	0.915	0.17	0.0010952404	0.4132635983263599	False	False	False	0.020877628	False
ENSG00000278877	0.020875618	0.020182297	0.0042735276278108	0.0457634380087256	0.999	0.002	-0.0045520114	0.015846696449565	True	True	False	0.020875618	False
RNU1-134P	0.020874996	0.022340942	-0.017264903569594	0.0600248385220765	0.87	0.26	-0.021743197	0.526626194626435	False	False	False	0.020874996	False
TUB	-0.020874519	-0.021017244	-0.042883635032922	0.0013950739696156	0.964	0.072	0.00030870148	0.2391578117299162	False	False	False	0.020874519	False
MEAK7	0.02087225	0.022593329	-0.0249516775365918	0.0708836810663342	0.821	0.358	-0.0433609	0.630659417638141	False	False	False	0.02087225	False
ACSL3-AS1	0.02087117	0.021410123	0.0010833549837116	0.042629000172019	0.982	0.036	-0.002597742	0.1493816032508311	False	True	False	0.02087117	False
OR6M1	-0.02086893	-0.020346813	-0.0472162499092519	0.0023600759916007	0.957	0.086	-0.0030754758	0.2679637540453074	False	False	False	0.02086893	False
DDX19B	0.020868301	0.021285089	-0.0141766636632382	0.0562448752112686	0.879	0.242	-0.0027256052	0.5054177874186551	False	False	False	0.020868301	False
CDC45	0.02086702	0.01792799	-0.0294925148598849	0.0881699590012431	0.741	0.518	-0.011794019	0.7686966707768188	True	False	False	0.02086702	False
ENSG00000236643	0.020866139	0.019952245	-0.0114528710953891	0.0603551842272281	0.875	0.25	-0.0021064975	0.514913513843897	True	False	False	0.020866139	False
CNOT8	0.020861195	0.019904548	-0.0515332324430346	0.100714680366218	0.703	0.594	-0.0006114403	0.8225103550295857	False	False	False	0.020861195	False
ZNF571-AS1	-0.020860262	-0.02078368	-0.0525596255436539	0.0063018107553943	0.938	0.124	0.005753914	0.338783200908059	False	False	False	0.020860262	False
PRICKLE2-AS3	-0.020859713	-0.019264553	-0.0582033486105501	0.0030912510701455	0.943	0.114	0.0088624805	0.321605023022185	False	False	False	0.020859713	False
ENSG00000229913	-0.020857941	-0.018494397	-0.0554716071113944	-2.579968780835886e-08	0.99	0.02	0.0071676476	0.0994334611979935	True	True	False	0.020857941	False
TRAPPC2B	-0.02085473	-0.020466385	-0.0525839277543127	0.0110686560859903	0.904	0.192	-0.004536067	0.4434859140448283	False	False	False	0.02085473	False
SLC20A1-DT	-0.020854166	-0.020760994	-0.0462270774878561	0.0021833474456798	0.963	0.074	0.006646616	0.2429986357435198	False	False	False	0.020854166	False
TUBA1B	0.020852614	0.022294814	-0.0193106434773653	0.0690173588693141	0.83	0.34	-0.019069368	0.6121998397007749	False	False	False	0.020852614	False
C2orf68	-0.020852085	-0.019458715	-0.0636393720284104	0.0209218434058129	0.798	0.404	-0.019141931	0.6761021056813667	False	False	False	0.020852085	False
LINC03008	0.020847887	0.019873409	-0.0074404612649232	0.049601521063596	0.927	0.146	-0.0017497849	0.3754508547008546	False	False	False	0.020847887	False
ENSG00000239716	-0.020841945	-0.019238729	-0.0578894988633692	2.035076942519253e-08	0.912	0.176	0.00819734	0.4217641871710994	True	False	False	0.020841945	False
METTL9	-0.020839635	-0.021181451	-0.140942158177495	0.1106319017708301	0.63	0.74	0.010961489	0.8808378664782762	False	False	False	0.020839635	False
LINC02414	-0.020837417	-0.020003911	-0.0575570506975054	2.7367190247318245e-08	0.898	0.204	0.008083114	0.4593032671878131	False	False	False	0.020837417	False
ENSG00000276952	0.020834124	0.020194031	-0.0084849538048729	0.0502094648778438	0.904	0.192	0.0035444824	0.4434859140448283	True	False	False	0.020834124	False
LINC00158	0.020831065	0.019828591	-0.009224655246362	0.049209105130285	0.905	0.19	0.004202954	0.4408607037113544	False	False	False	0.020831065	False
ENSG00000236376	-0.020827185	-0.02075968	-0.0400173802860081	-0.0025429128378164	0.989	0.022	0.0018607185	0.106562598821331	True	True	False	0.020827185	False
ENSG00000255670	0.020824555	0.02089436	-0.0281906530726701	0.0709624595940113	0.796	0.408	-0.004399078	0.6795899362364688	True	False	False	0.020824555	False
LINC02334	0.020821292	0.02002369	-0.0229059592355042	0.0677335394546389	0.831	0.338	-0.013733474	0.6102616802400344	False	False	False	0.020821292	False
C8orf34	-0.020819105	-0.020891141	-0.0885031731799244	0.0313114341348409	0.74	0.52	-1.0215954e-05	0.7699354101674063	False	False	False	0.020819105	False
CSPG4	-0.02081196	-0.019858854	-0.04039141042158	-0.0007701811904553	0.978	0.044	-0.009364453	0.1723081929110982	False	True	False	0.02081196	False
DSG3	0.020810336	0.019464038	-0.0053114817361347	0.0493383244611322	0.942	0.116	-0.033634506	0.3245572899368981	False	False	False	0.020810336	False
ENSG00000234710	0.020808475	0.021192184	0.0026896679657511	0.0377300854772329	0.986	0.028	-0.004142945	0.1252048832271762	True	True	False	0.020808475	False
FOXF1	-0.020802531	-0.019179273	-0.0490912647917866	0.0037237126671243	0.949	0.102	-0.00090837077	0.2997206138821067	False	False	False	0.020802531	False
RWDD3	0.020801771	0.019550312	-0.0263844296801835	0.0735637977719307	0.779	0.442	-0.0016850757	0.7108875525009546	False	False	False	0.020801771	False
ENSG00000228560	0.020801552	0.020285074	-0.0184796349611133	0.0526232740841805	0.856	0.288	0.0032928803	0.5593673775216138	True	False	False	0.020801552	False
MRPS9	0.020800458	0.021614045	-0.0491710009984672	0.0957095028832554	0.729	0.542	-0.0044348813	0.7860352900671373	False	False	False	0.020800458	False
ENSG00000230732	-0.020797605	-0.021499455	-0.0995748627930879	0.0556195013225078	0.693	0.614	-0.009024789	0.834903236219837	True	False	False	0.020797605	False
ENSG00000259138	0.020795766	0.02178784	-0.0225964616052806	0.0603489286266267	0.84	0.32	-0.0081239855	0.5928832197053002	True	False	False	0.020795766	False
ENSG00000260986	0.020793509	0.01930649	-0.0091006176080554	0.0551094279624521	0.91	0.18	-0.0019017908	0.4271577464788732	True	False	False	0.020793509	False
RDH5	-0.020790126	-0.021668408	-0.0898855989798903	0.0491995158605277	0.724	0.552	-0.01800054	0.7933337313942083	False	False	False	0.020790126	False
LCE1D	-0.020788722	-0.019516204	-0.0410106218419969	-0.0038317814760375	0.999	0.002	0.0017225629	0.015846696449565	False	True	True	0.020788722	False
RN7SL689P	0.020788584	0.021178478	-0.011205093958415	0.0541873008944094	0.898	0.204	-0.017528899	0.4593032671878131	False	False	False	0.020788584	False
NRGN-AS1	0.020785965	0.020874355	-0.0024622483178973	0.0440992165356874	0.964	0.072	-0.0019860514	0.2391578117299162	False	False	False	0.020785965	False
SAT1-DT	0.02078576	0.020262923	-0.0023657909710891	0.049826949648559	0.96	0.08	-0.012487239	0.2557965651390075	False	False	False	0.02078576	False
ENSG00000275895	0.020782463	0.01487431	-0.0775620076805353	0.1438415016978979	0.614	0.772	-0.039933644	0.8934286695514801	True	False	False	0.020782463	False
LINC01983	0.020781461	0.018683013	-0.014512999379076	0.056206526607275	0.864	0.272	-0.0036142203	0.5400893288551057	False	False	False	0.020781461	False
ZNF232-AS1	-0.020777984	-0.02064392	-0.0425433844327926	0.0005110033089294	0.97	0.06	0.0011270662	0.2126280365969081	False	False	False	0.020777984	False
RNU6-1192P	-0.020777345	-0.019946253	-0.0679985731840133	2.2298029866973873e-09	0.942	0.116	0.008443714	0.3245572899368981	False	False	False	0.020777345	False
SKA3	0.020776331	0.016679185	-0.0390028508380055	0.0984015405178069	0.678	0.644	0.0016572757	0.8532145468842146	False	False	False	0.020776331	False
MRPL27	0.020774564	0.02316146	-0.053309432696551	0.0940392451360821	0.728	0.544	-0.041241754	0.7874784999355642	False	False	False	0.020774564	False
TMEM254-AS1	0.020774513	0.020009845	-0.0112583012552931	0.052917568013072	0.906	0.188	-0.0061347	0.4381206085753804	False	False	False	0.020774513	False
LINC02433	0.020773534	0.019726735	-0.00700310904067	0.0757329320535063	0.647	0.706	0.0020801642	0.8714045071039848	False	False	False	0.020773534	False
OLFM3	0.020771962	0.019935552	-0.0080489631975069	0.0571497658267617	0.904	0.192	-0.0115072215	0.4434859140448283	False	False	False	0.020771962	False
EFCC1	-0.020767279	-0.017825108	-0.104550140723586	0.0681632660329341	0.668	0.664	-0.021468224	0.8624291789586607	False	False	False	0.020767279	False
SOX5	-0.020755228	-0.023990404	-0.1052484104409813	0.0556591686792671	0.726	0.548	0.002844633	0.7905519928079113	False	False	False	0.020755228	False
ENSG00000236145	0.020755209	0.020279383	-0.0048216160503216	0.0497219520621001	0.947	0.106	-0.0018861857	0.3070036957455951	True	False	False	0.020755209	False
ZNF117	-0.020754404	-0.02118351	-0.0559995422139763	0.0194048949517309	0.865	0.27	-0.0062278616	0.5381156848828957	False	False	False	0.020754404	False
FSIP1	-0.0207479	-0.020846765	-0.0581406368874013	0.0153456135652959	0.869	0.262	-0.0090778405	0.5292773814519514	False	False	False	0.0207479	False
ENSG00000248596	0.020745365	0.020325374	-0.030992690520361	0.0872207466512918	0.759	0.482	-0.017708175	0.7434629926305671	True	False	False	0.020745365	False
INKA1	0.020741563	0.020363882	0.0037807998945936	0.0388916945084929	0.993	0.014	-0.0002944141	0.0762767987065481	False	True	False	0.020741563	False
BHLHE40-AS1	0.020740502	0.021327853	-0.0173091245815157	0.0605993725359439	0.86	0.28	-0.010368839	0.5494025853033656	False	False	False	0.020740502	False
ENSG00000230730	-0.020737913	-0.020392943	-0.0489415773190557	0.0078604092122986	0.931	0.138	-0.0049125687	0.3629096300920868	True	False	False	0.020737913	False
LRP3	0.020737462	0.020416323	-0.0174545251764357	0.0563198304735124	0.845	0.31	-0.0061503616	0.5830103806228373	False	False	False	0.020737462	False
ENSG00000268912	-0.02073595	-0.019171514	-0.0570099302567541	0.0072532098740339	0.909	0.182	0.008862857	0.4298154040227065	True	False	False	0.02073595	False
PLAUR	-0.0207358	-0.018372059	-0.1080895783379674	0.0738414039835333	0.647	0.706	-0.07289606	0.8714045071039848	False	False	False	0.0207358	False
ENSG00000238273	0.020732287	0.020025637	-0.0028634326823521	0.0533472599461674	0.954	0.092	-0.0034351607	0.280106252258764	True	False	False	0.020732287	False
NUB1	0.020731356	0.020764615	-0.0652920009568333	0.1083153782412409	0.697	0.606	-0.024718735	0.8301552095613643	False	False	False	0.020731356	False
TEX264	0.02071775	0.024305202	-0.0597776878625154	0.0910221084952354	0.725	0.55	-0.016093219	0.791979318007008	False	False	False	0.02071775	False
ENSG00000260912	0.02071664	0.017618366	-0.0697586325928568	0.132904877513647	0.643	0.714	-0.03247804	0.8718157837524458	True	False	False	0.02071664	False
CEROX1	0.020716323	0.020202298	0.0031959352781996	0.0431273362599313	0.991	0.018	-0.014705049	0.092057064804978	False	True	False	0.020716323	False
NKIRAS1	0.020711157	0.01849628	-0.0431618238799274	0.0898100800812244	0.742	0.516	-0.016308617	0.7673168880455409	False	False	False	0.020711157	False
ENSG00000251357	0.020710802	0.020560775	-0.0105538761941716	0.0498605001717805	0.892	0.216	-0.010078278	0.4744031806035325	True	False	False	0.020710802	False
COG3	-0.02070995	-0.019802574	-0.1054737038910389	0.0704875500872731	0.681	0.638	-0.024767106	0.8496749002094613	False	False	False	0.02070995	False
LINC02703	0.020704562	0.020557012	-0.0065824522171169	0.0455722440034151	0.939	0.122	-0.004188149	0.3352214611872146	False	False	False	0.020704562	False
XAGE5	-0.02069502	-0.019857204	-0.0460789235308766	0.0024271972943097	0.959	0.082	0.006565783	0.2598736010533246	False	False	False	0.02069502	False
ENSG00000244953	0.020694982	0.01885904	-0.0193161385133862	0.0854718608781695	0.649	0.702	0.008117528	0.8714045071039848	True	False	False	0.020694982	False
PRAMEF11	-0.020694781	-0.018399734	-0.0467888771556317	-9.502325859500792e-09	0.976	0.048	0.0056447135	0.1826862435057601	False	True	True	0.020694781	False
IFT27	0.020691363	0.021872973	-0.042579913791269	0.080045217461884	0.749	0.502	-0.017067088	0.7582767492940069	False	False	False	0.020691363	False
ENSG00000227193	0.020690888	0.015240699	-0.0418505747802555	0.1017669958993792	0.679	0.642	-0.012228712	0.8521058726220018	True	False	False	0.020690888	False
GIP	0.020687018	0.020234857	-0.0023132909787818	0.0430212535895407	0.955	0.09	-0.0023365237	0.2759617834394904	False	False	False	0.020687018	False
ENSG00000251293	-0.020682001	-0.020261588	-0.0411231544800102	-0.0012274212145712	0.979	0.042	-0.0054372028	0.1667824652368607	True	True	False	0.020682001	False
RGPD4-AS1	0.020681296	0.020163033	0.0006178911280585	0.0411188338883221	0.978	0.044	-0.0045310864	0.1723081929110982	False	True	False	0.020681296	False
DENND2A	-0.020681122	-0.016845345	-0.0984434681013226	0.055080138798803	0.659	0.682	-0.025176171	0.8699385267620562	False	False	False	0.020681122	False
ENSG00000230552	-0.020679498	-0.020456739	-0.0584623651579022	0.0129447755869477	0.877	0.246	0.004688956	0.5101044858777922	True	False	False	0.020679498	False
CCDC70	0.020675164	0.020063791	-0.0006594042235519	0.0446024099364876	0.972	0.056	-0.008204476	0.2034376886589047	False	False	False	0.020675164	False
SYT9-AS1	0.020672472	0.021902926	-0.0110599147388711	0.0528957244940102	0.901	0.198	-0.012615651	0.4516485480268057	False	False	False	0.020672472	False
ENSG00000279687	0.020670034	0.019915063	0.0019218476663809	0.0426822191104292	0.985	0.03	0.0036518106	0.1312738605375925	True	True	False	0.020670034	False
CSNK1G3	0.020668397	0.022331446	-0.0909400403499603	0.1475993137806653	0.658	0.684	-0.028940205	0.8707689765258215	False	False	False	0.020668397	False
MGAM2	-0.020667467	-0.024714	-0.1144056428223848	0.1180873550474642	0.661	0.678	-0.018451884	0.8677926162260712	False	False	False	0.020667467	False
ENSG00000248927	-0.020663882	-0.019961607	-0.0406682459637522	-0.0061991070513613	1.0	0.0009990009990009	-0.0047997227	0.0126510092688221	True	True	False	0.020663882	False
ENSG00000225458	0.02066179	0.021282911	-0.0072649662266485	0.0478787060827016	0.925	0.15	-0.005617732	0.3819768759918385	True	False	False	0.02066179	False
CCN2	-0.020660345	-0.020767407	-0.0648481799289584	0.0287881815806031	0.801	0.398	-0.005659159	0.6698868188402177	False	False	False	0.020660345	False
SERTAD4	-0.02065977	-0.021618227	-0.0835827559232711	0.040284068044275	0.732	0.536	0.015176976	0.7815043267566633	False	False	False	0.02065977	False
GRIK1-AS1	0.020656921	0.01806495	-2.388571296307873e-08	0.0550319591537118	0.96	0.08	7.394135e-05	0.2557965651390075	False	False	False	0.020656921	False
ATOX1	-0.020655591	-0.021192554	-0.0963850254192948	0.0709197837859391	0.688	0.624	-0.015064845	0.8409338932213557	False	False	False	0.020655591	False
BCKDK	-0.020653415	-0.019791711	-0.0800610404461622	0.0369448378682136	0.738	0.524	-0.0075349286	0.7727681400437637	False	False	False	0.020653415	False
NECAB3	-0.02065115	-0.019321226	-0.0653918918222189	0.0244861722458153	0.799	0.402	-0.016785728	0.6738259052924792	False	False	False	0.02065115	False
AMBN	-0.020648794	-0.020386998	-0.0481516627594828	0.0037667186348699	0.951	0.098	-0.0001510934	0.2917575757575757	False	False	False	0.020648794	False
CMTM2	0.020648202	0.022443276	-0.0202731494326144	0.0607506515458226	0.85	0.3	-0.010708978	0.5728354487760653	False	False	False	0.020648202	False
NAA40	0.020647388	0.022271963	-0.0204301720485091	0.0651521680876612	0.84	0.32	-0.03159454	0.5928832197053002	False	False	False	0.020647388	False
CXCR5	-0.020645246	-0.020412933	-0.0405340206809341	-0.0029135632154066	0.985	0.03	0.0010651712	0.1312738605375925	False	True	True	0.020645246	False
ENSG00000282375	-0.020643221	-0.01950704	-0.0563177018426358	0.0057869480573572	0.918	0.164	0.0068874527	0.4037457627118644	True	False	False	0.020643221	False
RNU6-817P	0.020641087	0.01916673	3.5105233919807696e-08	0.0670833813026547	1.0	0.0009990009990009	-0.0019585954	0.0126510092688221	False	True	False	0.020641087	False
ENSG00000235445	0.020640964	0.020811535	-0.0026609234628267	0.0442072298377752	0.96	0.08	-0.0048504197	0.2557965651390075	True	False	False	0.020640964	False
ZNF626	-0.020639297	-0.020615995	-0.0421182828024029	-0.000407824217109	0.977	0.046	-0.010194615	0.1774187936362596	False	True	False	0.020639297	False
