group_id	donor_id	carrier_group	study_id	n_cells_sampled	M02	M03	M04	M05	M06	M09	M10
Pelka_2021_Cell.C129__tumor_epithelial	Pelka_2021_Cell.C129	tumor_epithelial	Pelka_2021_Cell	4	-0.17621428217003476	-0.4849674751466448	0.3693244687821761	0.4387628259271883	-0.46988807136983174	0.3741779997792104	0.2666728802438021
Pelka_2021_Cell.C130__normal_epithelial	Pelka_2021_Cell.C130	normal_epithelial	Pelka_2021_Cell	82	-0.10484365443560525	-0.4652945689237578	0.080766336247799	0.15431137822758648	-0.4107595086474758	0.06229495939311754	-0.01859500806517109
Pelka_2021_Cell.C130__tumor_cancer	Pelka_2021_Cell.C130	tumor_cancer	Pelka_2021_Cell	146	0.1474284256113392	-0.3671241799095944	-0.24603352495815234	-0.1700358171499154	-0.24658193935208697	-0.12035106444175743	-0.3000112283097115
Pelka_2021_Cell.C130__tumor_epithelial	Pelka_2021_Cell.C130	tumor_epithelial	Pelka_2021_Cell	2	-0.1476685305809782	-0.4376239211109184	0.31714231057158226	0.170342616756527	-0.30153942353131297	0.33216122489937056	0.21200202507432164
Pelka_2021_Cell.C132__normal_epithelial	Pelka_2021_Cell.C132	normal_epithelial	Pelka_2021_Cell	36	-0.3157481907096072	-0.5977316212424245	0.22789035268925095	0.3400330062936223	-0.5486272380588695	0.23607002096063606	-0.023450214541601656
Pelka_2021_Cell.C132__tumor_cancer	Pelka_2021_Cell.C132	tumor_cancer	Pelka_2021_Cell	79	0.0729746159296462	-0.4759307523193691	-0.16046669872862715	-0.11985136664572114	-0.3876753116173953	-0.26170975665467744	-0.16412373673483813
Pelka_2021_Cell.C133__normal_epithelial	Pelka_2021_Cell.C133	normal_epithelial	Pelka_2021_Cell	28	-0.16085956381931552	-0.3877608885657788	0.03552903823882878	0.07354383408431356	-0.2142907056198847	0.4332590737610203	0.0804469346769291
Pelka_2021_Cell.C133__tumor_cancer	Pelka_2021_Cell.C133	tumor_cancer	Pelka_2021_Cell	54	0.11251603007009463	-0.3281522023104694	-0.23128295808025287	-0.2074861447320467	-0.2339199935998679	-0.3001797369914041	-0.2521328860100134
Pelka_2021_Cell.C133__tumor_epithelial	Pelka_2021_Cell.C133	tumor_epithelial	Pelka_2021_Cell	17	0.02554150178368305	-0.3013809165894873	-0.2031777620359539	-0.3093049465018388	-0.3287532999392319	-0.37281884439618385	-0.35006177026589447
Pelka_2021_Cell.C134__normal_epithelial	Pelka_2021_Cell.C134	normal_epithelial	Pelka_2021_Cell	67	-0.041161636809869506	-0.3977538561927209	-0.1513314363717523	-0.04678038474157303	-0.3132219709181222	0.19141214267499815	-0.2522147822109078
Pelka_2021_Cell.C134__tumor_cancer	Pelka_2021_Cell.C134	tumor_cancer	Pelka_2021_Cell	72	-0.16446908759414272	-0.46516903066723597	0.07190998298791598	0.033263826835999516	-0.4744918374918878	-0.2546188029732926	-0.12172513132105975
Pelka_2021_Cell.C135__normal_epithelial	Pelka_2021_Cell.C135	normal_epithelial	Pelka_2021_Cell	27	-0.12377267624291977	-0.37887599451242426	0.0514688891753202	0.11510797670681167	-0.28805349073150105	0.13508532314862898	0.008730649598434665
Pelka_2021_Cell.C135__tumor_cancer	Pelka_2021_Cell.C135	tumor_cancer	Pelka_2021_Cell	56	-0.14993224037490685	-0.4482381222140997	0.1971526235681687	0.16647442612897687	-0.361113599837679	0.001183931378482779	0.12944954996757788
Pelka_2021_Cell.C135__tumor_epithelial	Pelka_2021_Cell.C135	tumor_epithelial	Pelka_2021_Cell	6	-0.1569731696690173	-0.4314949422765684	0.1008831776971373	-0.05005727988866426	-0.42507668973814616	-0.06343937209879849	-0.22220329221225477
Pelka_2021_Cell.C136__normal_epithelial	Pelka_2021_Cell.C136	normal_epithelial	Pelka_2021_Cell	104	-0.11166601085617574	-0.43318058330943743	0.04824563043745338	0.1569153046780171	-0.30438262722509485	0.24633322849057537	0.0176049405810277
Pelka_2021_Cell.C136__tumor_cancer	Pelka_2021_Cell.C136	tumor_cancer	Pelka_2021_Cell	69	0.016939536360325122	-0.41963130882681104	-0.171919488179655	-0.21154138401985764	-0.38412450841704626	-0.44470635263653474	-0.4071436538679782
Pelka_2021_Cell.C137__normal_epithelial	Pelka_2021_Cell.C137	normal_epithelial	Pelka_2021_Cell	33	-0.14415122462979296	-0.4390393182311807	0.04246863806109978	0.10614422502872645	-0.3617769157222287	0.10681232595506474	-0.033352866889917704
Pelka_2021_Cell.C137__tumor_cancer	Pelka_2021_Cell.C137	tumor_cancer	Pelka_2021_Cell	25	0.13093313573745402	-0.4065984455569828	-0.26082093328488176	-0.22256373793669829	-0.3192694954944598	-0.2390130792186913	-0.42307054052285675
Pelka_2021_Cell.C138__normal_epithelial	Pelka_2021_Cell.C138	normal_epithelial	Pelka_2021_Cell	27	-0.1300819864018319	-0.35050379899017015	0.02329036142531414	0.03628120361998783	-0.2372790804060107	0.33615163007337456	-0.06771082423694798
Pelka_2021_Cell.C138__tumor_cancer	Pelka_2021_Cell.C138	tumor_cancer	Pelka_2021_Cell	28	-0.1282818621501063	-0.4099225011367692	0.12993374698364105	0.07623141519510211	-0.3756204491990398	-0.10162893341156738	0.021328241716942205
Pelka_2021_Cell.C138__tumor_epithelial	Pelka_2021_Cell.C138	tumor_epithelial	Pelka_2021_Cell	6	-0.03829263700939096	-0.29541720396925547	-0.2556174192644367	-0.2633593828110335	-0.37327915641265375	-0.2245576913972891	-0.6504710900025636
Pelka_2021_Cell.C139__normal_epithelial	Pelka_2021_Cell.C139	normal_epithelial	Pelka_2021_Cell	51	-0.10559733329919145	-0.4302658989953737	-0.03399656664474171	0.1384160598211347	-0.3848351648203585	0.10707747297042058	-0.0639526029352155
Pelka_2021_Cell.C139__tumor_cancer	Pelka_2021_Cell.C139	tumor_cancer	Pelka_2021_Cell	174	-0.02012812954593808	-0.35886570814929947	-0.2531524865287032	-0.2796224414122711	-0.3702914729241791	-0.19341907673139141	-0.3898548300049496
Pelka_2021_Cell.C139__tumor_epithelial	Pelka_2021_Cell.C139	tumor_epithelial	Pelka_2021_Cell	5	-0.17195228970714227	-0.32533959790657097	-0.13210619367709925	-0.4842472553981553	-0.3289743777837774	-0.5504365425036455	-0.4684482341211353
Pelka_2021_Cell.C140__normal_epithelial	Pelka_2021_Cell.C140	normal_epithelial	Pelka_2021_Cell	55	-0.2630160940299057	-0.5207720453596203	0.329872464788389	0.44197235145846686	-0.43215269587799193	0.38810062623609376	0.39156160977468435
Pelka_2021_Cell.C140__tumor_cancer	Pelka_2021_Cell.C140	tumor_cancer	Pelka_2021_Cell	135	-0.004867373291764811	-0.45697598472675144	-0.06284219994410213	0.029277210735394	-0.3799363658201241	-0.3436955727654484	-0.08228358062107143
Pelka_2021_Cell.C140__tumor_epithelial	Pelka_2021_Cell.C140	tumor_epithelial	Pelka_2021_Cell	3	-0.07808381844509478	-0.41960307860121726	0.01077038667759979	-0.039491490835766835	-0.47244266876313173	-0.32216791485808577	-0.2943548576040955
Pelka_2021_Cell.C142__normal_epithelial	Pelka_2021_Cell.C142	normal_epithelial	Pelka_2021_Cell	66	-0.09257569408365049	-0.40316002563171843	-0.00352538251780847	0.1161578932367058	-0.303035320979169	0.1674307663311994	0.02472362744184891
Pelka_2021_Cell.C142__tumor_cancer	Pelka_2021_Cell.C142	tumor_cancer	Pelka_2021_Cell	54	-0.008664796580004618	-0.4002971399770924	0.0037436868316650953	0.09814571882818712	-0.27171572398606875	0.17662712979405215	0.0790889446915263
Pelka_2021_Cell.C142__tumor_epithelial	Pelka_2021_Cell.C142	tumor_epithelial	Pelka_2021_Cell	5	-0.28050299910043786	-0.422247722958313	0.48702796766566364	0.568901531392801	-0.2131142309412355	0.5649336856843475	0.5242061984408586
Pelka_2021_Cell.C143__normal_epithelial	Pelka_2021_Cell.C143	normal_epithelial	Pelka_2021_Cell	74	-0.13502373035522178	-0.4480451990229269	0.02874982590867344	0.14086464359924866	-0.3813946218516055	0.19672782652065415	-0.034471643142005653
Pelka_2021_Cell.C143__tumor_cancer	Pelka_2021_Cell.C143	tumor_cancer	Pelka_2021_Cell	66	-0.025816397519059214	-0.482517564079815	-0.10836533195155924	0.031109551580503436	-0.40793697141243807	-0.14645129979765603	-0.09799686895123487
Pelka_2021_Cell.C143__tumor_epithelial	Pelka_2021_Cell.C143	tumor_epithelial	Pelka_2021_Cell	1	-0.21487527041895094	-0.5488302563769898	0.39424218104729647	0.44189383294661455	-0.3434586403472462	0.1141411192708559	0.647436933712916
Pelka_2021_Cell.C144__tumor_cancer	Pelka_2021_Cell.C144	tumor_cancer	Pelka_2021_Cell	51	-0.0728956099559447	-0.4580956415252173	-0.0006503439463899114	0.06930344126351086	-0.3476189829472256	0.16144238887192122	-0.055757095920007736
Pelka_2021_Cell.C144__tumor_epithelial	Pelka_2021_Cell.C144	tumor_epithelial	Pelka_2021_Cell	3	-0.27052138356326993	-0.40670807988702734	0.4667909311859982	0.4757387462407318	-0.3613293331652699	0.4341796611681404	0.5655993134336612
Pelka_2021_Cell.C145__tumor_cancer	Pelka_2021_Cell.C145	tumor_cancer	Pelka_2021_Cell	112	-0.012647880855906775	-0.4399899057459205	0.004834748744088457	0.10731712110124395	-0.3655074137552045	-0.12378211795072197	-0.001958470326403009
Pelka_2021_Cell.C145__tumor_epithelial	Pelka_2021_Cell.C145	tumor_epithelial	Pelka_2021_Cell	24	-0.01192668110196609	-0.42896461049069906	-0.026709262047923774	-0.009835929687593963	-0.37556873851071515	-0.3017309137005336	-0.044340451012466774
Pelka_2021_Cell.C146__tumor_cancer	Pelka_2021_Cell.C146	tumor_cancer	Pelka_2021_Cell	100	0.14752595641744629	-0.43781151758066345	-0.2769897083781775	-0.17407885670463605	-0.32920396353117964	-0.09575397598239309	-0.2442116908612221
Pelka_2021_Cell.C146__tumor_epithelial	Pelka_2021_Cell.C146	tumor_epithelial	Pelka_2021_Cell	9	-0.03429526237801885	-0.463306344008357	-0.07647269417194033	-0.0641888232423289	-0.42427814309809175	0.09140342719786176	-0.006153681899825281
Pelka_2021_Cell.C147__tumor_cancer	Pelka_2021_Cell.C147	tumor_cancer	Pelka_2021_Cell	115	0.07732763423247424	-0.398934392130805	-0.20509814366195184	-0.13449893791808734	-0.3116801668546387	-0.1623859605929399	-0.33249962619831963
Pelka_2021_Cell.C149__tumor_cancer	Pelka_2021_Cell.C149	tumor_cancer	Pelka_2021_Cell	83	-0.08831631803191485	-0.49432496501938733	-0.037396818822182286	0.12461719929514668	-0.4268332906095596	-0.04150927155406327	-0.08224696343129934
Pelka_2021_Cell.C149__tumor_epithelial	Pelka_2021_Cell.C149	tumor_epithelial	Pelka_2021_Cell	1	-0.4602124080231269	-0.6203463270818674	0.6833579699938306	0.82100720979163	-0.7570605936469318	0.4646458915820403	0.2840289712926477
Pelka_2021_Cell.C150__tumor_cancer	Pelka_2021_Cell.C150	tumor_cancer	Pelka_2021_Cell	77	-0.050438440478135754	-0.4786761139912665	-0.06900850451348735	0.005659995772787982	-0.4117532939093597	-0.1389782610394776	-0.1311856547104041
Pelka_2021_Cell.C151__normal_epithelial	Pelka_2021_Cell.C151	normal_epithelial	Pelka_2021_Cell	108	-0.13253393504469524	-0.3987198584392994	-0.03362150450939591	0.02461717137127167	-0.30579204158417006	0.25871381380171327	-0.11777172705572521
Pelka_2021_Cell.C151__tumor_cancer	Pelka_2021_Cell.C151	tumor_cancer	Pelka_2021_Cell	20	0.23509329731802925	-0.37080171486512026	-0.3692130630478427	-0.32009233633279355	-0.25180354976793673	-0.4142044953625004	-0.3189506081047257
Pelka_2021_Cell.C152__normal_epithelial	Pelka_2021_Cell.C152	normal_epithelial	Pelka_2021_Cell	66	-0.17950880454533738	-0.46129309085551945	0.13997971248477847	0.2261331759466718	-0.35514879124436244	0.3746282251415068	0.09359826121212247
Pelka_2021_Cell.C152__tumor_cancer	Pelka_2021_Cell.C152	tumor_cancer	Pelka_2021_Cell	57	0.03210400793992266	-0.4512148378681642	-0.053438572381721255	0.047275379831754984	-0.36916695196914534	0.04202461883855125	-0.022403868822480053
Pelka_2021_Cell.C152__tumor_epithelial	Pelka_2021_Cell.C152	tumor_epithelial	Pelka_2021_Cell	1	-0.4675920049919045	-0.6394238134690459	0.5063449464375473	0.5748155269758977	-0.3769138714509984	0.35405490877275647	0.7062617300400607
Pelka_2021_Cell.C153__tumor_cancer	Pelka_2021_Cell.C153	tumor_cancer	Pelka_2021_Cell	137	0.0471058347711166	-0.45077286370137976	-0.14439862319721217	-0.04295203946099875	-0.39269873440117076	-0.2724312340924647	-0.15790875784117644
Pelka_2021_Cell.C162__normal_epithelial	Pelka_2021_Cell.C162	normal_epithelial	Pelka_2021_Cell	35	-0.1972256197532697	-0.38299778652522565	0.06609245547902282	0.10859607878392805	-0.3170465367077445	0.28674203334512455	0.01260377002968105
Pelka_2021_Cell.C162__tumor_cancer	Pelka_2021_Cell.C162	tumor_cancer	Pelka_2021_Cell	349	-0.048181741395127625	-0.3366729827104292	-0.15954287279633536	-0.17325399302605135	-0.3232645347452447	-0.1960594073225197	-0.3164985337471513
Pelka_2021_Cell.C162__tumor_epithelial	Pelka_2021_Cell.C162	tumor_epithelial	Pelka_2021_Cell	394	-0.1004218048781302	-0.30605684899874713	-0.20207398680226116	-0.24267175477855524	-0.2901993555091342	-0.017595871676388628	-0.29956418664835616
Pelka_2021_Cell.C112__normal_epithelial	Pelka_2021_Cell.C112	normal_epithelial	Pelka_2021_Cell	39	-0.12101509103904827	-0.45872814059042727	-0.01877840519958452	0.15148422810724976	-0.36090794935054055	0.16610923937926436	-0.01692207095902433
Pelka_2021_Cell.C114__normal_epithelial	Pelka_2021_Cell.C114	normal_epithelial	Pelka_2021_Cell	19	-0.06897590886876126	-0.4062454354068371	-0.08959013303443833	0.0708800620029583	-0.3295948963008048	0.10589172371056566	-0.08065378063508469
Pelka_2021_Cell.C115__normal_epithelial	Pelka_2021_Cell.C115	normal_epithelial	Pelka_2021_Cell	18	-0.248677996581562	-0.4420235752380384	0.2783536977608247	0.30352112378006796	-0.30184221062551	0.4683376908531287	0.24329345157274743
Pelka_2021_Cell.C115__tumor_cancer	Pelka_2021_Cell.C115	tumor_cancer	Pelka_2021_Cell	22	0.035808263642028895	-0.3779563284056919	-0.030810027510603293	-0.029505280904367368	-0.2682971694094463	-0.09676179531858754	-0.019375955602381298
Pelka_2021_Cell.C115__tumor_epithelial	Pelka_2021_Cell.C115	tumor_epithelial	Pelka_2021_Cell	1	-0.4332624165373405	-0.5606305979319102	0.781378826819686	0.833404552046321	-0.5754636785535385	0.9401813146545943	0.5572492164804576
Pelka_2021_Cell.C116__normal_epithelial	Pelka_2021_Cell.C116	normal_epithelial	Pelka_2021_Cell	52	-0.08973564466929268	-0.4620908015609389	-0.07852736475608056	0.10018947437001445	-0.3703508553326038	0.1249749954459671	-0.17345842704211462
Pelka_2021_Cell.C118__tumor_cancer	Pelka_2021_Cell.C118	tumor_cancer	Pelka_2021_Cell	54	0.03302814971643292	-0.3786271009151849	-0.09133035406603617	0.020872954166612657	-0.2912110758626476	-0.03786480078182709	-0.11490216688340751
Pelka_2021_Cell.C118__tumor_epithelial	Pelka_2021_Cell.C118	tumor_epithelial	Pelka_2021_Cell	1	0.1506289800745181	-0.3754656596246606	-0.4867572137610428	-0.2227187508922415	-0.24786835326113163	-0.24370756069578978	-0.4128855338966027
Pelka_2021_Cell.C154__tumor_cancer	Pelka_2021_Cell.C154	tumor_cancer	Pelka_2021_Cell	91	0.08415069240194024	-0.2558770200310388	-0.15453846619317743	-0.27545038266633765	-0.21217211276745473	-0.2663391811574045	-0.442687655891113
Pelka_2021_Cell.C154__tumor_epithelial	Pelka_2021_Cell.C154	tumor_epithelial	Pelka_2021_Cell	5	-0.07523201512257247	-0.11672497465913988	-0.08782559683818103	-0.4048563035788026	-0.18155092614311227	-0.38576010013136425	-0.36775932066512845
Pelka_2021_Cell.C155__normal_epithelial	Pelka_2021_Cell.C155	normal_epithelial	Pelka_2021_Cell	46	-0.1826261855120866	-0.33149770084975405	0.004288155018337017	0.006211421539180016	-0.2420293640026367	0.24579467050633996	-0.11203585901673413
Pelka_2021_Cell.C155__tumor_cancer	Pelka_2021_Cell.C155	tumor_cancer	Pelka_2021_Cell	69	-0.022245974071957057	-0.3069474784859664	-0.10445125836529291	-0.1746788169030885	-0.27951867315026024	-0.16462065385815097	-0.28060067525189025
Pelka_2021_Cell.C155__tumor_epithelial	Pelka_2021_Cell.C155	tumor_epithelial	Pelka_2021_Cell	7	-0.16160176567584217	-0.1437724526988568	-0.03757618837384063	-0.12609756663190952	-0.20321346367931983	0.08908298844383895	-0.2548347738838823
Pelka_2021_Cell.C156__tumor_epithelial	Pelka_2021_Cell.C156	tumor_epithelial	Pelka_2021_Cell	21	0.05619715873983183	-0.037336890138425886	-0.17482840017462195	-0.35571080192635707	-0.07643067106718501	-0.192364073577769	-0.33372937464525704
Pelka_2021_Cell.C156__tumor_cancer	Pelka_2021_Cell.C156	tumor_cancer	Pelka_2021_Cell	19	0.04488502128252369	-0.3001724285240508	-0.2074724781471778	-0.22886362169096697	-0.24505452723320897	-0.1561971717084243	-0.4008569662211778
Pelka_2021_Cell.C157__normal_epithelial	Pelka_2021_Cell.C157	normal_epithelial	Pelka_2021_Cell	68	-0.17749022114494348	-0.2463233037320137	0.016563786423459712	-0.0958156079627287	-0.18352203245009055	0.309871299020321	-0.21865254065869844
Pelka_2021_Cell.C157__tumor_cancer	Pelka_2021_Cell.C157	tumor_cancer	Pelka_2021_Cell	99	0.04897670289769335	-0.15262461952535594	-0.21994035576413104	-0.316430032025013	-0.122041917284444	-0.3515603114117425	-0.4396480937035224
Pelka_2021_Cell.C157__tumor_epithelial	Pelka_2021_Cell.C157	tumor_epithelial	Pelka_2021_Cell	6	-0.15540296976586182	-0.24457260351649235	0.2438956280750344	0.16100886754110527	-0.15785002541668242	0.3457709782638308	-0.013324669004073664
Pelka_2021_Cell.C158__tumor_cancer	Pelka_2021_Cell.C158	tumor_cancer	Pelka_2021_Cell	44	0.08040083537707854	-0.18774355853613953	-0.26922812299676413	-0.42945797077006254	-0.18645649891566216	-0.39663733812162183	-0.44921903890316445
Pelka_2021_Cell.C159__tumor_cancer	Pelka_2021_Cell.C159	tumor_cancer	Pelka_2021_Cell	43	-0.057647282228301525	-0.28500999760429974	-0.1027258199843054	-0.14817686858174492	-0.29470331637148317	-0.3254745979733906	-0.29119594688020056
Pelka_2021_Cell.C159__tumor_epithelial	Pelka_2021_Cell.C159	tumor_epithelial	Pelka_2021_Cell	16	-0.09535163570817662	-0.13890825993232056	-0.1013895722227489	-0.28500863131965537	-0.23390596193699317	-0.2750308195404166	-0.3062930901752707
Pelka_2021_Cell.C160__tumor_cancer	Pelka_2021_Cell.C160	tumor_cancer	Pelka_2021_Cell	107	0.07116903546984218	-0.2471621919494363	-0.2845184846276521	-0.45383327130506734	-0.24542321958696608	-0.44605740429490626	-0.524744863512418
Pelka_2021_Cell.C160__tumor_epithelial	Pelka_2021_Cell.C160	tumor_epithelial	Pelka_2021_Cell	2	-0.014059264751791232	0.05412062633187802	-0.12303725435317055	-0.4549681020091682	-0.15217513766587173	-0.3169330653324298	-0.21045158709680784
Pelka_2021_Cell.C161__tumor_cancer	Pelka_2021_Cell.C161	tumor_cancer	Pelka_2021_Cell	99	0.02105771939832865	-0.26536967336394546	-0.23536383842302175	-0.2806395666839144	-0.2660095277136877	-0.45126204409970794	-0.45496729179285095
Pelka_2021_Cell.C161__tumor_epithelial	Pelka_2021_Cell.C161	tumor_epithelial	Pelka_2021_Cell	1	0.06548842614962638	-0.14614665045854608	-0.36436274307115957	-0.32288067459526915	-0.15076498120584456	-0.9555438706976739	-0.5792462539691737
Pelka_2021_Cell.C163__tumor_cancer	Pelka_2021_Cell.C163	tumor_cancer	Pelka_2021_Cell	96	0.04670588648985461	-0.19935240778623914	-0.08383205468385138	-0.3030023002618168	-0.17654780110190746	-0.22863399504473172	-0.3835879999088234
Pelka_2021_Cell.C163__tumor_epithelial	Pelka_2021_Cell.C163	tumor_epithelial	Pelka_2021_Cell	14	-0.07045229612117676	-0.28066719806887186	0.2721835560873641	0.11136996665461492	0.07335926955889364	0.2700950865328568	0.03751367415881333
Pelka_2021_Cell.C164__tumor_cancer	Pelka_2021_Cell.C164	tumor_cancer	Pelka_2021_Cell	67	0.07210792181285118	-0.23767422208923436	-0.2769179642163898	-0.3850566595229638	-0.1958822117442125	-0.23256588366916445	-0.5016565282718456
Pelka_2021_Cell.C164__tumor_epithelial	Pelka_2021_Cell.C164	tumor_epithelial	Pelka_2021_Cell	4	0.14902188779083034	-0.07033353655816661	-0.38213232295282823	-0.47604092924556884	0.08661192680451439	0.041577825047029796	-0.6860946093653632
Pelka_2021_Cell.C165__normal_epithelial	Pelka_2021_Cell.C165	normal_epithelial	Pelka_2021_Cell	6	-0.3076206189567445	-0.3492480382594091	0.3411530002302063	0.24189888479034288	-0.29625052932170537	0.3268422704103881	0.4560919903515576
Pelka_2021_Cell.C165__tumor_cancer	Pelka_2021_Cell.C165	tumor_cancer	Pelka_2021_Cell	48	-0.03562559456378835	-0.241056990448727	-0.09473219971521304	-0.24502618435358828	-0.26001037345935485	-0.13784357793355945	-0.19766084468683198
Pelka_2021_Cell.C166__tumor_cancer	Pelka_2021_Cell.C166	tumor_cancer	Pelka_2021_Cell	251	0.09600329585949074	-0.1256810869517482	-0.2319654428499309	-0.5272562087866767	-0.16086311306833986	-0.6787206360418436	-0.5708941896198035
Pelka_2021_Cell.C166__tumor_epithelial	Pelka_2021_Cell.C166	tumor_epithelial	Pelka_2021_Cell	33	0.06544418229266936	0.039910077816134516	-0.22040424155885427	-0.6045284837362455	-0.09778983177614456	-0.6577955383768755	-0.586045568483789
Pelka_2021_Cell.C167__tumor_cancer	Pelka_2021_Cell.C167	tumor_cancer	Pelka_2021_Cell	13	0.007025555017719571	-0.2547390244065917	0.10741989117444416	-0.005278343030843709	-0.08109136297700295	0.2053835979878491	-0.011829217713385423
Pelka_2021_Cell.C168__tumor_cancer	Pelka_2021_Cell.C168	tumor_cancer	Pelka_2021_Cell	33	0.07906908620189419	-0.31502513045836006	-0.26817484905100947	-0.3573539642324677	-0.2762693848467397	-0.24160630262045846	-0.4384250467616314
Pelka_2021_Cell.C169__tumor_cancer	Pelka_2021_Cell.C169	tumor_cancer	Pelka_2021_Cell	34	0.015902041111936084	-0.3689244341785362	-0.24565300846799376	-0.2602998208969443	-0.3500907128518253	-0.2999668126843732	-0.4539680398078471
Pelka_2021_Cell.C170__normal_epithelial	Pelka_2021_Cell.C170	normal_epithelial	Pelka_2021_Cell	1	-0.404351814477851	-0.7238888636875958	0.1967648173735132	0.5187431181230678	-0.5477841389216377	0.8828953611305455	0.8028652327346804
Pelka_2021_Cell.C170__tumor_cancer	Pelka_2021_Cell.C170	tumor_cancer	Pelka_2021_Cell	177	-0.12365344871358715	-0.39173449691736084	-0.03132503746133892	-0.16936629604524955	-0.4121694479077326	-0.16658311473640217	-0.3617092458879271
Pelka_2021_Cell.C171__tumor_cancer	Pelka_2021_Cell.C171	tumor_cancer	Pelka_2021_Cell	202	-0.011682354937570071	-0.20127169113211746	-0.04214531469839278	-0.1286451367144313	-0.17056852953163287	-0.13255595181843718	-0.26467050490169275
Pelka_2021_Cell.C171__tumor_epithelial	Pelka_2021_Cell.C171	tumor_epithelial	Pelka_2021_Cell	14	-0.022002711363375053	-0.05950347299814047	-0.0970659189121595	-0.2677111639973571	-0.1853987933079164	-0.10991245624198658	-0.26885339380329715
Pelka_2021_Cell.C172__tumor_epithelial	Pelka_2021_Cell.C172	tumor_epithelial	Pelka_2021_Cell	4	0.04902994071762525	-0.19128102490759172	-0.4089451422494025	-0.5556867366600448	-0.2562164497511054	-0.2593658946234593	-0.7489870308167261
Pelka_2021_Cell.C172__tumor_cancer	Pelka_2021_Cell.C172	tumor_cancer	Pelka_2021_Cell	17	0.06071254752420445	-0.3270263114128326	-0.2104708168747282	-0.2772136659424038	-0.32603663201146277	-0.33869751793769887	-0.5307707772930638
Pelka_2021_Cell.C173__tumor_epithelial	Pelka_2021_Cell.C173	tumor_epithelial	Pelka_2021_Cell	3	-0.20689875259879564	-0.12327695831916918	0.012831718417053058	-0.12615443191766165	-0.3532408127754517	0.25330724187154136	-0.007151334483968978
Pelka_2021_Cell.C173__tumor_cancer	Pelka_2021_Cell.C173	tumor_cancer	Pelka_2021_Cell	32	-0.13013413260192844	-0.30323419479934544	0.12013012089580448	-0.002554887456016179	-0.2866781575329816	-0.021792543349610023	-0.07850175782656794
Pelka_2021_Cell.C158__tumor_epithelial	Pelka_2021_Cell.C158	tumor_epithelial	Pelka_2021_Cell	2	0.070141724838817	0.1703796930914549	-0.38838729449991016	-0.9704906352916556	-0.03368352738053605	-0.49098335077340394	-0.747173731180365
Qi_2022_Nat_Commun.P1__normal_epithelial	Qi_2022_Nat_Commun.P1	normal_epithelial	Qi_2022_Nat_Commun	3	-0.3858214698834913	-0.5897760114412218	0.2609065781044016	0.3891281458400496	-0.44700900260664767	0.5216227424989727	0.0042284159466728375
Qi_2022_Nat_Commun.P2__normal_epithelial	Qi_2022_Nat_Commun.P2	normal_epithelial	Qi_2022_Nat_Commun	2	-0.47353465081810586	-0.5086979035546351	0.28142393220359685	0.43085191228107383	-0.6107512066106785	0.2945717015403059	0.31003120099504067
Qi_2022_Nat_Commun.P3__normal_epithelial	Qi_2022_Nat_Commun.P3	normal_epithelial	Qi_2022_Nat_Commun	93	-0.07299705549981991	-0.3429053356930843	-0.07021541205663989	-0.0847169618236915	-0.3644901746973745	-0.2702376832083631	-0.11552501441099908
Qi_2022_Nat_Commun.P4__normal_epithelial	Qi_2022_Nat_Commun.P4	normal_epithelial	Qi_2022_Nat_Commun	13	-0.22091656107944016	-0.5284054666629999	0.10753178126948057	0.19169901199081943	-0.5178553818851175	0.01030874200205029	0.035338164677140384
Qi_2022_Nat_Commun.P5__normal_epithelial	Qi_2022_Nat_Commun.P5	normal_epithelial	Qi_2022_Nat_Commun	12	-0.14378162790073365	-0.31730436217498426	0.042725617126117284	-0.08370835409269765	-0.36195274056123866	-0.11394097293606029	-0.15979315879655062
Qi_2022_Nat_Commun.P1__tumor_cancer	Qi_2022_Nat_Commun.P1	tumor_cancer	Qi_2022_Nat_Commun	20	-0.03297440454583897	-0.19258445002308325	0.05578409631032859	0.036597464776780476	-0.10006075798173542	-0.01148155665928829	0.13143455223577752
Qi_2022_Nat_Commun.P2__tumor_cancer	Qi_2022_Nat_Commun.P2	tumor_cancer	Qi_2022_Nat_Commun	50	-0.19021872472507673	-0.40875051734518936	0.09952993509335778	0.09019207178602676	-0.3388560637471619	0.14853813114620207	0.12056011348068287
Qi_2022_Nat_Commun.P2__tumor_epithelial	Qi_2022_Nat_Commun.P2	tumor_epithelial	Qi_2022_Nat_Commun	2	-0.17827093045614298	-0.20464718083998773	0.3617758953597237	0.06759988944085762	-0.01809734674251059	-0.09610149937202123	0.5673907651581829
Qi_2022_Nat_Commun.P3__tumor_cancer	Qi_2022_Nat_Commun.P3	tumor_cancer	Qi_2022_Nat_Commun	145	-0.1858275005120707	-0.47781196998790254	0.09531703198565515	0.09014364994497208	-0.4605866894312429	-0.14723664561814895	0.03376173512968952
Qi_2022_Nat_Commun.P4__tumor_cancer	Qi_2022_Nat_Commun.P4	tumor_cancer	Qi_2022_Nat_Commun	77	-0.2545316742454345	-0.3953171936927523	0.12394163827571103	0.024206241685981338	-0.4489730836760584	0.014946461225499568	-0.028641622952613945
