gene	platform	feature_present	eligibility_information
ATG3	GSE117606	True	feature availability only
TPM3	GSE117606	True	feature availability only
TSPAN13	GSE117606	True	feature availability only
MPLKIP	GSE117606	True	feature availability only
SCUBE2	GSE117606	True	feature availability only
CATSPERB	GSE117606	True	feature availability only
DLEU1	GSE117606	True	feature availability only
UQCRC2	GSE117606	True	feature availability only
NDUFA5	GSE117606	False	feature availability only
AP1S3	GSE117606	True	feature availability only
CAT	GSE117606	True	feature availability only
GMDS	GSE117606	True	feature availability only
EIF3B	GSE117606	True	feature availability only
LDLRAD4	GSE117606	True	feature availability only
SRSF2	GSE117606	True	feature availability only
DMPK	GSE117606	True	feature availability only
RAI1	GSE117606	True	feature availability only
CDC25B	GSE117606	True	feature availability only
APBB2	GSE117606	True	feature availability only
CREBBP	GSE117606	True	feature availability only
RPS13	GSE117606	False	feature availability only
CLTC	GSE117606	True	feature availability only
NOL4L	GSE117606	True	feature availability only
SEPTIN8	GSE117606	True	feature availability only
TMEM14C	GSE117606	True	feature availability only
BBLN	GSE117606	True	feature availability only
ATP5MK	GSE117606	False	feature availability only
BCL10	GSE117606	True	feature availability only
UAP1	GSE117606	True	feature availability only
TMC5	GSE117606	True	feature availability only
PGAP4	GSE117606	True	feature availability only
MARK4	GSE117606	True	feature availability only
CDKL5	GSE117606	True	feature availability only
VDAC2	GSE117606	False	feature availability only
CHMP5	GSE117606	True	feature availability only
FAM120A	GSE117606	True	feature availability only
EIF4EBP2	GSE117606	True	feature availability only
CD164	GSE117606	True	feature availability only
STAT3	GSE117606	True	feature availability only
GGCT	GSE117606	True	feature availability only
RCAN3	GSE117606	True	feature availability only
UNK	GSE117606	True	feature availability only
SATB2-AS1	GSE117606	True	feature availability only
CS	GSE117606	False	feature availability only
ABRACL	GSE117606	True	feature availability only
MFN2	GSE117606	True	feature availability only
DSTN	GSE117606	True	feature availability only
SPINT2	GSE117606	True	feature availability only
BEX3	GSE117606	True	feature availability only
LARP1	GSE117606	True	feature availability only
HINT3	GSE117606	True	feature availability only
GNG10	GSE117606	False	feature availability only
RNF103	GSE117606	True	feature availability only
C17orf58	GSE117606	True	feature availability only
CMC2	GSE117606	True	feature availability only
YWHAE	GSE117606	True	feature availability only
TMTC2	GSE117606	True	feature availability only
SETD5	GSE117606	True	feature availability only
BSPRY	GSE117606	True	feature availability only
MRPS33	GSE117606	True	feature availability only
CRTC3	GSE117606	True	feature availability only
TNFRSF10A	GSE117606	True	feature availability only
UNG	GSE117606	True	feature availability only
CTNND1	GSE117606	False	feature availability only
PTPN14	GSE117606	True	feature availability only
PPIF	GSE117606	True	feature availability only
BANF1	GSE117606	True	feature availability only
RANGAP1	GSE117606	True	feature availability only
PATJ	GSE117606	True	feature availability only
YWHAB	GSE117606	True	feature availability only
PML	GSE117606	True	feature availability only
KLHL18	GSE117606	True	feature availability only
MDH1	GSE117606	True	feature availability only
TMEM30B	GSE117606	True	feature availability only
NFAT5	GSE117606	True	feature availability only
STARD3	GSE117606	True	feature availability only
FUCA1	GSE117606	True	feature availability only
HDAC4	GSE117606	True	feature availability only
ADIPOR1	GSE117606	True	feature availability only
PCSK6	GSE117606	True	feature availability only
CA7	GSE117606	True	feature availability only
PUS7	GSE117606	True	feature availability only
PTPRG	GSE117606	True	feature availability only
LRP5L	GSE117606	True	feature availability only
ACTB	GSE117606	True	feature availability only
TTC22	GSE117606	True	feature availability only
RTRAF	GSE117606	True	feature availability only
CHCHD2	GSE117606	False	feature availability only
ACADM	GSE117606	True	feature availability only
CDC42	GSE117606	True	feature availability only
S100A11	GSE117606	True	feature availability only
ALS2CL	GSE117606	True	feature availability only
NDE1	GSE117606	True	feature availability only
ERN1	GSE117606	True	feature availability only
SDHC	GSE117606	True	feature availability only
CREB3L2	GSE117606	True	feature availability only
NDUFC1	GSE117606	True	feature availability only
WTAP	GSE117606	True	feature availability only
CYP2J2	GSE117606	True	feature availability only
PDE3A	GSE117606	True	feature availability only
SLC12A2	GSE117606	True	feature availability only
MAT2B	GSE117606	True	feature availability only
CDK2AP2	GSE117606	True	feature availability only
H1-0	GSE117606	True	feature availability only
PFN2	GSE117606	True	feature availability only
LAMB1	GSE117606	True	feature availability only
TMEM126B	GSE117606	True	feature availability only
HSD17B2	GSE117606	True	feature availability only
DYNLT1	GSE117606	True	feature availability only
GABRB1	GSE117606	True	feature availability only
C5orf15	GSE117606	True	feature availability only
TSPYL1	GSE117606	True	feature availability only
ALDH9A1	GSE117606	True	feature availability only
HIGD1A	GSE117606	True	feature availability only
USP40	GSE117606	True	feature availability only
MAPKBP1	GSE117606	True	feature availability only
API5	GSE117606	True	feature availability only
ALDH3B1	GSE117606	True	feature availability only
C6orf132	GSE117606	True	feature availability only
SBDS	GSE117606	False	feature availability only
FBXO16	GSE117606	True	feature availability only
RALGDS	GSE117606	True	feature availability only
FGGY	GSE117606	True	feature availability only
ACSS2	GSE117606	True	feature availability only
NPAS2	GSE117606	True	feature availability only
ACTG1	GSE117606	True	feature availability only
SOWAHC	GSE117606	True	feature availability only
NORAD	GSE117606	True	feature availability only
FOXD2	GSE117606	True	feature availability only
LRG1	GSE117606	True	feature availability only
TYW1	GSE117606	True	feature availability only
ACE	GSE117606	True	feature availability only
EPB41L3	GSE117606	True	feature availability only
RPS24	GSE117606	True	feature availability only
TMEM170A	GSE117606	True	feature availability only
RAB1A	GSE117606	True	feature availability only
NUDCD3	GSE117606	True	feature availability only
DLG5	GSE117606	True	feature availability only
SGMS1	GSE117606	True	feature availability only
SH3GLB1	GSE117606	True	feature availability only
B3GALNT2	GSE117606	True	feature availability only
TMEM184B	GSE117606	True	feature availability only
ADH5	GSE117606	True	feature availability only
MAP3K20	GSE117606	True	feature availability only
TP53INP2	GSE117606	True	feature availability only
SC5D	GSE117606	True	feature availability only
GNAS	GSE117606	True	feature availability only
H2AZ2	GSE117606	True	feature availability only
CBX5	GSE117606	True	feature availability only
CAPG	GSE117606	True	feature availability only
SUMO3	GSE117606	True	feature availability only
SAMD5	GSE117606	True	feature availability only
PCNA	GSE117606	True	feature availability only
MMADHC	GSE117606	True	feature availability only
SEPHS2	GSE117606	True	feature availability only
LSM3	GSE117606	True	feature availability only
RAD51B	GSE117606	True	feature availability only
BOLA3	GSE117606	True	feature availability only
SOX4	GSE117606	True	feature availability only
THEM4	GSE117606	True	feature availability only
ARHGAP8	GSE117606	False	feature availability only
NLRC5	GSE117606	True	feature availability only
HNRNPAB	GSE117606	True	feature availability only
TBCD	GSE117606	True	feature availability only
CCDC57	GSE117606	True	feature availability only
RETNLB	GSE117606	True	feature availability only
EPB41L4B	GSE117606	True	feature availability only
ATP6AP2	GSE117606	True	feature availability only
NDUFB3	GSE117606	True	feature availability only
PDCD11	GSE117606	True	feature availability only
TPK1	GSE117606	True	feature availability only
ETFDH	GSE117606	True	feature availability only
SSR3	GSE117606	True	feature availability only
HDDC2	GSE117606	True	feature availability only
FUT8	GSE117606	True	feature availability only
CNNM4	GSE117606	True	feature availability only
FAM193B	GSE117606	True	feature availability only
MKRN1	GSE117606	True	feature availability only
SH3D19	GSE117606	True	feature availability only
TCF20	GSE117606	True	feature availability only
BPNT2	GSE117606	True	feature availability only
MAPK1IP1L	GSE117606	True	feature availability only
LTBP1	GSE117606	True	feature availability only
ACTN1	GSE117606	True	feature availability only
DDAH1	GSE117606	True	feature availability only
CYC1	GSE117606	True	feature availability only
PLEKHA2	GSE117606	True	feature availability only
MYORG	GSE117606	True	feature availability only
ACTR10	GSE117606	True	feature availability only
SEMA6A	GSE117606	True	feature availability only
ISCA2	GSE117606	True	feature availability only
MRPL35	GSE117606	True	feature availability only
NOL7	GSE117606	True	feature availability only
CHD4	GSE117606	True	feature availability only
SRP19	GSE117606	True	feature availability only
PPP6R1	GSE117606	True	feature availability only
OLFM4	GSE117606	True	feature availability only
FBXO3	GSE117606	True	feature availability only
LIN7C	GSE117606	True	feature availability only
SEMA4D	GSE117606	True	feature availability only
PHYH	GSE117606	True	feature availability only
ATP5F1E	GSE117606	False	feature availability only
COA3	GSE117606	True	feature availability only
ENSG00000226963	GSE117606	False	feature availability only
GTF2A2	GSE117606	True	feature availability only
HSH2D	GSE117606	True	feature availability only
DDX11	GSE117606	True	feature availability only
ERH	GSE117606	True	feature availability only
NOXA1	GSE117606	True	feature availability only
BUB3	GSE117606	True	feature availability only
TM9SF2	GSE117606	True	feature availability only
WASL	GSE117606	True	feature availability only
ERICH1	GSE117606	True	feature availability only
CYB561D1	GSE117606	True	feature availability only
CCDC115	GSE117606	True	feature availability only
AFDN	GSE117606	True	feature availability only
CA1	GSE117606	True	feature availability only
NDUFB9	GSE117606	True	feature availability only
GSR	GSE117606	True	feature availability only
SEC61B	GSE117606	True	feature availability only
TJP1	GSE117606	True	feature availability only
NOC2L	GSE117606	True	feature availability only
OSTC	GSE117606	False	feature availability only
COX4I1	GSE117606	True	feature availability only
IRF6	GSE117606	True	feature availability only
TMED2	GSE117606	True	feature availability only
PTK2	GSE117606	True	feature availability only
CCNY	GSE117606	True	feature availability only
SPTSSA	GSE117606	True	feature availability only
SLC35B3	GSE117606	True	feature availability only
RAP1A	GSE117606	True	feature availability only
STRAP	GSE117606	True	feature availability only
TPP1	GSE117606	True	feature availability only
UBR7	GSE117606	True	feature availability only
NSD1	GSE117606	True	feature availability only
NT5DC3	GSE117606	True	feature availability only
GATD1-DT	GSE117606	False	feature availability only
TRAPPC12	GSE117606	True	feature availability only
UBE2A	GSE117606	True	feature availability only
PIGL	GSE117606	True	feature availability only
FABP1	GSE117606	True	feature availability only
DNAI3	GSE117606	True	feature availability only
PACS2	GSE117606	True	feature availability only
SEC61G	GSE117606	True	feature availability only
PABPC1	GSE117606	False	feature availability only
ZNF3	GSE117606	True	feature availability only
STRADB	GSE117606	False	feature availability only
VIL1	GSE117606	True	feature availability only
LITAF	GSE117606	True	feature availability only
RRP12	GSE117606	True	feature availability only
ANKRD13D	GSE117606	True	feature availability only
GALNT11	GSE117606	True	feature availability only
TNFRSF10D	GSE117606	True	feature availability only
MYL12B	GSE117606	True	feature availability only
KEAP1	GSE117606	True	feature availability only
PTPRM	GSE117606	True	feature availability only
CHP1	GSE117606	True	feature availability only
CTNNBIP1	GSE117606	True	feature availability only
RCC2	GSE117606	True	feature availability only
TRAF5	GSE117606	True	feature availability only
SLC20A1	GSE117606	True	feature availability only
COTL1	GSE117606	True	feature availability only
STMP1	GSE117606	True	feature availability only
CRTC1	GSE117606	True	feature availability only
TRAP1	GSE117606	True	feature availability only
BCAS3	GSE117606	True	feature availability only
GATD3	GSE117606	False	feature availability only
PGM2L1	GSE117606	True	feature availability only
HNRNPH2	GSE117606	False	feature availability only
PRPS2	GSE117606	True	feature availability only
DGUOK	GSE117606	True	feature availability only
TMSB10	GSE117606	True	feature availability only
MED30	GSE117606	True	feature availability only
PRKRA	GSE117606	True	feature availability only
NDUFB4	GSE117606	True	feature availability only
PAG1	GSE117606	True	feature availability only
BSG	GSE117606	True	feature availability only
NCOR2	GSE117606	True	feature availability only
SPINK4	GSE117606	True	feature availability only
EEF1D	GSE117606	True	feature availability only
EIF1B	GSE117606	True	feature availability only
SUDS3	GSE117606	True	feature availability only
ADCY3	GSE117606	True	feature availability only
MYL6	GSE117606	True	feature availability only
MGAT4A	GSE117606	True	feature availability only
SLC43A2	GSE117606	True	feature availability only
CDC42BPB	GSE117606	True	feature availability only
CTPS2	GSE117606	True	feature availability only
INTS1	GSE117606	True	feature availability only
CCDC47	GSE117606	True	feature availability only
RUSC1-AS1	GSE117606	False	feature availability only
SNRPD3	GSE117606	True	feature availability only
BAZ2B	GSE117606	True	feature availability only
HSPA9	GSE117606	True	feature availability only
PRDX3	GSE117606	True	feature availability only
UBE2E3	GSE117606	False	feature availability only
SUMO2	GSE117606	False	feature availability only
NDUFC2	GSE117606	True	feature availability only
NDUFS3	GSE117606	True	feature availability only
PRXL2B	GSE117606	True	feature availability only
ZNF565	GSE117606	True	feature availability only
ATP6V1D	GSE117606	True	feature availability only
DERA	GSE117606	True	feature availability only
TSEN2	GSE117606	True	feature availability only
DSC2	GSE117606	True	feature availability only
KRAS	GSE117606	True	feature availability only
NDFIP2	GSE117606	True	feature availability only
YME1L1	GSE117606	True	feature availability only
ZP3	GSE117606	False	feature availability only
SMIM14	GSE117606	True	feature availability only
GPCPD1	GSE117606	True	feature availability only
LINC02754	GSE117606	False	feature availability only
LSM6	GSE117606	True	feature availability only
NPTN	GSE117606	True	feature availability only
PRR12	GSE117606	True	feature availability only
ZMYM5	GSE117606	True	feature availability only
ARFGEF3	GSE117606	True	feature availability only
FNBP4	GSE117606	True	feature availability only
JPH1	GSE117606	True	feature availability only
TOP6BL	GSE117606	True	feature availability only
TES	GSE117606	True	feature availability only
CAMTA1	GSE117606	True	feature availability only
NEK6	GSE117606	True	feature availability only
TMEM9B	GSE117606	True	feature availability only
COA6	GSE117606	True	feature availability only
COX10	GSE117606	True	feature availability only
IER3IP1	GSE117606	True	feature availability only
NBPF1	GSE117606	False	feature availability only
ECI2	GSE117606	True	feature availability only
RNF7	GSE117606	True	feature availability only
NBPF10	GSE117606	False	feature availability only
PANK3	GSE117606	True	feature availability only
DDX31	GSE117606	True	feature availability only
PPP6R2	GSE117606	True	feature availability only
ARL17B	GSE117606	True	feature availability only
SMYD3	GSE117606	True	feature availability only
DOCK10	GSE117606	True	feature availability only
ENSG00000227681	GSE117606	False	feature availability only
RSU1	GSE117606	True	feature availability only
LINC00467	GSE117606	True	feature availability only
PPP1R13B	GSE117606	True	feature availability only
GNA11	GSE117606	True	feature availability only
DCTPP1	GSE117606	True	feature availability only
ISCA1	GSE117606	True	feature availability only
HNRNPH3	GSE117606	True	feature availability only
KRT10	GSE117606	True	feature availability only
PABIR2	GSE117606	True	feature availability only
EIF4H	GSE117606	False	feature availability only
TMEM131	GSE117606	True	feature availability only
CIBAR1-DT	GSE117606	True	feature availability only
COPS5	GSE117606	True	feature availability only
PLCL2	GSE117606	True	feature availability only
GPD1L	GSE117606	True	feature availability only
HNRNPF	GSE117606	True	feature availability only
POLR2J3	GSE117606	False	feature availability only
ITGA3	GSE117606	True	feature availability only
SUGP2	GSE117606	True	feature availability only
LAPTM4A	GSE117606	True	feature availability only
FAM107B	GSE117606	True	feature availability only
MAGEF1	GSE117606	True	feature availability only
EIF3J	GSE117606	True	feature availability only
CNKSR3	GSE117606	True	feature availability only
PPP2R1A	GSE117606	True	feature availability only
PILRB	GSE117606	False	feature availability only
ISCU	GSE117606	True	feature availability only
HSPG2	GSE117606	True	feature availability only
VGLL4	GSE117606	True	feature availability only
ATG7	GSE117606	True	feature availability only
ZNF846	GSE117606	True	feature availability only
NCBP1	GSE117606	True	feature availability only
ZNF316	GSE117606	True	feature availability only
SELENOS	GSE117606	True	feature availability only
ACTR3C	GSE117606	True	feature availability only
ARCN1	GSE117606	True	feature availability only
GTF2IRD2B	GSE117606	False	feature availability only
PTGR1	GSE117606	True	feature availability only
PEX2	GSE117606	True	feature availability only
KLHDC10	GSE117606	True	feature availability only
POLR2J2-UPK3BL1	GSE117606	False	feature availability only
NFE2L1	GSE117606	True	feature availability only
SRGAP3	GSE117606	True	feature availability only
DCPS	GSE117606	True	feature availability only
RNF213	GSE117606	True	feature availability only
GPAT3	GSE117606	True	feature availability only
ZC3H12A	GSE117606	True	feature availability only
TMED5	GSE117606	True	feature availability only
PDHA1	GSE117606	True	feature availability only
CDH1	GSE117606	True	feature availability only
NDUFS1	GSE117606	True	feature availability only
AGR2	GSE117606	True	feature availability only
ABCC5	GSE117606	True	feature availability only
SNRPG	GSE117606	False	feature availability only
SRSF3	GSE117606	True	feature availability only
ZDHHC8	GSE117606	True	feature availability only
ZNF106	GSE117606	True	feature availability only
RBM6	GSE117606	True	feature availability only
PTMS	GSE117606	True	feature availability only
HECTD4	GSE117606	True	feature availability only
METTL16	GSE117606	True	feature availability only
MIRLET7BHG	GSE117606	True	feature availability only
TSPAN5	GSE117606	True	feature availability only
APH1A	GSE117606	True	feature availability only
KPNA6	GSE117606	True	feature availability only
GRB7	GSE117606	True	feature availability only
GNAI3	GSE117606	True	feature availability only
ADGRE3	GSE117606	True	feature availability only
CD24	GSE117606	True	feature availability only
TMEM33	GSE117606	True	feature availability only
MTDH	GSE117606	True	feature availability only
TPRKB	GSE117606	True	feature availability only
NDUFS2	GSE117606	True	feature availability only
PSMA5	GSE117606	True	feature availability only
EML2	GSE117606	True	feature availability only
ARPC5	GSE117606	True	feature availability only
TECPR2	GSE117606	True	feature availability only
TAB1	GSE117606	True	feature availability only
CMIP	GSE117606	True	feature availability only
CHD1L	GSE117606	True	feature availability only
EHBP1L1	GSE117606	True	feature availability only
MPRIP	GSE117606	True	feature availability only
CEP104	GSE117606	True	feature availability only
RPA3	GSE117606	True	feature availability only
TMT1A	GSE117606	True	feature availability only
OSBPL10	GSE117606	True	feature availability only
PFKFB3	GSE117606	True	feature availability only
GSTM4	GSE117606	True	feature availability only
COX7A2L	GSE117606	True	feature availability only
FAM193A	GSE117606	True	feature availability only
HOXA3	GSE117606	True	feature availability only
CPNE3	GSE117606	True	feature availability only
IQCK	GSE117606	True	feature availability only
DYNLL2	GSE117606	True	feature availability only
NPIPA2	GSE117606	False	feature availability only
COX8A	GSE117606	True	feature availability only
CHMP1B	GSE117606	True	feature availability only
RAD21	GSE117606	True	feature availability only
TGS1	GSE117606	True	feature availability only
NEDD9	GSE117606	True	feature availability only
BIRC2	GSE117606	True	feature availability only
RNF115	GSE117606	True	feature availability only
PSMG1	GSE117606	True	feature availability only
CHCHD10	GSE117606	True	feature availability only
COX5B	GSE117606	True	feature availability only
LINC02086	GSE117606	False	feature availability only
HNRNPA2B1	GSE117606	True	feature availability only
CDX2	GSE117606	True	feature availability only
JAG1	GSE117606	True	feature availability only
TRA2B	GSE117606	True	feature availability only
H2AZ1	GSE117606	True	feature availability only
SRSF7	GSE117606	True	feature availability only
PLEKHG1	GSE117606	True	feature availability only
RABGGTB	GSE117606	True	feature availability only
SAP18	GSE117606	True	feature availability only
KCNQ1OT1	GSE117606	True	feature availability only
BCL11B	GSE117606	True	feature availability only
PTPN1	GSE117606	True	feature availability only
CHCHD1	GSE117606	True	feature availability only
MT1G	GSE117606	True	feature availability only
NDUFS4	GSE117606	True	feature availability only
STARD7	GSE117606	True	feature availability only
KLHDC4	GSE117606	True	feature availability only
BTBD2	GSE117606	True	feature availability only
TRIM65	GSE117606	True	feature availability only
NFIX	GSE117606	True	feature availability only
CCDC192	GSE117606	False	feature availability only
ECHDC2	GSE117606	True	feature availability only
ZRANB3	GSE117606	True	feature availability only
ZNF506	GSE117606	True	feature availability only
SNX3	GSE117606	True	feature availability only
SUMO1	GSE117606	True	feature availability only
CREBZF	GSE117606	True	feature availability only
THADA	GSE117606	True	feature availability only
ATP2B4	GSE117606	True	feature availability only
REPS2	GSE117606	True	feature availability only
ZNF562	GSE117606	True	feature availability only
SBNO2	GSE117606	True	feature availability only
SRSF1	GSE117606	True	feature availability only
SCRIB	GSE117606	True	feature availability only
AP5M1	GSE117606	True	feature availability only
GGH	GSE117606	True	feature availability only
DOCK9	GSE117606	True	feature availability only
OAT	GSE117606	True	feature availability only
USP38	GSE117606	True	feature availability only
EIF4A2	GSE117606	True	feature availability only
GCA	GSE117606	True	feature availability only
PXMP2	GSE117606	True	feature availability only
ATP6V0D1-DT	GSE117606	False	feature availability only
CYFIP2	GSE117606	True	feature availability only
CCDC28A	GSE117606	True	feature availability only
ATP23	GSE117606	True	feature availability only
HIGD2A	GSE117606	True	feature availability only
TMEM220	GSE117606	True	feature availability only
PLAGL1	GSE117606	True	feature availability only
NAAA	GSE117606	True	feature availability only
ZFYVE9	GSE117606	True	feature availability only
SHLD1	GSE117606	True	feature availability only
ADGRG1	GSE117606	True	feature availability only
SYMPK	GSE117606	True	feature availability only
TMA7	GSE117606	False	feature availability only
NUP188	GSE117606	True	feature availability only
TAF13	GSE117606	True	feature availability only
MED4	GSE117606	True	feature availability only
ZBTB1	GSE117606	True	feature availability only
ENSG00000235419	GSE117606	False	feature availability only
NRAS	GSE117606	True	feature availability only
ZNF664	GSE117606	True	feature availability only
ARL6IP5	GSE117606	True	feature availability only
POLM	GSE117606	True	feature availability only
KIF13A	GSE117606	True	feature availability only
SEC11A	GSE117606	True	feature availability only
UBE2N	GSE117606	True	feature availability only
PCSK7	GSE117606	True	feature availability only
MEP1A	GSE117606	True	feature availability only
MXI1	GSE117606	True	feature availability only
SSU72	GSE117606	True	feature availability only
CD59	GSE117606	True	feature availability only
SOCS7	GSE117606	True	feature availability only
HELB	GSE117606	True	feature availability only
HOXB-AS4	GSE117606	False	feature availability only
CHN2	GSE117606	True	feature availability only
UBE4B	GSE117606	True	feature availability only
ELK3	GSE117606	True	feature availability only
TMEM50A	GSE117606	True	feature availability only
SNX29	GSE117606	True	feature availability only
COX7A2	GSE117606	True	feature availability only
ICA1	GSE117606	True	feature availability only
NAA20	GSE117606	True	feature availability only
C1D	GSE117606	True	feature availability only
UBALD1	GSE117606	True	feature availability only
CEP57	GSE117606	True	feature availability only
VAMP2	GSE117606	True	feature availability only
NFATC3	GSE117606	True	feature availability only
MYPOP	GSE117606	True	feature availability only
ABHD5	GSE117606	True	feature availability only
SPPL2B	GSE117606	True	feature availability only
GARNL3	GSE117606	True	feature availability only
SHLD2	GSE117606	False	feature availability only
CHEK2	GSE117606	False	feature availability only
PRKCH	GSE117606	True	feature availability only
MGAT4B	GSE117606	True	feature availability only
SEMA4B	GSE117606	True	feature availability only
UBAP2	GSE117606	True	feature availability only
SUCLG2	GSE117606	True	feature availability only
MAP4	GSE117606	True	feature availability only
PCMT1	GSE117606	True	feature availability only
NSA2	GSE117606	False	feature availability only
CA12	GSE117606	True	feature availability only
LMF1	GSE117606	True	feature availability only
SPAG16	GSE117606	True	feature availability only
ZNF282	GSE117606	True	feature availability only
FAM168A	GSE117606	True	feature availability only
POC1B	GSE117606	True	feature availability only
ATXN2L	GSE117606	True	feature availability only
SMU1	GSE117606	True	feature availability only
ANKS3	GSE117606	True	feature availability only
ENSG00000276256	GSE117606	False	feature availability only
ZMIZ2	GSE117606	True	feature availability only
SLC36A1	GSE117606	True	feature availability only
FAM118A	GSE117606	True	feature availability only
ACOT2	GSE117606	False	feature availability only
GLOD4	GSE117606	True	feature availability only
COMMD2	GSE117606	True	feature availability only
RANBP17	GSE117606	True	feature availability only
FGD5-AS1	GSE117606	True	feature availability only
YIPF2	GSE117606	True	feature availability only
MAP2K5	GSE117606	True	feature availability only
CISD2	GSE117606	True	feature availability only
SELENOT	GSE117606	True	feature availability only
BMPR2	GSE117606	True	feature availability only
HEPACAM2	GSE117606	True	feature availability only
CYB5B	GSE117606	True	feature availability only
PRKRIP1	GSE117606	False	feature availability only
EFNA5	GSE117606	True	feature availability only
BRD3	GSE117606	True	feature availability only
TMEM164	GSE117606	False	feature availability only
PPP2CA	GSE117606	True	feature availability only
BRAT1	GSE117606	True	feature availability only
PAQR5	GSE117606	True	feature availability only
NDUFB1	GSE117606	True	feature availability only
ZNF710	GSE117606	True	feature availability only
ITPA	GSE117606	True	feature availability only
C2CD2	GSE117606	True	feature availability only
RNF216	GSE117606	True	feature availability only
CBFB	GSE117606	True	feature availability only
SMIM19	GSE117606	True	feature availability only
UBE2H	GSE117606	True	feature availability only
CHD7	GSE117606	True	feature availability only
RBM22	GSE117606	True	feature availability only
CORO7	GSE117606	True	feature availability only
POMP	GSE117606	True	feature availability only
GCN1	GSE117606	True	feature availability only
DYM	GSE117606	True	feature availability only
ARL1	GSE117606	True	feature availability only
LAMTOR5	GSE117606	True	feature availability only
C18orf32	GSE117606	False	feature availability only
FKBP4	GSE117606	True	feature availability only
MMUT	GSE117606	True	feature availability only
PAPOLA	GSE117606	True	feature availability only
LPAR1	GSE117606	True	feature availability only
PEX11B	GSE117606	True	feature availability only
ZNF706	GSE117606	True	feature availability only
TMED4	GSE117606	True	feature availability only
DENND4B	GSE117606	True	feature availability only
RIDA	GSE117606	True	feature availability only
MIEN1	GSE117606	True	feature availability only
AKAP8L	GSE117606	True	feature availability only
ZNF589	GSE117606	True	feature availability only
C22orf39	GSE117606	True	feature availability only
TCOF1	GSE117606	True	feature availability only
COMMD6	GSE117606	True	feature availability only
GNAI2	GSE117606	True	feature availability only
MRFAP1	GSE117606	True	feature availability only
USP36	GSE117606	True	feature availability only
NDUFA8	GSE117606	True	feature availability only
KGD4	GSE117606	True	feature availability only
CNIH1	GSE117606	True	feature availability only
C16orf96	GSE117606	False	feature availability only
ENDOD1	GSE117606	True	feature availability only
SPMIP4	GSE117606	True	feature availability only
DAD1	GSE117606	True	feature availability only
FPGS	GSE117606	True	feature availability only
NCOA4	GSE117606	True	feature availability only
DCTN2	GSE117606	True	feature availability only
IL15RA	GSE117606	True	feature availability only
PRR13	GSE117606	False	feature availability only
MAD1L1	GSE117606	True	feature availability only
SORD	GSE117606	False	feature availability only
SMARCC1	GSE117606	True	feature availability only
DEAF1	GSE117606	True	feature availability only
DEDD	GSE117606	True	feature availability only
HLA-C	GSE117606	True	feature availability only
CBR1	GSE117606	True	feature availability only
TRIM16	GSE117606	False	feature availability only
AHCYL2	GSE117606	True	feature availability only
STXBP6	GSE117606	True	feature availability only
CHRAC1	GSE117606	True	feature availability only
ARL3	GSE117606	True	feature availability only
COX7B	GSE117606	True	feature availability only
ZMYM2	GSE117606	True	feature availability only
CASP7	GSE117606	True	feature availability only
CCDC50	GSE117606	True	feature availability only
NUPR2P1	GSE117606	False	feature availability only
C9orf152	GSE117606	True	feature availability only
RPN1	GSE117606	True	feature availability only
KDELR2	GSE117606	True	feature availability only
ARSB	GSE117606	True	feature availability only
MRTO4	GSE117606	True	feature availability only
CDKN1B	GSE117606	True	feature availability only
DHRS1	GSE117606	True	feature availability only
SERINC1	GSE117606	True	feature availability only
BRINP3	GSE117606	True	feature availability only
TCEAL8	GSE117606	True	feature availability only
SLC17A4	GSE117606	True	feature availability only
VPS53	GSE117606	True	feature availability only
SMDT1	GSE117606	True	feature availability only
HNRNPA3	GSE117606	True	feature availability only
COX19	GSE117606	True	feature availability only
EWSR1	GSE117606	True	feature availability only
TMBIM6	GSE117606	True	feature availability only
KDM2B	GSE117606	True	feature availability only
DR1	GSE117606	True	feature availability only
KCTD10	GSE117606	True	feature availability only
DNMT3A	GSE117606	True	feature availability only
CDK14	GSE117606	True	feature availability only
SETDB1	GSE117606	True	feature availability only
TOB1	GSE117606	True	feature availability only
STAT5A	GSE117606	True	feature availability only
UQCRH	GSE117606	False	feature availability only
HMGB3	GSE117606	True	feature availability only
SDCBP	GSE117606	True	feature availability only
STEAP2	GSE117606	True	feature availability only
EIF4G2	GSE117606	True	feature availability only
DMWD	GSE117606	True	feature availability only
GNG12	GSE117606	True	feature availability only
PFDN6	GSE117606	True	feature availability only
DNPH1	GSE117606	True	feature availability only
PPP1CB	GSE117606	True	feature availability only
IL18	GSE117606	True	feature availability only
BRPF3	GSE117606	True	feature availability only
ENSG00000270149	GSE117606	False	feature availability only
C1orf159	GSE117606	True	feature availability only
MRPS30	GSE117606	True	feature availability only
PGGT1B	GSE117606	True	feature availability only
GOLGA8A	GSE117606	True	feature availability only
B4GALT7	GSE117606	True	feature availability only
NOD1	GSE117606	True	feature availability only
SS18L2	GSE117606	True	feature availability only
NUP160	GSE117606	True	feature availability only
ZNF611	GSE117606	True	feature availability only
EAPP	GSE117606	True	feature availability only
PCGF5	GSE117606	True	feature availability only
BCL2L11	GSE117606	True	feature availability only
TRIM66	GSE117606	True	feature availability only
KIAA0319L	GSE117606	True	feature availability only
CCDC125	GSE117606	True	feature availability only
SCAMP2	GSE117606	True	feature availability only
KLHL42	GSE117606	True	feature availability only
SLC35A1	GSE117606	True	feature availability only
