query	result_direction	rank	sig_id	pert_id	pert_desc	cell_id	pert_time_h	pert_dose_uM	score	z_score	p_value	q_value	combined_score
full_programme	similar	17	CPC018_PHH_24H:BRD-K31491153-001-01-2:10	BRD-K31491153	-666	PHH	24	10.0	0.0322822822822823	-1.7513666065280755	0.0010885727726649	0.628333144873058	5.189548881694765
full_programme	similar	18	CPC013_MCF7_24H:BRD-K22322324-001-01-4:10	BRD-K22322324	5120-0434	MCF7	24	10.0	0.0322822822822823	-1.674719939235985	0.00156506613872812	0.759217720190308	4.698372034077885
full_programme	similar	19	CPC007_MCF7_24H:BRD-K49630153-001-05-6:10	BRD-K49630153	NCGC00183226-01	MCF7	24	10.0	0.0322822822822823	-1.6716053757689513	0.000836062167949299	0.526720562725714	5.144802548498054
full_programme	similar	20	CPC006_VCAP_24H:BRD-K19295594-001-08-5:11.1	BRD-K19295594	-666	VCAP	24	11.1	0.0322822822822823	-1.676230887521139	0.000142773007900427	0.175521907484926	6.445700965199652
full_programme	similar	21	CPC011_MCF7_24H:BRD-K63265447-001-05-8:10	BRD-K63265447	docetaxel	MCF7	24	10.0	0.0322822822822823	-1.6949429493888428	0.000744758846950947	0.506069547287668	5.3017549844425975
full_programme	similar	22	CPC019_MCF7_24H:BRD-K34363599-001-02-0:10	BRD-K34363599	-666	MCF7	24	10.0	0.0322822822822823	-1.7471644708872685	0.0011720775536055	0.651629454445429	5.121015329867557
full_programme	similar	23	CPC001_HA1E_24H:BRD-A06276885-003-01-1:10	BRD-A06276885	N-Benzylnaltrindole hydrochloride	HA1E	24	10.0	0.0315315315315315	-1.6027254812921172	0.000362715341760766	0.310549621308733	5.514071358210363
full_programme	similar	24	CVD001_HEPG2_6H:BRD-K03109492-001-01-4:10	BRD-K03109492	-666	HEPG2	6	10.0	0.0315315315315315	-1.7749286618931517	0.000507317594385314	0.394868343600744	5.8478930950361585
full_programme	similar	25	CPC020_PC3_24H:BRD-K06750613-001-01-6:10	BRD-K06750613	-666	PC3	24	10.0	0.0315315315315315	-1.7866072191454683	0.000820727445876425	0.526720562725714	5.5131144205013065
full_programme	similar	26	CPC013_VCAP_24H:BRD-K93215584-001-01-9:10	BRD-K93215584	-666	VCAP	24	10.0	0.0307807807807808	-1.7207784998695528	0.00123054699564346	0.67536520944232	5.007296446542312
full_programme	similar	27	CPC012_PHH_24H:BRD-K56001384-001-03-6:10	BRD-K56001384	A8674	PHH	24	10.0	0.0307807807807808	-1.684262598933144	0.0023633717348013	0.972822890337585	4.42366175704778
full_programme	similar	28	CPC019_VCAP_6H:BRD-K65983740-001-01-7:10	BRD-K65983740	-666	VCAP	6	10.0	0.0307807807807808	-1.8158802167940307	0.000279941017357959	0.266593334656656	6.451701587815981
full_programme	similar	29	CPC011_VCAP_6H:BRD-K19352500-050-02-7:10	BRD-K19352500	10h-phenothiazine, 2-chloro-10-[3-(4-methyl-1-piperazinyl)propyl- [cas]	VCAP	6	10.0	0.0307807807807808	-1.6716950572955651	0.00191284784471634	0.83558268759655	4.544201396096412
full_programme	similar	30	CPC012_HT29_6H:BRD-K94572506-001-01-7:10	BRD-K94572506	7983756	HT29	6	10.0	0.03003003003003	-1.7596516518655811	0.000202076509713545	0.227649823798083	6.501005168842356
full_programme	similar	31	CPC014_VCAP_6H:BRD-M30523314-002-01-5:10	BRD-M30523314	V2264	VCAP	6	10.0	0.03003003003003	-1.7321988553229162	0.00227132997529671	0.944013251577444	4.579448355175629
full_programme	similar	32	CPC020_MCF7_24H:BRD-A50774520-001-01-5:10	BRD-A50774520	-666	MCF7	24	10.0	0.03003003003003	-1.7928937793565733	0.00141032412920064	0.736275190816466	5.110968346028297
full_programme	similar	33	CPC005_VCAP_6H:BRD-A52660433-066-01-3:10	BRD-A52660433	Tetrindole mesylate	VCAP	6	10.0	0.03003003003003	-1.632551549964044	0.00355468507602858	1.0	3.9984434099845783
full_programme	similar	34	CPC012_MCF7_24H:BRD-A15010982-001-01-9:10	BRD-A15010982	10006350	MCF7	24	10.0	0.03003003003003	-1.7264143897110207	0.00182956983134388	0.82444268326316	4.726320097036748
full_programme	similar	35	CPC008_MCF7_24H:BRD-K49712247-001-04-3:10	BRD-K49712247	NCGC00167098-01	MCF7	24	10.0	0.03003003003003	-1.696326259023991	0.00112046837414541	0.63113329774725	5.0051809335954
full_programme	similar	36	CPC010_MCF7_24H:BRD-K57037351-001-05-3:10	BRD-K57037351	-666	MCF7	24	10.0	0.03003003003003	-1.7090735423066126	0.00157841521869087	0.759217720190308	4.788445916572444
full_programme	similar	37	CPC017_NPC_24H:BRD-K09549677-300-01-8:10	BRD-K09549677	-666	NPC	24	10.0	0.0292792792792793	-1.799780315826459	0.000671966309707997	0.471577143480158	5.710077519482095
full_programme	similar	38	CPC014_MCF7_24H:BRD-K99498722-001-01-8:10	BRD-K99498722	S1176	MCF7	24	10.0	0.0292792792792793	-1.7337200828371109	0.00355756709210819	1.0	4.2456150517326865
full_programme	similar	39	CPC011_VCAP_6H:BRD-A64977602-001-10-0:10	BRD-A64977602	mirtazapine	VCAP	6	10.0	0.0292792792792793	-1.7246363552325903	0.00155644249559562	0.759217720190308	4.842549371147894
full_programme	similar	40	CPC018_HT29_6H:BRD-K03600606-001-02-3:10	BRD-K03600606	-666	HT29	6	10.0	0.0292792792792793	-1.790620333490175	0.00174291014468788	0.802282154666057	4.939829083554727
full_programme	similar	41	CPC015_MCF7_24H:BRD-K14920963-304-01-9:10	BRD-K14920963	-666	MCF7	24	10.0	0.0292792792792793	-1.769007722965902	0.0016165659746522	0.760478822075673	4.938019773962729
full_programme	similar	42	CPC010_MCF7_24H:BRD-K57457519-001-07-8:10	BRD-K57457519	-666	MCF7	24	10.0	0.0292792792792793	-1.693608867181785	0.00434869587082093	1.0	3.999696077679597
