gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	observed_kme_states_0.70	bootstrap_kme_states_ci_low_gt_0.40	minimum_bootstrap_kme_ci_low	discovery_detection_fraction	heldout_detection_fraction	external_cohorts_measurable	ffpe_measurable	protein_coding	heldout_gene_direction_concordant	kme_gate_pass	detection_gate_pass	heldout_gene_gate_pass	platform_gate_pass	pre_orthogonal_gate_pass	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	protein_group_present	protein_accessions	n_samples	n_detected	detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	n_informative_sections	median_direction_oriented_difference	direction_concordant_fraction	p_paired_wilcoxon	spatial_directional_support	protein_directional_support	orthogonal_evidence_count	orthogonal_gate_pass
CNDP2	M04	yellow	4	False	down	-2.79886697440758	-2.20187765843722	0.0626472049697733	0.822707404598893	0.822707404598893	0.794723160446693	0.794723160446693	0.752488326918011	0.752488326918011	0.808561704596649	0.808561704596649	0.66656876543694	0.66656876543694	0.525180827721839	0.525180827721839	812	2	2	0.367741132586598	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.082135985205376	18.986035186379844	0.9038992011744682	3.555422263698861	1.0	128.0	2.719345834166133e-06	0.9082134805094528	0.6184605056336385	1.1979664553852671	8.077829694748527e-10	0.00013519033575568775	4.469732431094185e-08	True	Q96KP4	118	118	1.0	19.94158458709715	0.18045448194988264	0.3177354045462464	True	False	False	True	6	0.1530140072955426	0.6666666666666666	0.6875	False	False	0	False
CNOT7	M05	green	5	False	down	-2.74341073668428	-2.32008517416817	0.0487837364900784	0.845286380362407	0.845286380362407	0.831854104479586	0.831854104479586	0.569356259839875	0.569356259839875	0.517578471726196	0.517578471726196	0.700571191138025	0.700571191138025	0.796989354494121	0.796989354494121	512	2	2	0.195938352080604	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	7	15	0.875	0.9375	12.184857426544896	12.481754451163365	0.29689702461846856	0.826387468370079	0.6952380952380952	73.0	0.16236279200675482	0.955244471732017	-0.6843969739055329	2.5948859173695666	0.25351125916864603	0.3210355205588106	0.4782144207044913	True	Q9UIV1;Q9UIV1-2	118	48	0.4067796610169492	12.4664750099182	0.008012879008136848	0.038728915205994766	False	False	False	False	6	0.0	0.0	1.0	False	False	0	False
COA3	M04	yellow	4	True	down	-4.9800674216559	-4.64836576611046	3.17824145476366e-05	0.77623116014179	0.77623116014179	0.67077747959724	0.67077747959724	0.83040905235618	0.83040905235618	0.456982037873154	0.456982037873154	0.647142095314133	0.647142095314133	0.398245064859885	0.398245064859885	812	2	2	0.286076907922344	1.0	1.0	4	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.910299589390107	17.69061594403761	-0.21968364535249663	-0.18876209883978526	0.4609375	59.0	0.7874627279661603	-0.08016741915670866	-0.6097499979620065	0.44941515964858914	0.7666982918282522	0.9014375964875783	0.9123434870501066	True	Q9Y2R0	118	118	1.0	15.2142448425293	0.031232695179229473	0.09673038604052622	True	False	False	False	6	0.5463467181438038	0.6666666666666666	0.15625	False	False	0	False
COMMD1	M03	brown	3	False	not_shared	1.6064227463967	4.0010250986948	0.0003871730512431	0.823544034572376	0.823544034572376	0.436172985239342	0.436172985239342	0.330869283785552	0.330869283785552	0.688249483219478	0.688249483219478	0.704848728628394	0.704848728628394	0.526174238225547	0.526174238225547	993	2	2	0.023998879141634	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	7	4	0.875	0.25	11.620372798982713	11.712819814126753	0.09244701514404063	0.2252811746855114	0.6071428571428571	17.0	0.6484848484848484	0.2821723155476956	-1.3638666888577096	1.9282113199531008	0.7368807297500337	0.8028676971997651	0.8928627820328875	False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
COPS5	M09	magenta	9	True	down	-4.6105698392268	-3.5921681251747	0.001557596785034	0.755207151061515	0.755207151061515	0.820238652960999	0.820238652960999	0.641588216697036	0.641588216697036	0.503208822098144	0.503208822098144	0.759381675774379	0.759381675774379	0.684362376431776	0.684362376431776	72	2	2	0.223733190510253	1.0	0.959016393442623	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	14.59179807547945	15.423153176819469	0.8313551013400193	1.0182412295869603	0.84375	108.0	0.005669836064236388	1.5645739377656203	-0.5889000580422994	3.7180479335735397	0.15445163410401813	0.022679344256945552	0.3329736527437274	True	Q92905	118	118	1.0	14.1329197883606	0.0646464395760957	0.15413806475639888	True	False	True	False	6	-5.516054949981246	0.0	0.125	False	False	0	False
COPZ1	M04	yellow	4	False	not_shared	-2.39872370750866	-2.0334122145368	0.0881993252251289	0.881222359100423	0.881222359100423	0.731730913328399	0.731730913328399	0.677545803541228	0.677545803541228	0.815253411864296	0.815253411864296	0.793516723896207	0.793516723896207	0.747182672303645	0.747182672303645	812	2	2	0.35751137412274	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.21427117765865	17.813211137079964	0.5989399594213154	0.28168370613891197	0.640625	82.0	0.29074701789737456	-0.04389110109431782	-1.027098558319815	0.9393163561311791	0.9302786732651983	0.4772639727749356	0.9693297463534435	True	F8VVA7;P61923	118	118	1.0	15.9282851219177	0.0019181861435099824	0.013597808439548543	True	False	False	False	6	-0.16930880462343634	0.3333333333333333	0.21875	False	False	0	False
COX14	M04	yellow	4	False	not_shared	-1.93450504311975	-3.72213323568717	0.0010133705785146	0.878690292517757	0.878690292517757	0.781177348149585	0.781177348149585	0.723594018195405	0.723594018195405	0.501449838317166	0.501449838317166	0.6380042916463	0.6380042916463	0.58204921803663	0.58204921803663	812	2	2	0.301559428053134	0.992537313432836	1.0	4	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.14161273679435027	0.5	0.84375	False	False	0	False
COX5A	M04	yellow	4	True	down	-11.1222545448637	-8.98248015261937	7.84816353460529e-17	0.835751542867791	0.835751542867791	0.840213935940451	0.840213935940451	0.656128177466648	0.656128177466648	0.867033476298906	0.867033476298906	0.851604395910905	0.851604395910905	0.805163926323364	0.805163926323364	812	2	2	0.283169570217892	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	19.80218205735452	19.353227136127593	-0.44895492122692815	-0.6179972501843211	0.3125	40.0	0.15312364457606076	-0.3745464743954303	-1.1258929478553972	0.37679999906453665	0.3285480045592819	0.3059340659340659	0.5458112592175313	True	P20674	118	118	1.0	20.18767070770265	0.01445138460677467	0.05691347764890271	True	False	False	False	6	0.7979793929367318	1.0	0.03125	True	False	1	True
COX6C	M04	yellow	4	True	down	-7.88929682827129	-9.8176026450443	7.475940043270691e-20	0.92444795114381	0.92444795114381	0.784506820235248	0.784506820235248	0.788295376440913	0.788295376440913	0.64109041877165	0.64109041877165	0.931382182902635	0.931382182902635	0.63370379432171	0.63370379432171	812	3	3	0.562456573103915	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	21.809884356906345	21.251296160141308	-0.5585881967650366	-0.7175340722623147	0.3359375	43.0	0.2143932255656579	-0.47968112539352004	-1.3204987619074204	0.3611365111203805	0.2635042097411717	0.3906222120253872	0.49018554467109793	True	P09669	118	118	1.0	18.7335548400879	0.007672255547654914	0.03765306953387565	False	False	False	False	6	-0.4440393889161278	0.16666666666666666	0.09375	False	False	0	False
COX7A2	M04	yellow	4	True	down	-4.26783076713623	-6.40413181126265	5.5750420256547706e-09	0.900745657424486	0.900745657424486	0.738781862992117	0.738781862992117	0.802758737872069	0.802758737872069	0.749382661837656	0.749382661837656	0.811279928570008	0.811279928570008	0.579330906449449	0.579330906449449	812	3	3	0.564690942407351	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	20.254023359098674	19.314246026084106	-0.9397773330145682	-0.7427205608638237	0.2890625	37.0	0.10563842761985177	-1.5466696418836345	-3.011021406192726	-0.08231787757454323	0.038439003773093484	0.23120863403590197	0.11572990067106413	True	D6RGV5;D6RIE3;H0UI06;P14406	118	118	1.0	18.42063999176025	0.0037891900631807007	0.022384289447308213	True	False	False	False	6	-0.20788966522080088	0.16666666666666666	0.09375	False	True	1	True
COX7B	M10	purple	10	True	down	-4.09649259099927	-4.87347928198859	1.21709536091064e-05	0.831664555473393	0.831664555473393	0.48106742090461	0.48106742090461	0.790672747155558	0.790672747155558	0.189853785657074	0.189853785657074	0.709060904024601	0.709060904024601	0.482548686727479	0.482548686727479	47	3	3	0.436260098038851	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	16.785228716387476	17.262568411084597	0.4773396946971218	0.19089796379954924	0.5859375	75.0	0.5283308247368013	0.14046288293049125	-2.032232702997376	2.3131584688583584	0.8991699548212965	0.6911997255955145	0.9535766199257887	True	P24311	118	118	1.0	15.44760513305665	0.19148472673595826	0.3301817720474091	False	False	False	False	6	-0.35213160077769423	0.16666666666666666	0.21875	False	False	0	False
COX7C	M04	yellow	4	True	down	-6.49278032847219	-3.45403667729418	0.0024466662482175	0.746951863882076	0.746951863882076	0.579285125236651	0.579285125236651	0.633019268974787	0.633019268974787	0.556614383064898	0.556614383064898	0.704581254402555	0.704581254402555	0.514962939989074	0.514962939989074	812	2	2	0.346560614733558	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	19.288315924087215	19.40934970978271	0.12103378569549506	-0.2926409520594496	0.484375	62.0	0.928439054701001	-0.10082720655088018	-1.7016659800279643	1.500011566926204	0.9017536606903455	0.992548742007421	0.9535766199257887	True	D6R9Z7;P15954	118	118	1.0	14.48056030273435	0.006057321109839727	0.031165894097401177	False	False	False	False	6	0.3071149966312836	0.8333333333333334	0.0625	True	False	1	True
CPNE3	M05	green	5	True	down	-4.43388444538359	-3.87970381093649	0.0005967227718	0.866316154660408	0.866316154660408	0.892517473451737	0.892517473451737	0.543794531664914	0.543794531664914	0.689685877009887	0.689685877009887	0.778753149405253	0.778753149405253	0.790142337078227	0.790142337078227	512	2	2	0.0543056227046561	1.0	0.975409836065574	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.131902951193027	17.527506293728294	0.3956033425352672	1.0566448605230223	0.8125	104.0	0.013120843649851593	0.29992076765354825	-0.06491306609669634	0.6647546014037928	0.10712799795883528	0.04390436144373417	0.25224464767612276	True	O75131	118	118	1.0	17.5472545623779	2.4595800073767666e-07	3.923030111765943e-05	True	False	False	False	6	-0.6768370827732633	0.16666666666666666	0.0625	False	False	0	False
CRTC1	M06	red	6	True	up	4.82013919007544	7.38461471190232	1.2361947581831199e-11	0.785352514573297	0.785352514573297	0.844326312192126	0.844326312192126	0.575286199337438	0.575286199337438	0.551061382730279	0.551061382730279	0.772418072102265	0.772418072102265	0.827584986742339	0.827584986742339	231	2	2	0.136238536368483	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	True	4	10	0.5	0.625	10.784546270976863	12.26666939841674	1.482123127439877	1.4028923486963072	0.9	36.0	0.023976023976023976	1.613896760877041	-0.01100926289461479	3.238802784648697	0.05157255951738815	0.07011475919038944	0.14004810800524548	True	M0QX46;Q6UUV9;Q6UUV9-2;Q6UUV9-3	118	106	0.8983050847457628	13.8974847793579	0.547600363782212	0.7029856065625852	False	False	False	False	6	0.0	0.0		False	True	1	True
CSDE1	M05	green	5	False	not_shared	-1.51120849809269	-4.18465492831109	0.0001994152327359	0.850552338517936	0.850552338517936	0.814987623353985	0.814987623353985	0.641278770932081	0.641278770932081	0.641673851184467	0.641673851184467	0.950399709140252	0.950399709140252	0.845375514283474	0.845375514283474	512	2	2	0.170021829889632	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	15.394666021281608	15.48954944058554	0.0948834193039314	0.16178315842901922	0.484375	62.0	0.928439054701001	0.11497159690976921	-0.5736208542938976	0.8035640481134361	0.743480663003268	0.992548742007421	0.8975839276984908	True	O75534;O75534-4	118	118	1.0	15.20693016052245	0.0005319480899705117	0.006060408596449758	True	False	False	False	6	0.1789091946156618	0.6666666666666666	0.3125	False	False	0	False
CSNK1G2	M02	blue	2	False	not_shared	3.24635449753344	5.21120157141497	2.69138446488974e-06	0.822614072007602	0.822614072007602	0.124325301358953	0.124325301358953	0.748967348938967	0.748967348938967	0.425786217738391	0.425786217738391	0.601026821749084	0.601026821749084	0.462669169631042	0.462669169631042	2184	2	2	0.255373276986	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														True	P78368;Q9Y6M4;Q9Y6M4-2;Q9Y6M4-3;Q9Y6M4-4	118	29	0.2457627118644068	12.1671695709229	0.22252249800939278	0.3648560226637585	False	False	False	False	6	3.591657623612498	1.0	0.03125	True	False	1	True
CTBP2	M03	brown	3	False	not_shared	2.18944240965638	4.12425021299399	0.000248720332291	0.842459069217625	0.842459069217625	0.632026717112714	0.632026717112714	0.568725436909509	0.568725436909509	0.412035713461848	0.412035713461848	0.702233366468358	0.702233366468358	0.59596734446444	0.59596734446444	993	2	2	0.173234068887302	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.554993530416382	16.271527581203827	-0.2834659492125553	-0.4113601132120026	0.3671875	47.0	0.31962919000205303	-0.19266653490966923	-0.6552101430228978	0.2698770732035594	0.4142727961733995	0.5033075028086627	0.6487668317432483	True	P56545;P56545-2;P56545-3;Q5SQP8	118	118	1.0	15.77533006668095	0.9304684962226889	0.958033192662753	True	False	False	False	6	0.34509936210447956	0.6666666666666666	0.84375	False	False	0	False
CTSB	M02	blue	2	False	not_shared	1.89248080416104	4.07852332453538	0.0002929844412952	0.784498363772756	0.784498363772756	0.58969849757514	0.58969849757514	0.783310608395786	0.783310608395786	0.71618338907113	0.71618338907113	0.667511558791083	0.667511558791083	0.57949837774401	0.57949837774401	2184	2	2	0.314233370128903	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														True	P07858	118	118	1.0	19.1199903488159	0.02526256497644915	0.08307998172667298	True	False	False	True	6	0.4915402181757269	1.0	0.03125	True	False	1	True
CUX1	M03	brown	3	True	up	6.36591369548699	6.15020201459436	2.38064241397845e-08	0.825254071565966	0.825254071565966	0.619358961750717	0.619358961750717	0.690529568064539	0.690529568064539	0.490189612462361	0.490189612462361	0.707967589547115	0.707967589547115	0.753440616911402	0.753440616911402	993	2	3	0.416572654937674	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	11.505675239805662	12.74973002385743	1.2440547840517677	1.0793586960728885	0.7734375	99.0	0.032428199072431135	0.9359686568250954	-0.4411614276137953	2.3130987412639863	0.18282974660002194	0.08956359743814314	0.37701537808203284	True	Q13948-2	118	118	1.0	14.2388095855713	0.00404175447481421	0.02344217595392242	True	False	False	False	6	0.9609097892105427	1.0	0.03125	True	False	1	True
CWC15	M04	yellow	4	True	down	-3.57657135721006	-2.75630752704606	0.017527548012682	0.739685803287488	0.739685803287488	0.49806382834361	0.49806382834361	0.68172282957197	0.68172282957197	0.251705681004547	0.251705681004547	0.710681910114764	0.710681910114764	0.813882457150504	0.813882457150504	812	2	3	0.402250150564862	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	7	16	0.875	1.0	15.08668120108622	15.987371870123148	0.9006906690369281	1.2766693115706231	0.8392857142857143	94.0	0.00957753602793312	1.1275783719141437	0.29885277857822934	1.956303965250058	0.007658613928554424	0.03366649028000733	0.03436026789567661	True	Q9P013	118	117	0.9915254237288136	14.8931999206543	0.770179502855792	0.8650959908837945	True	False	False	False	6	-5.505857249053744	0.0	0.0625	False	False	0	False
DBI	M04	yellow	4	True	down	-5.927510530093	-4.88088625929457	1.17408776424625e-05	0.744394483543995	0.744394483543995	0.797393056961691	0.797393056961691	0.668449769583471	0.668449769583471	0.702979577143345	0.702979577143345	0.7378956032361	0.7378956032361	0.580801041411389	0.580801041411389	812	2	3	0.423757094766343	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	19.720710528239284	19.60744020820736	-0.11327032003192272	0.13885501234784817	0.4609375	59.0	0.7874627279661603	-0.09486476799243959	-0.5332506990857244	0.3435211631008453	0.6714728314492939	0.9014375964875783	0.845428939232268	True	A0A0A0MTI5;B8ZWD1;P07108;P07108-2;P07108-3;P07108-4;P07108-5	118	118	1.0	16.36587524414065	0.8698157618175691	0.92759058495343	True	False	False	False	6	-0.38398524562538583	0.3333333333333333	0.5625	False	False	0	False
DDR1	M04	yellow	4	False	not_shared	-2.65784872865149	-2.77148118910754	0.0169093054881694	0.862386269339124	0.862386269339124	0.80658316088383	0.80658316088383	0.699754949299701	0.699754949299701	0.773399849263143	0.773399849263143	0.854827426135454	0.854827426135454	0.577490401372559	0.577490401372559	812	2	3	0.445952914802517	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														False		118	0	0.0				True	False	False	False	6	0.3088912563556656	0.8333333333333334	0.15625	False	False	0	False
DDRGK1	M02	blue	2	True	up	3.17049195566926	4.20662407556917	0.000183148575009	0.855658705973228	0.855658705973228	0.859197310792155	0.859197310792155	0.829059491515422	0.829059491515422	0.801130220074359	0.801130220074359	0.609268674566976	0.609268674566976	0.809982233224437	0.809982233224437	2184	2	2	0.199205272202612	1.0	1.0	4	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	15.001325543192618	15.0976029628774	0.09627741968478176	0.48201568233106074	0.59375	76.0	0.4895774272540997	0.3224585399491957	-0.336715511340966	0.9816325912393574	0.33766635483859175	0.6586575920941244	0.5577374617234451	True	Q96HY6	118	118	1.0	16.1613550186157	0.2239409284929718	0.3648560226637585	True	False	False	False	6	5.909660879173172	1.0	0.03125	True	False	1	True
DDX5	M05	green	5	False	not_shared	-2.13195446191306	-2.8578545190592	0.0135887540706583	0.811734026488993	0.811734026488993	0.864869667628428	0.864869667628428	0.687141989103114	0.687141989103114	0.892825917321737	0.892825917321737	0.819625771189782	0.819625771189782	0.893704425513994	0.893704425513994	512	2	2	0.300620318216231	0.992537313432836	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	16.827367506842442	17.58566246824529	0.7582949614028465	1.58484020806984	0.859375	110.0	0.003562343042757634	0.9535029628947648	0.1648849326487739	1.7421209931407557	0.017799879201207767	0.016311781301048114	0.06566177660889977	True	J3KTA4;P17844	118	118	1.0	20.15322494506835	3.625300592142243e-06	0.00023008046658565932	True	False	False	True	6	-0.1760558337486735	0.3333333333333333	0.15625	False	False	0	False
DECR1	M05	green	5	True	down	-3.83795582533166	-5.01268914344911	6.5281124050568e-06	0.7619110581966	0.7619110581966	0.714273274038043	0.714273274038043	0.751834518587684	0.751834518587684	0.58645955982148	0.58645955982148	0.754334662583374	0.754334662583374	0.67900449394208	0.67900449394208	512	3	3	0.424056129106315	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.06768919824637	18.530451211076798	0.46276201283042795	0.9562871356435244	0.734375	94.0	0.07022982551317455	0.5556986628602045	0.1099329803625268	1.0014643453578822	0.014552722352527074	0.1721125301308785	0.05685310730327504	True	Q16698;Q16698-2	118	118	1.0	19.118330001831048	0.01933646782682656	0.06896609974385684	True	False	False	False	6	0.0005167382166813006	0.5	1.0	False	False	0	False
DENND4C	M03	brown	3	True	up	3.81824077104558	3.11823800018843	0.0065179927643939	0.867227511183788	0.867227511183788	0.809035908957216	0.809035908957216	0.546477130384213	0.546477130384213	0.784711974103818	0.784711974103818	0.756338921497048	0.756338921497048	0.572623062711452	0.572623062711452	993	2	2	0.175252649970866	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	11.278221728286205	12.491216207871947	1.212994479585742	2.228757923655866	0.953125	122.0	8.1580375024984e-05	1.5919020583616048	0.6645013144078791	2.5193028023153303	0.0007673316903747766	0.0008349991326086596	0.005307377525092204	True	Q5VZ89;Q5VZ89-3;Q5VZ89-7	118	113	0.9576271186440678	13.3655996322632	0.06389750020167397	0.15413806475639888	True	False	False	False	6	0.0	0.0		False	True	1	True
DLD	M05	green	5	True	down	-6.35652128466037	-4.82414504775477	1.50663415338594e-05	0.926101425003087	0.926101425003087	0.841647958636951	0.841647958636951	0.710533256381734	0.710533256381734	0.42582844706302	0.42582844706302	0.730519962937497	0.730519962937497	0.911101342239075	0.911101342239075	512	3	2	0.342302421826873	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.924421036539442	19.099432310145744	0.17501127360630164	0.051577041122300195	0.5625	72.0	0.652906776745786	0.0014227732855237596	-0.382586642460896	0.38543218903194354	0.9942060043543826	0.8028676971997651	0.9942060043543826	True	P09622	118	118	1.0	17.99383544921875	0.0005713555574309011	0.006075414094015248	True	False	False	False	6	-0.07923517156824111	0.5	0.4375	False	False	0	False
DNAJC4	M02	blue	2	False	not_shared	-1.05559410262169	2.789050308229	0.0161563229052345	0.766704883240631	0.766704883240631	0.528340435826536	0.528340435826536	0.816933545758928	0.816933545758928	0.348119175442258	0.348119175442258	0.673984970324533	0.673984970324533	0.503048138383792	0.503048138383792	2184	2	2	0.394118447442647	1.0	0.975409836065574	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	-0.4088217302067627	0.0	0.25	False	False	0	False
DNAJC7	M03	brown	3	False	up	3.19641487096865	2.18689808669364	0.0645898321600887	0.899855785861667	0.899855785861667	0.846498561754393	0.846498561754393	0.562964946006272	0.562964946006272	0.454441889310993	0.454441889310993	0.809857193378693	0.809857193378693	0.692313189990129	0.692313189990129	993	2	2	0.186627310417692	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	15.263040970350685	15.933782527858174	0.6707415575074887	0.791867948097635	0.65625	84.0	0.23814127273543073	0.4207499582918684	-0.3324010216363246	1.1739009382200614	0.2735431382393746	0.42718125212334995	0.4989907796454525	True	Q99615	118	118	1.0	14.408354759216351	0.0036885639342283103	0.022384289447308213	True	False	False	False	6	2.768799161610672	0.6666666666666666	0.125	False	False	0	False
DNAJC8	M04	yellow	4	False	not_shared	-2.39496757810924	-2.93615588769017	0.0109613644389014	0.738170038755905	0.738170038755905	0.505199155864063	0.505199155864063	0.571650388806307	0.571650388806307	0.229285503416291	0.229285503416291	0.828942712820926	0.828942712820926	0.432812622519012	0.432812622519012	812	2	2	0.364658835391589	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	False	0	0	0.0	0.0														True	O75937	118	118	1.0	14.81829500198365	0.6138168737536933	0.7531060874131852	True	False	False	False	6	-5.651256301790551	0.0	0.0625	False	False	0	False
DOCK1	M03	brown	3	False	not_shared	1.9770264393408	2.59572569422982	0.0259704070850141	0.745596516504099	0.745596516504099	0.416116457613198	0.416116457613198	0.647444039245141	0.647444039245141	0.605213621550491	0.605213621550491	0.840664767830029	0.840664767830029	0.597281018506947	0.597281018506947	993	2	2	0.388712142206269	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	9.144765259605059	11.129993511509479	1.9852282519044202	1.6797563403997717	0.8984375	115.0	0.0009436130044556481	2.0401056437270975	0.3943332659442149	3.6858780215099802	0.015116380863504543	0.005863880813402956	0.057685499387166765	True	A0A096LNH6;Q14185	118	107	0.9067796610169492	13.4432802200317	0.2869394820431615	0.43591226972776664	True	False	False	False	6	0.0	0.0		False	True	1	True
DSG2	M05	green	5	False	not_shared	-2.25821681125546	-2.42798819914694	0.038511902778088	0.832083095889232	0.832083095889232	0.870292713379806	0.870292713379806	0.684759268304985	0.684759268304985	0.736564549015337	0.736564549015337	0.834498424400477	0.834498424400477	0.926831005267639	0.926831005267639	512	2	3	0.430117699312889	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	14.972606944430673	17.4789023424972	2.506295398066527	4.77780438152981	1.0	128.0	2.719345834166133e-06	2.5354516061305006	1.9608752646562149	3.1100279476047863	5.2045390803008e-18	0.00013519033575568775	8.639534873299328e-16	True	Q14126	118	118	1.0	18.367105484008803	0.6696530918032128	0.7911827269823144	True	False	False	False	6	0.5444823503517608	1.0	0.03125	True	False	1	True
DSTN	M10	purple	10	True	down	-5.48067289243437	-5.78602752697931	1.64950838815401e-07	0.904220703495011	0.904220703495011	0.932036046501604	0.932036046501604	0.769432122612701	0.769432122612701	0.778247917218849	0.778247917218849	0.780008094820986	0.780008094820986	0.946912396750838	0.946912396750838	47	3	3	0.44144695319094	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.313644651086115	19.06895878619644	0.755314135110325	0.7074959657538901	0.734375	94.0	0.07022982551317455	0.23344584525602396	-0.3966814817130959	0.8635731722251438	0.46776774400235965	0.1721125301308785	0.6995445540936189	True	P60981;P60981-2	118	118	1.0	16.851380348205552	0.1748389020371049	0.30985338749909147	True	False	False	False	6	-0.43123201523427124	0.0	0.03125	False	False	0	False
DUSP11	M05	green	5	False	not_shared	-1.83376729100079	-1.98803185538016	0.0962821937128822	0.789991089447511	0.789991089447511	0.373699340256678	0.373699340256678	0.531594056072746	0.531594056072746	0.322276415651016	0.322276415651016	0.727069210198058	0.727069210198058	0.594315285936218	0.594315285936218	512	2	2	0.0711302024323541	0.992537313432836	0.967213114754098	5	True	True	True	True	True	True	True	True	-1	True	4	14	0.5	0.875	9.928270742744195	10.53046358031385	0.602192837569655	-0.09034457425041524	0.5535714285714286	31.0	0.7980392156862743	-0.2900616456511438	-3.742902685747765	3.1627793944454776	0.869219450793072	0.9105496624879459	0.9437334815228767	False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
DYNLL1	M04	yellow	4	True	down	-6.53180249773628	-5.28380392821244	1.91136199580169e-06	0.898164702345046	0.898164702345046	0.714132417612957	0.714132417612957	0.779232784054276	0.779232784054276	0.8549059259689	0.8549059259689	0.786200483394256	0.786200483394256	0.831744393240831	0.831744393240831	812	3	3	0.465543413510857	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.168306475367004	16.805101030314717	-0.36320544505228725	0.16807873991279787	0.5	64.0	1.0	-0.06628246414517058	-2.4231568605352742	2.2905919322449333	0.9560427525413608	1.0	0.9819937699715944	True	P63167	118	118	1.0	16.625775337219252	0.7082208925829109	0.8245345428246298	True	False	False	False	6	-0.08943450044812717	0.16666666666666666	0.21875	False	False	0	False
