gene	module	module_color	module_numeric	strict_state_shared	programme_direction	discovery_common_z	heldout_common_z	heldout_common_fdr	kme_discovery_ABS	abs_kme_discovery_ABS	kme_heldout_ABS	abs_kme_heldout_ABS	kme_discovery_GOB	abs_kme_discovery_GOB	kme_heldout_GOB	abs_kme_heldout_GOB	kme_discovery_TAC	abs_kme_discovery_TAC	kme_heldout_TAC	abs_kme_heldout_TAC	module_size	observed_kme_states_0.70	bootstrap_kme_states_ci_low_gt_0.40	minimum_bootstrap_kme_ci_low	discovery_detection_fraction	heldout_detection_fraction	external_cohorts_measurable	ffpe_measurable	protein_coding	heldout_gene_direction_concordant	kme_gate_pass	detection_gate_pass	heldout_gene_gate_pass	platform_gate_pass	pre_orthogonal_gate_pass	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	protein_group_present	protein_accessions	n_samples	n_detected	detection_fraction	median_log2_intensity_detected	archival_group_kruskal_p	archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	n_informative_sections	median_direction_oriented_difference	direction_concordant_fraction	p_paired_wilcoxon	spatial_directional_support	protein_directional_support	orthogonal_evidence_count	orthogonal_gate_pass
DYNLL2	M04	yellow	4	True	down	-4.43078063117416	-2.76575295090477	0.0171634606174178	0.764639652809021	0.764639652809021	0.810459340268868	0.810459340268868	0.717914553007169	0.717914553007169	0.662807721221861	0.662807721221861	0.588162273069367	0.588162273069367	0.503168891317089	0.503168891317089	812	2	2	0.242408821760917	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.656108056345694	15.323203598037797	-2.3329044583078975	-1.9719003052154485	0.03125	4.0	3.26321500099936e-05	-3.092097823668784	-4.629863133148332	-1.554332514189237	8.112782416718031e-05	0.00047316617514490717	0.0008161950795001171	False		118	0	0.0				False	False	False	False	6	0.4522800262881348	0.8333333333333334	0.09375	True	True	2	True
DYNLT1	M04	yellow	4	True	down	-5.23869332121413	-3.65386673016051	0.0012710577733376	0.838831247853986	0.838831247853986	0.800774581098564	0.800774581098564	0.758111935018011	0.758111935018011	0.561569864754835	0.561569864754835	0.851284398682628	0.851284398682628	0.4351146103056	0.4351146103056	812	3	3	0.520589248990147	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	12.722389901410125	13.98877630107286	1.2663863996627356	0.4933030159102296	0.6015625	77.0	0.4523006345593503	0.5041691651064776	-1.5814577257872688	2.589796056000224	0.635648216089026	0.6221368412120708	0.8348328839057907	True	P63172	118	108	0.9152542372881356	13.701869964599599	0.8432543960168981	0.9149597018006479	False	False	False	False	6	-0.9610701284794141	0.0	0.03125	False	False	0	False
EBAG9	M05	green	5	True	down	-3.71006675693486	-3.20058190942066	0.0051630950344038	0.815772510374034	0.815772510374034	0.837711020383045	0.837711020383045	0.426859928508786	0.426859928508786	0.500692931121204	0.500692931121204	0.73537379056033	0.73537379056033	0.673476417002084	0.673476417002084	512	2	2	0.0429962085395792	0.985074626865672	0.983606557377049	5	True	True	True	True	True	True	True	True	-1	True	2	8	0.25	0.5	12.618517322357043	11.046803493416498	-1.5717138289405455	-0.9759366374483306	0.25	4.0	0.4					0.5775933609958507		False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
ECHS1	M04	yellow	4	True	down	-3.89204176049817	-6.84399251978324	3.65312297111928e-10	0.687091982120386	0.687091982120386	0.575196659626792	0.575196659626792	0.741934353613032	0.741934353613032	0.562225329024491	0.562225329024491	0.745545457223525	0.745545457223525	0.493438275903689	0.493438275903689	812	2	3	0.502979423086008	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	18.886157351361412	19.725855504568898	0.8396981532074861	1.6673191355459953	0.875	112.0	0.0021618799381620756	0.6680490940331782	0.2297394848999515	1.106358703166405	0.0028147466568297285	0.010596256598315526	0.014833268096309046	True	P30084	118	118	1.0	16.98725032806395	0.8183027648065105	0.9001330412871617	True	False	True	False	6	0.22299713415265643	0.6666666666666666	0.3125	False	False	0	False
EEF2	M02	blue	2	False	not_shared	-2.11498911710618	2.37156473776527	0.0435930792523359	0.837762077819194	0.837762077819194	0.57095216410506	0.57095216410506	0.763102285216666	0.763102285216666	0.685635447326944	0.685635447326944	0.790651079868227	0.790651079868227	0.85460842702052	0.85460842702052	2184	3	3	0.486249250749627	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	20.064152670101556	19.783862003798124	-0.2802906663034328	-0.6297214158510007	0.171875	22.0	0.008748135548512451	-0.1557976108701873	-0.5659705824472009	0.2543753607068263	0.45659773672387305	0.03106480786614626	0.6951304536789142	True	P13639	118	118	1.0	20.78588485717775	0.007657500816183896	0.03765306953387565	True	False	False	False	6	0.3178785570209959	1.0	0.03125	True	False	1	True
EIF1	M04	yellow	4	True	down	-3.62101531863328	-2.32075917665579	0.0487292161179258	0.850331413713353	0.850331413713353	0.815366453288823	0.815366453288823	0.734838079480603	0.734838079480603	0.821899421529599	0.821899421529599	0.8605983448738	0.8605983448738	0.812603036169072	0.812603036169072	812	3	3	0.504818502836157	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.585466399881213	17.969764467892297	0.3842980680110841	-0.0052832467333661206	0.5546875	71.0	0.6967970185092274	-0.15605032587863277	-1.1050569865340578	0.7929563347767923	0.7472348745005801	0.8332830324440246	0.898359230070931	True	K7EM18;O60739;P41567	118	118	1.0	14.872509956359849	0.24290679646390287	0.3906907202069877	True	False	False	False	6	0.0897834385380385	0.6666666666666666	1.0	False	False	0	False
EIF3D	M02	blue	2	False	not_shared	-1.00678729781882	2.12263119349571	0.0735840886944913	0.784054141996742	0.784054141996742	0.580669123821587	0.580669123821587	0.801971090376554	0.801971090376554	0.407019980721966	0.407019980721966	0.880417193256562	0.880417193256562	0.716440829600829	0.716440829600829	2184	3	3	0.590845783438997	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.272700499093872	17.339835470745452	1.0671349716515799	1.5497457870094968	0.8359375	107.0	0.007064860477163614	1.2134503052131027	0.31165363697158444	2.115246973454621	0.008356600831302264	0.026436252108096105	0.03698113046970177	True	O15371;O15371-2;O15371-3	118	118	1.0	16.935625076293952	3.460307120911734e-05	0.0008491061319775716	True	False	False	False	6	0.8539317381561689	1.0	0.03125	True	True	2	True
EIF3G	M02	blue	2	False	not_shared	1.32924190082569	2.45358509647779	0.0363170730878974	0.753538825686886	0.753538825686886	0.562995186438057	0.562995186438057	0.75035315172701	0.75035315172701	0.604096440369466	0.604096440369466	0.730328367398313	0.730328367398313	0.552679468689093	0.552679468689093	2184	3	3	0.470540595471359	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	17.36317451326216	17.879449947800616	0.516275434538457	1.2565483968600892	0.7890625	101.0	0.022970314261201327	0.5770133455392417	0.02272275408896296	1.1313039369895204	0.04131932669439548	0.06774296070252595	0.12033347774157281	True	O75821	118	118	1.0	16.423120498657198	0.3503898039858794	0.508065215779525	True	False	False	False	6	0.5888057972630905	1.0	0.03125	True	True	2	True
EIF4A2	M05	green	5	True	down	-4.34037298905975	-3.84651560511971	0.000668060044241	0.866892686331709	0.866892686331709	0.849896699522826	0.849896699522826	0.8171726110232	0.8171726110232	0.859685239014319	0.859685239014319	0.925818424551561	0.925818424551561	0.705095746912777	0.705095746912777	512	3	3	0.509867347736958	1.0	0.991803278688525	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.478560519004688	16.78808560792385	-0.6904749110808375	-1.1844728742437698	0.203125	26.0	0.019176826822539572	-0.9919365736669365	-1.4848964066130228	-0.49897674072085035	8.01836045288022e-05	0.059057838356139564	0.0008161950795001171	True	Q14240;Q14240-2	118	118	1.0	16.367449760437	0.9449382406961937	0.9661387781477109	True	False	False	True	6	-0.04209037898947754	0.3333333333333333	0.3125	False	True	1	True
EIF4G2	M05	green	5	True	down	-4.03776458022858	-5.36738400150363	1.32888434555529e-06	0.757392446785051	0.757392446785051	0.90030195915358	0.90030195915358	0.752265093721327	0.752265093721327	0.711696255317224	0.711696255317224	0.893288379999641	0.893288379999641	0.943540155083752	0.943540155083752	512	3	3	0.462675940666433	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	15.062349125001852	15.492371827506311	0.4300227025044592	0.42855803705038514	0.703125	90.0	0.12004008315759561	0.15713463089034296	-0.35793331974842535	0.6722025815291113	0.5498819289586461	0.2562818953303268	0.7638527213986214	True	P78344	118	118	1.0	14.73830032348635	0.0004934225074491862	0.005829695550973718	True	False	False	False	6	0.033053066106500495	0.6666666666666666	1.0	False	False	0	False
ELMOD3	M06	red	6	True	up	3.43159656196777	4.17065032810923	0.0002094041118613	0.866105858127296	0.866105858127296	0.759843791275939	0.759843791275939	0.758488908312478	0.758488908312478	0.436505973923669	0.436505973923669	0.433035752901289	0.433035752901289	0.491687712086022	0.491687712086022	231	2	2	0.0268816345843028	1.0	1.0	4	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
EMC10	M02	blue	2	False	not_shared	1.35526019874679	2.80096766274578	0.0156891198437212	0.843437990786496	0.843437990786496	0.522406494877347	0.522406494877347	0.686850281249148	0.686850281249148	0.600570573562674	0.600570573562674	0.80614792768007	0.80614792768007	0.214321622949055	0.214321622949055	2184	2	2	0.302942102254313	1.0	1.0	4	True	True	True	True	True	True	True	True	1	True	6	11	0.75	0.6875	14.122345798702993	13.853048494638601	-0.26929730406439134	-0.19172929380924902	0.3181818181818182	21.0	0.2561409179056238	-0.033056863652229464	-1.4053429979333842	1.3392292706289253	0.9623431663456313	0.4524722813764319	0.983070557620768	True	M0R2A0;Q5UCC4;Q5UCC4-2	118	115	0.9745762711864406	13.7295398712158	0.1963640902510812	0.33677497198975753	False	False	False	False	6	0.19833964536349713	0.6666666666666666	0.3125	False	False	0	False
EPB41L1	M03	brown	3	False	not_shared	2.19309807937165	2.54501790475449	0.0293164118166489	0.802248230047175	0.802248230047175	0.615590690438398	0.615590690438398	-0.11062146521839	0.11062146521839	0.318486504870168	0.318486504870168	0.732516496655006	0.732516496655006	0.310976614480677	0.310976614480677	993	2	2	0.0105987568217821	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	13.443190295079726	14.564206372455487	1.1210160773757618	1.6907920451047018	0.890625	114.0	0.0012590571212189195	1.284297050392508	0.3282554653867832	2.2403386353982326	0.008465559987040164	0.006846123096627875	0.03698113046970177	True	Q9H4G0	118	118	1.0	14.6621298789978	0.9982731418627204	0.9982731418627204	True	False	False	False	6	2.609451978604333	0.5	0.25	False	True	1	True
EPCAM	M04	yellow	4	True	down	-6.95897454622958	-5.39291690185295	1.17998388759146e-06	0.741924796086519	0.741924796086519	0.851244417410677	0.851244417410677	0.631740113071649	0.631740113071649	0.768817377010802	0.768817377010802	0.704388190887751	0.704388190887751	0.822934380257809	0.822934380257809	812	2	3	0.428401426473106	1.0	1.0	4	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.938879325341336	18.071413285642542	0.13253396030120612	0.2559445958737937	0.5390625	69.0	0.7874627279661603	0.2501928954156245	-0.2687648665463621	0.7691506573776111	0.3447041514973702	0.9014375964875783	0.5665434569164698	True	B5MCA4;P16422	118	118	1.0	16.89305973052975	0.030458160548354554	0.09525640406789317	True	False	False	False	6	0.08498324244060917	0.6666666666666666	1.0	False	False	0	False
EPHX1	M02	blue	2	False	not_shared	0.574493623465955	3.98097388520634	0.0004173737456721	0.729466544012761	0.729466544012761	0.558328949586258	0.558328949586258	0.721001044343231	0.721001044343231	0.398477140974181	0.398477140974181	0.676131369126817	0.676131369126817	0.553528206838632	0.553528206838632	2184	2	2	0.399960787150845	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	17.813632133096398	16.510765666529274	-1.3028664665671243	-2.128166709368648	0.0234375	3.0	1.9035420839162933e-05	-1.3481985290774154	-2.0152741285609856	-0.6811229295938451	7.457370932761764e-05	0.0003680181362238167	0.000798660370863518	True	P07099	118	118	1.0	15.70228481292725	0.03395766646638683	0.10123827666147102	True	False	False	False	6	0.0	0.0		False	False	0	False
ERP44	M05	green	5	False	not_shared	-1.94048486998174	-3.05999726100299	0.0077121797090115	0.782231133827453	0.782231133827453	0.611494816022314	0.611494816022314	0.74501115416104	0.74501115416104	0.611297713382464	0.611297713382464	0.735298983803364	0.735298983803364	0.635136527792991	0.635136527792991	512	3	3	0.443337875882814	1.0	1.0	4	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.60934011463091	17.217558324234155	-0.391781790396756	-0.6858492036368192	0.3203125	41.0	0.17192792101931956	-0.19862179324191875	-0.6528611550133737	0.2556175685295362	0.3914346303171249	0.3305575498051006	0.6188395107870737	True	Q9BS26	118	118	1.0	17.528345108032198	0.6618980140040398	0.7906578682338488	True	False	False	False	6	-0.7122062205294779	0.3333333333333333	0.15625	False	False	0	False
ESYT1	M02	blue	2	False	not_shared	0.441031835652341	2.22856941785334	0.0592555171123334	0.719546105671764	0.719546105671764	0.459968731011995	0.459968731011995	0.439590966554994	0.439590966554994	0.297570461913044	0.297570461913044	0.843214683812289	0.843214683812289	0.56927560897028	0.56927560897028	2184	2	2	0.0652301282960421	1.0	1.0	4	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	14.46176549151771	15.851459311551114	1.3896938200334041	1.8062882865055585	0.9765625	125.0	1.9035420839162933e-05	2.132331343738202	0.4674808009166074	3.797181886559797	0.012062487305293251	0.0003680181362238167	0.0503991660466061	True	Q9BSJ8	118	118	1.0	16.76938915252685	0.002708813213702691	0.017634926840227723	True	False	False	False	6	0.0	0.3333333333333333	0.5	False	True	1	True
EXD3	M06	red	6	False	up	2.69532384067751	3.6101163867423	0.0014693754104913	0.917683946901352	0.917683946901352	0.879920426672109	0.879920426672109	0.799046305934505	0.799046305934505	0.616101489684753	0.616101489684753	0.82607519740173	0.82607519740173	0.70834591432024	0.70834591432024	231	3	3	0.553986668251332	0.992537313432836	1.0	4	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0	1.0	False	False	0	False
FAM162A	M04	yellow	4	True	down	-9.20163380836525	-7.36915179442262	1.3274645011163199e-11	0.764315716131302	0.764315716131302	0.789377767715636	0.789377767715636	0.71345302572527	0.71345302572527	0.783900749271803	0.783900749271803	0.681188944464365	0.681188944464365	0.840144285895232	0.840144285895232	812	2	2	0.355900017624381	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	17.626834020245028	18.09483626298949	0.4680022427444612	0.9401019177161568	0.7265625	93.0	0.08080808080808081	0.7669951841736367	0.16072449172225767	1.3732658766250156	0.01315455825087127	0.19130076272933416	0.053259918771820264	True	F8W7Q4;Q96A26	118	118	1.0	15.96590518951415	3.380313561743915e-06	0.00023008046658565932	True	False	False	False	6	1.1077124068644122	0.8333333333333334	0.0625	True	False	1	True
FANCC	M03	brown	3	False	not_shared	1.98995294758737	3.81468486747017	0.0007428628085082	0.849557449879096	0.849557449879096	0.611288934046193	0.611288934046193	0.676544736630336	0.676544736630336	0.392177738514092	0.392177738514092	0.735549713230448	0.735549713230448	0.880281366745822	0.880281366745822	993	2	2	0.39467950064464	1.0	1.0	5	True	True	True	True	True	True	True	True	1	False	0	0	0.0	0.0														False		118	0	0.0				False	False	False	False	6	0.0	0.0		False	False	0	False
FARSA	M02	blue	2	False	not_shared	1.02434977192558	2.83488528596747	0.0144241512091797	0.799343050652365	0.799343050652365	0.71344948389558	0.71344948389558	0.804382152397448	0.804382152397448	0.523773609324653	0.523773609324653	0.920747134017971	0.920747134017971	0.796346419365245	0.796346419365245	2184	3	3	0.557085816395407	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	8	16	1.0	1.0	16.2868003777081	17.08644860720038	0.7996482294922806	1.4480120345804144	0.7890625	101.0	0.022970314261201327	0.6885742270137493	0.10636411659199774	1.2707843374355008	0.020447673568833428	0.06774296070252595	0.07216212363737465	True	K7ER00;Q9Y285	118	118	1.0	16.84193420410155	0.5914812659963137	0.7399314660895062	True	False	False	False	6	5.352419236281695	1.0	0.03125	True	True	2	True
FBXO7	M04	yellow	4	True	down	-3.46890660417825	-3.48390689065142	0.0022266541821954	0.77048027385662	0.77048027385662	0.654188314635229	0.654188314635229	0.846619894040947	0.846619894040947	0.662882234491644	0.662882234491644	0.761733744642906	0.761733744642906	0.548990119336976	0.548990119336976	812	3	3	0.492199706782973	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	7	11	0.875	0.6875	12.377523061838492	10.50603651941161	-1.8714865424268812	-0.841495209945854	0.2857142857142857	22.0	0.1508924082453494	-1.5241946915311502	-3.2347147639425495	0.18632538088024897	0.0807298525762634	0.3052939422638465	0.19853563744681074	False		118	0	0.0				True	False	False	False	6	-5.31898089020014	0.16666666666666666	0.0625	False	True	1	True
FH	M04	yellow	4	True	down	-7.87890496294735	-5.82080073963652	1.37524634190879e-07	0.747355564032501	0.747355564032501	0.509369896186454	0.509369896186454	0.416800451249538	0.416800451249538	0.0218019994989241	0.0218019994989241	0.778179091406845	0.778179091406845	0.534465017459145	0.534465017459145	812	2	2	0.0479716992245723	1.0	1.0	5	True	True	True	True	True	True	True	True	-1	True	8	16	1.0	1.0	19.07751871260905	18.873673355990938	-0.20384535661811043	-0.6142170606079367	0.3359375	43.0	0.2143932255656579	-0.26840798457730575	-0.613537514620631	0.0767215454660195	0.12744171634777804	0.3906222120253872	0.28782754984668235	True	P07954;P07954-2	118	118	1.0	18.30095958709715	0.007272816952911604	0.03682585092029844	True	False	False	False	6	-0.15154038599877184	0.0	0.25	False	False	0	False
FOXP4	M02	blue	2	False	not_shared	0.950582911561167	2.78513943749048	0.0162895166827691	0.85712000505023	0.85712000505023	0.513159219986585	0.513159219986585	0.722575171474129	0.722575171474129	0.770508409692344	0.770508409692344	0.566013311482128	0.566013311482128	0.451836734680657	0.451836734680657	2184	2	2	0.148576160983773	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	3	15	0.375	0.9375	10.772026855840007	9.933487445453297	-0.8385394103867103	-0.060060207597699686	0.4666666666666667	21.0	0.911764705882353	0.3096984617321894	-1.0749281762727414	1.6943250997371202	0.6611081172735358	0.992548742007421	0.845428939232268	False		118	0	0.0				False	False	False	False	6	6.123310665848015	1.0	0.03125	True	False	1	True
FZR1	M02	blue	2	True	up	2.87243564027326	3.53283242015359	0.0019007220452523	0.773178828907412	0.773178828907412	0.413987482165047	0.413987482165047	0.746057684149996	0.746057684149996	0.516725289595743	0.516725289595743	0.772495645261374	0.772495645261374	0.720023986544236	0.720023986544236	2184	3	3	0.480930237130936	1.0	1.0	5	True	True	True	True	True	True	True	True	1	True	0	1	0.0	0.0625		10.094054297455402												False		118	0	0.0				False	False	False	False	6	5.344285304481199	0.8333333333333334	0.0625	True	False	1	True
GABARAPL2	M04	yellow	4	True	down	-6.20155109019369	-4.25814011988439	0.0001512008910506	0.936738339390361	0.936738339390361	0.872590208918095	0.872590208918095	0.616924341524254	0.616924341524254	0.764050057640015	0.764050057640015	0.829603137628306	0.829603137628306	0.70225179342156	0.70225179342156	812	2	2	0.295404771148715	1.0	0.975409836065574	5	True	True	True	True	True	True	True	True	-1	True	8	15	1.0	0.9375	15.44390797356196	14.107863626428703	-1.3360443471332566	-1.3178556287357162	0.15	18.0	0.005327198489131454	-1.457359269049638	-2.449319067868765	-0.465399470230511	0.0039827645143933315	0.022335723785755976	0.019735489832516207	True	H3BSM5;P60520	118	33	0.2796610169491525	12.388560295105	0.9490558964866385	0.9672486612755197	False	False	False	False	6	-3.6586510143082798	0.16666666666666666	0.09375	False	True	1	True
