dataset	score	min_cells_per_specimen_state	primary_threshold	comparison	group_a	group_b	cell_type	cell_type_label	n_donors_a	n_donors_b	mean_a	mean_b	effect_a_minus_b	bootstrap_ci_low	bootstrap_ci_high	bootstrap_p_directional	n_paired_donors	paired_median_difference	paired_wilcoxon_p	paired_wilcoxon_q
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	ASC	Neoplastic	11	2	1.916935764243388	1.240160202458572	0.6767755617848159	0.31590699383508275	1.0324695013813427	0.0	1			
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	3	15	-0.028459346663887206	-0.1301360097971795	0.10167666313329231	-0.058172592119856786	0.3021465222907077	0.2782969885773624	3	0.09156021489677613	0.25	0.3125
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	EE	Enteroendocrine	1	3	0.6394996525462355	0.7343606844935903	-0.09486103194735473	-0.17716712550958313	-0.04950244422277872	0.0	0			
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	11	18	0.7959879365999872	0.02236388256022063	0.7736240540397666	0.5721265806235101	0.9615651074974294	0.0	5	0.775576657709953	0.0625	0.10416666666666667
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	5	18	0.617568720293524	0.14358588684905724	0.4739828334444668	-0.03642000245388156	1.056467904310939	0.08298256163559832	4	0.47390229765274716	0.625	0.625
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	11	18	0.8600716233242082	0.1753703440156059	0.6847012793086023	0.41237251154510823	0.9546707694307723	0.0	6	0.44047408322281945	0.0625	0.10416666666666667
validation	signature_12	20	True	conventional_vs_normal	conventional_adenoma	normal	TUF	Tuft	2	6	1.7020874346253505	0.7133544861577658	0.9887329484675847	0.807359990351784	1.166554176122084	0.0	0			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	13	7	0.415429136541038	-0.30731644616848436	0.7227455827095224	0.4304438041611003	1.0042139050833692	0.0	1			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	11	3	1.916935764243388	0.8624550086192659	1.054480755624122	0.6532689252859214	1.4627454480449131	0.0	0			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	CT	Other colonic epithelium	3	2	-0.028459346663887206	-0.1611329236137387	0.1326735769498515	-0.06756353216524887	0.329925410284797	0.4270143192989955	1			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	11	7	0.7959879365999872	0.22271306907749092	0.5732748675224963	0.35966840497771535	0.7580196550727659	0.0	1			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	SSC	Abnormal	1	5	0.6575564850190055	-0.2868783375161308	0.9444348225351363	0.8514553133671996	1.048800321442824	0.0	0			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	5	5	0.617568720293524	0.18934405084381084	0.4282246694497132	-0.059257784077013466	0.9660498913696073	0.09865650691798676	0			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	11	7	0.8600716233242082	0.2782273358632831	0.5818442874609251	0.2983464685542699	0.8595047941043135	0.0	1			
validation	signature_12	20	True	conventional_vs_serrated	conventional_adenoma	serrated	TUF	Tuft	2	3	1.7020874346253505	0.7999252287900073	0.9021622058353432	0.7243136973584041	1.119748105705691	0.0	0			
validation	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	ABS	Absorptive	9	18	0.20673357798410225	-0.5251858427875735	0.7319194207716757	0.43879436637708763	1.004013859754228	0.0	5	0.4428430878216859	0.0625	0.09375
validation	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	CT	Other colonic epithelium	2	7	-0.1217346354103632	-0.08570491493166535	-0.036029720478697846	-0.14171371100650276	0.06612626812273872	0.5943900267141585	2			
validation	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	GOB	Goblet	10	18	0.7851827701160708	0.017668053309075896	0.7675147168069949	0.560214707192885	0.9686865998947738	0.0	5	0.775576657709953	0.0625	0.09375
validation	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	STM	Crypt stem	1	13	0.07125560146963451	0.10456964523123877	-0.03331404376160425	-0.10044002843679234	0.03557318009835828	0.3380541871921182	1			
validation	signature_12	50	False	conventional_vs_normal	conventional_adenoma	normal	TAC	Transit-amplifying	7	18	0.808224266796674	0.1753703440156059	0.6328539227810681	0.3462080834156107	0.9451931982139586	0.0	4	0.44047408322281945	0.125	0.125
validation	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ABS	Absorptive	9	7	0.20673357798410225	-0.30731644616848436	0.5140500241525866	0.20456711641476522	0.7785922105146376	0.001200240048009602	1			
validation	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	ASC	Neoplastic	10	2	1.8873092590177012	0.7539360652022371	1.133373193815464	0.7419973498462116	1.5396895065637513	0.0	0			
validation	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	GOB	Goblet	10	6	0.7851827701160708	0.19152377828180867	0.5936589918342622	0.37661234113519665	0.7846611155865651	0.0	1			
validation	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	STM	Crypt stem	1	2	0.07125560146963451	0.20119707396644498	-0.12994147249681048	-0.14072331561284956	-0.11915962938077133	0.0	0			
validation	signature_12	50	False	conventional_vs_serrated	conventional_adenoma	serrated	TAC	Transit-amplifying	7	3	0.808224266796674	0.1970966944301078	0.6111275723665662	0.34013073963424617	0.8998956978404167	0.0	1			
