gene	full_common_effect	full_common_z	shared_direction	state_sign_stability_ABS	state_sign_stability_GOB	state_sign_stability_TAC	common_sign_stability	leaveout_common_effect_min	leaveout_common_effect_median	leaveout_common_effect_max	minimum_state_sign_stability
CDKL5	0.513622045300483	5.54145950048778	up	1	1	1	1	0.451658132251277	0.492965866775898	0.571457764586491	1
VDAC2	-0.609438439452636	-5.53689530037223	down	1	1	1	1	-0.68279831010922	-0.600314531503386	-0.525431783536584	1
CHMP5	-0.579941417147608	-5.53589638334134	down	1	1	1	1	-0.637247614597772	-0.586453998831659	-0.53121571992518	1
FAM120A	-0.485156672598666	-5.53563379622768	down	1	1	1	1	-0.316979956916353	-0.260143277124254	-0.165833865351243	1
EIF4EBP2	-0.472081842771314	-5.53115670854537	down	1	1	1	1	-0.542196927377242	-0.48886629840473	-0.438544189434777	1
CD164	-0.733259369071138	-5.5301535429741	down	1	1	1	1	-0.774479824537552	-0.658539770387858	-0.566876715498951	1
STAT3	0.385420999643365	5.52810411271244	up	1	1	1	1	0.350212961658371	0.397544418065672	0.442325528122268	1
GGCT	-0.700101869190499	-5.51510975052044	down	1	1	1	1	-0.772081952005857	-0.72409244842326	-0.592211624127573	1
RCAN3	0.487583632072643	5.51393453479017	up	1	1	1	1	0.444357901502223	0.476534173688301	0.536603742102674	1
UNK	0.398195856404042	5.50183626299923	up	1	1	1	1	0.310662929003399	0.349526817946648	0.384271388281484	1
SATB2-AS1	-0.580034113859842	-5.49325070452388	down	1	1	1	1	-0.630923273300763	-0.578082771428083	-0.530230631353946	1
CS	-0.512753779703692	-5.49195418832091	down	1	1	1	1	-0.541549773040005	-0.505019597582098	-0.424647345710994	1
ABRACL	-0.744651203112759	-5.48619545857756	down	1	1	1	1	-0.877477344357526	-0.76877304104975	-0.614833618373316	1
MFN2	-0.381658973978574	-5.48270559475505	down	1	1	1	1	-0.444756513721924	-0.390079822189466	-0.351727007260785	1
DSTN	-0.447666125328769	-5.48067289243437	down	1	1	1	1	-0.471057440769378	-0.447187566752685	-0.388147192395192	1
SPINT2	-0.397974983428039	-5.46940780926546	down	1	1	1	1	-0.448710511253843	-0.385346247261765	-0.327083706934851	1
BEX3	-0.602216193541354	-5.46244119631525	down	1	1	1	1	-0.661934943978259	-0.624465478070481	-0.50247202369178	1
LARP1	0.24584835971418	5.45981575015157	up	1	1	1	1	0.221696555192033	0.237793150231178	0.252689178605762	1
HINT3	-0.722927290894359	-5.45839151346566	down	1	1	1	1	-0.761871399018457	-0.678404828690934	-0.528677906908209	1
GNG10	-0.86858251185055	-5.45764247616955	down	1	1	1	1	-0.98493120560762	-0.918937400177826	-0.745029730015803	1
RNF103	-0.925382364863788	-5.45454516734077	down	1	1	1	1	-1.27059019557835	-1.06053026884134	-0.915730604468996	1
C17orf58	-0.854185011076519	-5.44489051148585	down	1	1	1	1	-0.911234565467072	-0.826622687142577	-0.695127794356387	1
CMC2	-0.383202779075393	-5.43850556568744	down	1	1	1	1	-0.390979120147257	-0.368905156674234	-0.3283007875081	1
YWHAE	-0.471461366730378	-5.43755997133906	down	1	1	1	1	-0.479929340494253	-0.438167938494805	-0.361526153303502	1
TMTC2	0.406393283236379	5.4269172579095	up	1	1	1	1	0.40383427699468	0.444545125946279	0.511127547261786	1
SETD5	0.26170053521233	5.42093154174966	up	1	1	1	1	0.249918472091489	0.277145940430496	0.296396217926585	1
BSPRY	0.350461926754214	5.41674089931867	up	1	1	1	1	0.292548521688784	0.345828949719686	0.376566598641351	1
MRPS33	-0.491117474209198	-5.4152289300523	down	1	1	1	1	-0.55024602971264	-0.498481773570609	-0.452037184731226	1
CRTC3	0.405964236770705	5.41288296586682	up	1	1	1	1	0.359811585106144	0.413006464690894	0.448646055969838	1
TNFRSF10A	0.57704294780156	5.41210606384221	up	1	1	1	1	0.537189145539359	0.574455633306385	0.621351627108151	1
UNG	-0.58180843459381	-5.40966790086074	down	1	1	1	1	-0.621364015660655	-0.559976578398921	-0.469088058681125	1
CTNND1	-0.382164420501201	-5.4087590959833	down	1	1	1	1	-0.479598255107218	-0.420093698980919	-0.364014732473549	1
PTPN14	0.498404165036336	5.40761531752429	up	1	1	1	1	0.456953797143221	0.488847207563533	0.568921598131874	1
PPIF	-0.515644055645023	-5.40556718641423	down	1	1	1	1	-0.573317900692287	-0.52005596610364	-0.498006048953394	1
BANF1	-0.54981430234817	-5.40518097169022	down	1	1	1	1	-0.610927468361067	-0.554027259638723	-0.391284113384667	1
RANGAP1	0.576265256696589	5.40375434397121	up	1	1	1	1	0.459156181298395	0.530911813017831	0.633870318120261	1
PATJ	0.315457517079061	5.40337767944482	up	1	1	1	1	0.293880655732229	0.307190415380709	0.343431410417268	1
YWHAB	-0.463364711112712	-5.4033645917682	down	1	1	1	1	-0.533019856008397	-0.467038245900541	-0.396248973283581	1
PML	0.499808982238499	5.4016594500826	up	1	1	1	1	0.380474040485578	0.429399871909939	0.504692694507048	1
KLHL18	0.434832076291128	5.39315832267603	up	1	1	1	1	0.41135644128458	0.436720157478698	0.482348917831303	1
MDH1	-0.593727014025998	-5.38944068305965	down	1	1	1	1	-0.725880442517061	-0.593158107532457	-0.523191347784369	1
TMEM30B	-1.09697300634616	-5.38152134155911	down	1	1	1	1	-1.24312594091997	-1.14934616352929	-1.01111371683175	1
NFAT5	0.439670099436076	5.38066158509493	up	1	1	1	1	0.381029651753577	0.447728558331737	0.486060907163573	1
STARD3	0.53283506244551	5.37727799094423	up	1	1	1	1	0.388952706419348	0.470074311796852	0.538774601491426	1
FUCA1	-0.637125462994898	-5.37713127190743	down	1	1	1	1	-0.757175163146174	-0.639510267887302	-0.534669879274028	1
HDAC4	0.442328598700633	5.37124651593782	up	1	1	1	1	0.362769252541944	0.44232301417768	0.485652651453169	1
ADIPOR1	-0.554376194664541	-5.36928284348746	down	1	1	1	1	-0.627052937692061	-0.548474081541299	-0.454205873912535	1
PCSK6	0.437733464960692	5.36647400710351	up	1	1	1	1	0.384510063212746	0.43067817228031	0.465526853870878	1
CA7	-2.30170980041837	-5.36327522654988	down	1	1	1	1	-2.65233132061584	-2.37034749085354	-2.10549665002127	1
PUS7	0.497612777368178	5.36262598609638	up	1	1	1	1	0.45917318219228	0.51125229532844	0.568327377972704	1
PTPRG	0.303405207265777	5.36203704727976	up	1	1	1	1	0.282685902371506	0.332481808389316	0.352914430182012	1
LRP5L	0.632101963094172	5.34587014246829	up	1	1	1	1	0.511170415802188	0.643256023037044	0.70821250053829	1
ACTB	-0.467988963781049	-5.34180422967372	down	1	1	1	1	-0.580524277179967	-0.505929608185209	-0.453117491418162	1
TTC22	-0.5277080150251	-5.32808079356952	down	1	1	1	1	-0.631165940202671	-0.581316684310661	-0.545864578070368	1
RTRAF	-0.556765693814004	-5.32715526221014	down	1	1	1	1	-0.612261784631948	-0.54395247279459	-0.475554025439144	1
CHCHD2	-0.44334629966679	-5.32581325132447	down	1	1	1	1	-0.477329589568345	-0.428790384089129	-0.393906226831433	1
ACADM	-0.477209180121831	-5.32329883758204	down	1	1	1	1	-0.544546895502941	-0.488104794114472	-0.420916211623868	1
CDC42	-0.565196949088521	-5.32007663249516	down	1	1	1	1	-0.661587390430813	-0.584574950761874	-0.480263426416487	1
S100A11	0.543729646124501	5.31853183212984	up	1	1	1	1	0.476078857682912	0.549875581644893	0.668472313421193	1
ALS2CL	0.657434405966271	5.31744014061758	up	1	1	1	1	0.541476134678932	0.657616400486626	0.73401929181034	1
NDE1	0.50839472972128	5.31395759000379	up	1	1	1	1	0.373314418451764	0.443326588103642	0.478450942979029	1
ERN1	0.383819519969749	5.31327045638263	up	1	1	1	1	0.345041715611401	0.377758132428837	0.403800672739599	1
SDHC	-0.367154905831376	-5.31286848866596	down	1	1	1	1	-0.401380343569261	-0.372854651660332	-0.335992151799669	1
CREB3L2	0.446979483956678	5.31192836380422	up	1	1	1	1	0.384510712014716	0.420789650904507	0.465411600825377	1
NDUFC1	-0.442654231686858	-5.31088812004769	down	1	1	1	1	-0.504481463285131	-0.44995682000748	-0.394753670068135	1
WTAP	-0.511327215075336	-5.30993594510544	down	1	1	1	1	-0.547476687880131	-0.501138505155377	-0.393955520370823	1
CYP2J2	-0.582027695970141	-5.30856053700469	down	1	1	1	1	-0.641910124973517	-0.578778797434932	-0.465262102116005	1
PDE3A	-0.456045458296179	-5.30064019835215	down	1	1	1	1	-0.49994135879851	-0.380515186261801	-0.300130374964659	1
SLC12A2	0.623121093830342	5.29960987150446	up	1	1	1	1	0.535752789131028	0.611699172667682	0.679040635709378	1
MAT2B	-0.892837689231757	-5.29411872381006	down	1	1	1	1	-1.06967806807654	-0.885612168922289	-0.651499646302207	1
CDK2AP2	-0.552920291819919	-5.29356217163063	down	1	1	1	1	-0.581111544069979	-0.534596692481847	-0.44445088260507	1
H1-0	-0.537597167053025	-5.2845785748053	down	1	1	1	1	-0.67707073993352	-0.557945673481609	-0.454339447550634	1
PFN2	-0.589431015643913	-5.2841150501583	down	1	1	1	1	-0.694991951158884	-0.592538239013173	-0.505894483909666	1
LAMB1	0.450472652666622	5.27184534795763	up	1	1	1	1	0.432009290714744	0.486931167601834	0.531252168367475	1
TMEM126B	-0.572871910252067	-5.26548614470451	down	1	1	1	1	-0.583810525010058	-0.555347162098891	-0.488421086413567	1
HSD17B2	-0.864315204241918	-5.25486630378431	down	1	1	1	1	-0.925733343876844	-0.8275588513161	-0.738001267743422	1
DYNLT1	-0.457671280986845	-5.23869332121413	down	1	1	1	1	-0.508884360793494	-0.462218682183471	-0.411778439129473	1
GABRB1	0.718680176245511	5.23691061524875	up	1	1	1	1	0.685827204609311	0.757757800948858	0.906465560385875	1
C5orf15	-0.602195149947594	-5.23396414560252	down	1	1	1	1	-0.566816366973332	-0.501859625578371	-0.36984595791194	1
TSPYL1	-0.648706991908128	-5.23294806634518	down	1	1	1	1	-0.74906315444461	-0.667548962535639	-0.53423416946085	1
ALDH9A1	-0.715726334635681	-5.23015787613839	down	1	1	1	1	-0.821845141546674	-0.724803092440333	-0.574517769506616	1
HIGD1A	-1.06184137181998	-5.22767621829553	down	1	1	1	1	-1.36581401434081	-1.15993061005403	-1.07526426371678	1
USP40	0.289953929885663	5.22722780091697	up	1	1	1	1	0.265099196332358	0.288891874525898	0.324329205848213	1
MAPKBP1	0.599783980930219	5.22697021721634	up	1	1	1	1	0.515512605786474	0.593766257912762	0.636804977104056	1
API5	-0.477338838204566	-5.22654146672468	down	1	1	1	1	-0.469038075903022	-0.410728659053387	-0.295657560626702	1
ALDH3B1	0.553274105848304	5.22190277728814	up	1	1	1	1	0.336560749083755	0.501343849154191	0.550016255871148	1
C6orf132	0.373601884797106	5.2150775283546	up	1	1	1	1	0.305387970743685	0.364360161892172	0.412291688830588	1
SBDS	-0.588390980783337	-5.21491423844419	down	1	1	1	1	-0.71342917224255	-0.609567022592412	-0.50254055060507	1
FBXO16	0.59796180826658	5.21252998236799	up	1	1	1	1	0.521813672781683	0.564398505783805	0.659903855800264	1
RALGDS	0.516795700204299	5.21210567421276	up	1	1	1	1	0.441683571702302	0.531863411635162	0.60485471252612	1
FGGY	0.456479288342798	5.20898011122557	up	1	1	1	1	0.398190795381956	0.444672583132585	0.490970107047468	1
ACSS2	-0.32103746901606	-5.20702618883188	down	1	1	1	1	-0.327488363451392	-0.301234493214142	-0.260865949577254	1
NPAS2	0.489385184853529	5.20473436767849	up	1	1	1	1	0.464023893001788	0.507777018761293	0.53257738993892	1
ACTG1	-0.514894675544123	-5.20198156204732	down	1	1	1	1	-0.578463251182535	-0.516355558714119	-0.450421442303796	1
SOWAHC	-0.56074601726972	-5.2010301927284	down	1	1	1	1	-0.658014825238182	-0.587929854134803	-0.478042776789389	1
NORAD	-0.716149279661524	-5.19739814141747	down	1	1	1	1	-0.77028022634482	-0.710241562801493	-0.563950182603801	1
FOXD2	-0.525811967622815	-5.19422711480929	down	1	1	1	1	-0.640641288742426	-0.584488396962439	-0.541370116523454	1
LRG1	0.55667116901214	5.19259307592952	up	1	1	1	1	0.469788147434004	0.570388092597995	0.650915562599568	1
TYW1	0.346407452928821	5.19062341212352	up	1	1	1	1	0.337151593256434	0.359695746895964	0.390379274772271	1
ACE	0.635902069533163	5.18956180582566	up	1	1	1	1	0.509314087984893	0.610021415715904	0.659575389641888	1
EPB41L3	-0.624784789344974	-5.18928341503421	down	1	1	1	1	-0.670705832149805	-0.620109243600517	-0.570487421220047	1
RPS24	-0.525150549755401	-5.18840838215839	down	1	1	1	1	-0.610039276766183	-0.549425296472088	-0.46945008410867	1
TMEM170A	-0.467937937710374	-5.18671533818766	down	1	1	1	1	-0.53043757266658	-0.474103938818448	-0.404924198977315	1
RAB1A	-0.298767101185364	-5.17929943530204	down	1	1	1	1	-0.314616995640893	-0.279111607882323	-0.241570361811284	1
NUDCD3	0.308562350692425	5.17887434514084	up	1	1	1	1	0.266966774519451	0.302813889425249	0.321236762239182	1
DLG5	0.473516918656145	5.1775197568097	up	1	1	1	1	0.419523353830972	0.461542907520044	0.523243995267517	1
SGMS1	0.491519029335674	5.16552678423414	up	1	1	1	1	0.448979885273771	0.503188941048997	0.557775682527155	1
SH3GLB1	-0.412713687620099	-5.16548604087866	down	1	1	1	1	-0.405789924231743	-0.3730820193065	-0.296435619974782	1
B3GALNT2	0.5131724391825	5.16463195806856	up	1	1	1	1	0.503235171924684	0.553390332163696	0.623843875317034	1
TMEM184B	0.399871591184153	5.15640891949014	up	1	1	1	1	0.319323893016009	0.394908124430419	0.466505793856318	1
ADH5	-0.543222065257368	-5.14968038812511	down	1	1	1	1	-0.651488179646546	-0.546476021317572	-0.438817127184744	1
MAP3K20	0.667777925275057	5.13982564356427	up	1	1	1	1	0.689079707826237	0.769570291305634	0.892130574544264	1
TP53INP2	-0.965825362897808	-5.13672613998382	down	1	1	1	1	-1.09722167223312	-1.00583113116405	-0.944416426632551	1
SC5D	-0.931405959017831	-5.13445142966566	down	1	1	1	1	-0.861672167146542	-0.744092780976086	-0.522648128608525	1
GNAS	-0.31396070839414	-5.13400653462692	down	1	1	1	1	-0.346919527350591	-0.310304722011934	-0.259756800249154	1
H2AZ2	-0.374202069843072	-5.13158885111299	down	1	1	1	1	-0.395057152363154	-0.371978328863541	-0.322986913754835	1
CBX5	-0.390430044601999	-5.1293085325644	down	1	1	1	1	-0.441510553494988	-0.394677181227391	-0.351418972879904	1
CAPG	0.504592407674456	5.12905394156294	up	1	1	1	1	0.381665076678813	0.470573979923472	0.592563371631193	1
SUMO3	-0.55430289717876	-5.12663078423846	down	1	1	1	1	-0.62732955715981	-0.560061265712715	-0.48407269862946	1
SAMD5	0.809383660052672	5.12439930054686	up	1	1	1	1	0.7666889956222	0.819658923410153	0.901075687487917	1
PCNA	-0.635463036103386	-5.12260433975365	down	1	1	1	1	-0.701588886558498	-0.65149868137728	-0.557140045255354	1
MMADHC	-0.813294143981248	-5.12252037556202	down	1	1	1	1	-0.958058493353409	-0.870315180097939	-0.726820485778214	1
SEPHS2	-0.566582698453624	-5.11983172845166	down	1	1	1	1	-0.657742755815908	-0.561823839105711	-0.507889641470642	1
LSM3	-0.507110942518284	-5.11861895197833	down	1	1	1	1	-0.516388909789658	-0.493916996708553	-0.399978732559772	1
RAD51B	0.326343296714958	5.11790898846384	up	1	1	1	1	0.279021101997366	0.330371342818697	0.359067587225914	1
BOLA3	-0.427669556763632	-5.11657081926921	down	1	1	1	1	-0.530327750442016	-0.456227860291602	-0.399800333455791	1
SOX4	0.505053690066959	5.11012701618502	up	1	1	1	1	0.454630566597124	0.510750322142598	0.591461286097797	1
THEM4	0.49298117599317	5.10424678418137	up	1	1	1	1	0.415803187317366	0.459248116916542	0.546553097886939	1
ARHGAP8	0.477262979182705	5.10337100903881	up	1	1	1	1	0.427322576875143	0.481883726853229	0.543641585730394	1
NLRC5	0.534195839115065	5.09734847221951	up	1	1	1	1	0.473964380721527	0.533783034475633	0.626325246359844	1
HNRNPAB	-0.397889496635125	-5.09264609118593	down	1	1	1	1	-0.418428797232057	-0.383575277158485	-0.311198375601512	1
TBCD	0.493154457757077	5.09261632703675	up	1	1	1	1	0.434344073720268	0.493028347207863	0.555815491448724	1
CCDC57	0.543594078704837	5.09072073450674	up	1	1	1	1	0.467493135776566	0.534608055470335	0.588565946540745	1
RETNLB	1.31618983872173	5.08886560907506	up	1	1	1	1	1.07265633111701	1.28427392535137	1.52325259993792	1
EPB41L4B	-0.321996645637227	-5.08454807030953	down	1	1	1	1	-0.316012535495935	-0.274710355345648	-0.239384327058193	1
ATP6AP2	-0.738251698832838	-5.08387149664139	down	1	1	1	1	-0.843204187917529	-0.732591484054994	-0.631738906696012	1
NDUFB3	-0.51759403968716	-5.07778221339106	down	1	1	1	1	-0.604217125109401	-0.512285824677648	-0.446545438021869	1
PDCD11	0.500658100347144	5.07476519918353	up	1	1	1	1	0.427491950959441	0.479334471996537	0.564184889722066	1
TPK1	0.39403229938242	5.07301451750952	up	1	1	1	1	0.378657277858868	0.403420670733201	0.443924930041456	1
ETFDH	-0.516133145884462	-5.06233670301904	down	1	1	1	1	-0.578593698938903	-0.511659638306267	-0.44119791800409	1
SSR3	-0.364809020510058	-5.05615605787935	down	1	1	1	1	-0.39822484763372	-0.339226182456998	-0.295391964423077	1
HDDC2	-0.556548103539896	-5.05345602236423	down	1	1	1	1	-0.580613703476408	-0.544110579690082	-0.466207573626492	1
FUT8	0.531778126074679	5.05206727923333	up	1	1	1	1	0.503423705385719	0.54815562518584	0.62615126793314	1
CNNM4	-0.355208192146066	-5.05070794753865	down	1	1	1	1	-0.421149411027264	-0.389026103678578	-0.325564875976645	1
FAM193B	0.388314531246103	5.05028818651234	up	1	1	1	1	0.344981290783154	0.382465079618851	0.417231264314174	1
MKRN1	-0.390380150983928	-5.04864636442004	down	1	1	1	1	-0.451164522237331	-0.389839610355572	-0.327147572144688	1
SH3D19	0.299924015063854	5.04773219369065	up	1	1	1	1	0.260464606525352	0.307446057396492	0.332639567537848	1
TCF20	0.289306623640629	5.04771620413805	up	1	1	1	1	0.258493049344457	0.301703440959664	0.345695897836497	1
BPNT2	-0.737918266232114	-5.04319342878405	down	1	1	1	1	-0.751912601523769	-0.669119177450186	-0.55587945651603	1
MAPK1IP1L	-0.415287954246445	-5.04018219010625	down	1	1	1	1	-0.464239047653479	-0.402366632940891	-0.317494276253234	1
LTBP1	0.57182349123114	5.0376862863564	up	1	1	1	1	0.529579608996803	0.581505586345301	0.658188870230877	1
ACTN1	0.303796113914365	5.03670352324941	up	1	1	1	1	0.288383853117637	0.333266292177874	0.407288691968416	1
DDAH1	-0.492571139738657	-5.03664866073151	down	1	1	1	1	-0.596842055232142	-0.507983795580232	-0.421031600464274	1
CYC1	-0.362823366827339	-5.03260426885091	down	1	1	1	1	-0.447576326480067	-0.398902388600507	-0.36562326184392	1
PLEKHA2	0.480223845175614	5.0289081332027	up	1	1	1	1	0.489453766398069	0.53661295807547	0.589643582954311	1
MYORG	-0.545439545613204	-5.02510332851489	down	1	1	1	1	-0.646892958821747	-0.595378389136942	-0.50068183643634	1
ACTR10	-0.817903741849333	-5.02273893205516	down	1	1	1	1	-0.909904742546606	-0.788538287437486	-0.667917399612024	1
SEMA6A	-0.42406980986384	-5.02270136473382	down	1	1	1	1	-0.449805053968195	-0.379097773837092	-0.284590176852962	1
ISCA2	-0.524548835096983	-5.01623545910232	down	1	1	1	1	-0.594758826698167	-0.53765498562049	-0.474483253230076	1
MRPL35	-0.489968895755389	-5.00263910594128	down	1	1	1	1	-0.534645063381855	-0.507701833915936	-0.447374224341141	1
NOL7	-0.420068335576668	-4.99740386998981	down	1	1	1	1	-0.452695360410824	-0.412445093018827	-0.375194211085683	1
CHD4	0.280297529654767	4.99701428982992	up	1	1	1	1	0.213950947666842	0.271675445952118	0.316539167541211	1
SRP19	-0.689930433702516	-4.99580720789977	down	1	1	1	1	-0.796793282273582	-0.721679362657515	-0.640927643414757	1
PPP6R1	0.544462721802154	4.99393512198991	up	1	1	1	1	0.457399030315968	0.509691531977028	0.580398129812452	1
OLFM4	2.63615794164862	4.98839418428787	up	1	1	1	1	2.30450385335441	2.61244157981029	2.89465636231404	1
FBXO3	-0.545196765827252	-4.9870453294253	down	1	1	1	1	-0.55765748167858	-0.498950126825858	-0.395143600821359	1
LIN7C	-0.660863404709438	-4.98684568934326	down	1	1	1	1	-0.741199239487077	-0.643574783868648	-0.448731408950902	1
SEMA4D	0.463018670554271	4.98484729229664	up	1	1	1	1	0.439155755392383	0.475440589621348	0.547828263897763	1
PHYH	-0.59275786773933	-4.98127213367245	down	1	1	1	1	-0.656789422370969	-0.57332433886803	-0.475731825676776	1
ATP5F1E	-0.372435175685704	-4.98022098980303	down	1	1	1	1	-0.452064348350352	-0.372753522010429	-0.269196974830082	1
COA3	-0.469146611295832	-4.9800674216559	down	1	1	1	1	-0.536561669554336	-0.485618102557328	-0.387970627199756	1
ENSG00000226963	0.774405240268143	4.97943986078937	up	1	1	1	1	0.614694355245472	0.764874053053169	0.878386456692441	1
GTF2A2	-0.500888256208254	-4.97777422462667	down	1	1	1	1	-0.543234827022881	-0.510210669592264	-0.460913233912694	1
HSH2D	0.401143689334057	4.97740759209576	up	1	1	1	1	0.391838451084165	0.450235838391939	0.498511960544131	1
DDX11	0.467017667969046	4.97702030681497	up	0.962962962962963	1	1	1	0.332304196419389	0.426838613959089	0.4752989287445	0.962962962962963
ERH	-0.656690701449715	-4.97526224862678	down	1	1	1	1	-0.848568959711303	-0.726079321083032	-0.571471130312601	1
NOXA1	0.625399670531257	4.97168260377932	up	1	1	1	1	0.46560858757873	0.595826953742624	0.679711650509445	1
BUB3	-0.633362358092545	-4.97076290712392	down	1	1	1	1	-0.702856313989232	-0.643136061425324	-0.561964320280297	1
TM9SF2	-0.497914219514462	-4.95750549223254	down	1	1	1	1	-0.567427391169972	-0.523721030511387	-0.435611687982862	1
WASL	-0.599634340785065	-4.95262533666664	down	1	1	1	1	-0.671469180419794	-0.56999952800747	-0.496055233997153	1
ERICH1	0.330519437076184	4.9508144955776	up	1	1	1	1	0.316114347185728	0.347849480511167	0.383649032772787	1
CYB561D1	0.459868940534524	4.94841518019762	up	1	1	1	1	0.398997657484274	0.451675268773466	0.487758458948897	1
CCDC115	-0.53093509420117	-4.94599074083369	down	1	1	1	1	-0.586323957588813	-0.508226531170053	-0.456406143952031	1
AFDN	-0.28731749259821	-4.94528819752862	down	1	1	1	1	-0.327257280483949	-0.286371892122885	-0.257141628183172	1
CA1	-1.81645305638275	-4.94284803245343	down	1	1	1	1	-2.14441499842815	-1.93030254139258	-1.39772254287658	1
NDUFB9	-0.46396579507082	-4.93803239835874	down	1	1	1	1	-0.543119259031735	-0.479646606574118	-0.415829918547268	1
GSR	-0.315829821523321	-4.93607029619014	down	1	1	1	1	-0.361442001360603	-0.330289917415937	-0.278901645564194	1
SEC61B	-0.493864668229243	-4.93547726618647	down	1	1	1	1	-0.528827942154198	-0.476587659266168	-0.383231604766667	1
TJP1	-0.366510104331203	-4.93542925115235	down	1	1	1	1	-0.391648932153892	-0.360947359125326	-0.332008619316162	1
NOC2L	0.551673580277937	4.92912100849368	up	1	1	1	1	0.466800957574119	0.548558989396462	0.617324125076788	1
OSTC	-0.590289905378475	-4.92895323571186	down	1	1	1	1	-0.654821652041075	-0.608460903477404	-0.521290962993216	1
COX4I1	-0.479207557008395	-4.92024573473099	down	1	1	1	1	-0.575838328800924	-0.504856114930627	-0.440677767077603	1
IRF6	-0.633545315875247	-4.92022559431955	down	1	1	1	1	-0.739375443999448	-0.640424454627706	-0.535967784379245	1
TMED2	-0.658433917966352	-4.92004229176413	down	1	1	1	1	-0.752117707915333	-0.637975676238038	-0.492782771360999	1
PTK2	0.275603119525493	4.91956700297942	up	1	1	1	1	0.258104715114778	0.285664957426507	0.322238933163786	1
CCNY	0.27624425877271	4.91691232019336	up	1	1	1	1	0.249439160827774	0.287416033895213	0.321453822039161	1
SPTSSA	-0.756324644463826	-4.91516924039467	down	1	1	1	1	-0.820553366907413	-0.703573877755305	-0.502232956528525	1
SLC35B3	-0.60847241211818	-4.9135990777738	down	1	1	1	1	-0.742605114995583	-0.643453708226673	-0.505688811555253	1
RAP1A	-0.350838720217114	-4.91036877431159	down	1	1	1	1	-0.44587351260441	-0.364753660830321	-0.295628522772167	1
STRAP	-0.559398074803001	-4.90540068463134	down	1	1	1	1	-0.615156431402168	-0.527632322474874	-0.448164519618895	1
TPP1	-0.464072262907353	-4.9035082978089	down	1	1	1	1	-0.542827344431813	-0.484115038997153	-0.419991132685181	1
UBR7	-0.488588165286518	-4.89983134218389	down	1	1	1	1	-0.506885109276437	-0.474415502265921	-0.40607677048964	1
NSD1	0.305808703161957	4.89902840861174	up	1	1	1	1	0.266836838582483	0.313179478872264	0.327449178435737	1
NT5DC3	0.587308286036461	4.89761427021379	up	1	1	1	1	0.50146866845749	0.588347592890418	0.649130392412484	1
GATD1-DT	0.571249730907643	4.89496888954272	up	1	1	1	1	0.488039619673037	0.559441514314435	0.644364562609707	1
TRAPPC12	0.33810353492688	4.89053457041092	up	1	1	1	1	0.315669435114741	0.337967948510804	0.369831352038944	1
UBE2A	-0.629339278133959	-4.88887032410083	down	1	1	1	1	-0.706164028184545	-0.64060519602571	-0.570675198760885	1
PIGL	0.431071618867015	4.88523107790297	up	1	1	1	1	0.390952747963846	0.434561652856151	0.493233072371387	1
FABP1	-0.878681237708183	-4.88490693794684	down	1	1	1	1	-0.960863647668348	-0.874562555217878	-0.757535046583761	1
DNAI3	-0.636305717179885	-4.88231086474292	down	1	1	1	1	-0.805079028677067	-0.684196186409799	-0.56876804073066	1
PACS2	0.413510186375987	4.88119139689006	up	1	1	1	1	0.304424506728489	0.384161266649365	0.438555828807443	1
SEC61G	-0.494682302454027	-4.87955495536939	down	1	1	1	1	-0.586324265137191	-0.51416579480933	-0.427910534988362	1
PABPC1	-0.639870626186179	-4.87838267843931	down	1	1	1	1	-0.678873414864332	-0.592005224839203	-0.476649316781933	1
ZNF3	0.396918711603194	4.87775098780811	up	1	1	1	1	0.355173173284572	0.397684850136676	0.436962390606845	1
STRADB	-0.610597683816745	-4.87388683731023	down	1	1	1	1	-0.662228268526863	-0.58998433796544	-0.481694984527358	1
VIL1	-0.277459853638601	-4.87337133144162	down	1	1	1	1	-0.295323630914077	-0.265152096762748	-0.218124331608065	1
LITAF	-0.397074484443303	-4.87313388453177	down	1	1	1	1	-0.440914021274266	-0.404740644554942	-0.346392020813546	1
RRP12	0.532763411409001	4.87294824911227	up	1	1	1	1	0.438794402808924	0.502694014461397	0.55419369535305	1
ANKRD13D	0.63635881328615	4.87200577408759	up	1	1	1	1	0.555116167152077	0.65452008317911	0.73815683413962	1
GALNT11	0.370784310770963	4.87171743000122	up	1	1	1	1	0.325853742169612	0.368862002867963	0.411304866318275	1
TNFRSF10D	0.487795766976911	4.86953163087844	up	1	1	1	1	0.430622649535183	0.486941329831534	0.522767210253481	1
MYL12B	-0.471309130310054	-4.86562309707742	down	1	1	1	1	-0.593786929572856	-0.545284817878248	-0.48114559063469	1
KEAP1	0.402086252439334	4.86452039133426	up	1	1	1	1	0.311694901238817	0.396042532589065	0.450882331550157	1
PTPRM	0.605502523067336	4.86418394830629	up	1	1	1	1	0.421274076862816	0.604274838275095	0.690054720097283	1
CHP1	-0.465067167856448	-4.84666967941126	down	1	1	1	1	-0.52260971283866	-0.458135626830196	-0.389218220738919	1
CTNNBIP1	0.421145049039964	4.84421848878627	up	1	1	1	1	0.354126084706268	0.41382151548936	0.450620596671511	1
RCC2	0.518383955143291	4.84267847368922	up	1	1	1	1	0.426995273268085	0.507968279134161	0.578924466933075	1
TRAF5	0.538332875740085	4.84135565036013	up	1	1	1	1	0.432968800713564	0.510778207274976	0.637883770138737	1
